CLAVE_CASILLA,CLAVE_ACTA,ID_ENTIDAD,ENTIDAD,ID_MUNICIPIO,MUNICIPIO,SECCION,ID_CASILLA,TIPO_CASILLA,EXT_CONTIGUA,UBICACION_CASILLA,TIPO_ACTA,TOTAL_BOLETAS_SOBRANTES,TOTAL_PERSONAS_VOTARON,TOTAL_REP_PARTIDO_CI_VOTARON,TOTAL_VOTOS_SACADOS,PAN,PRI,PRD,PT,PVEM,MC,PSI,MOR,NAP,FXMP,SEHHP,CAND_IND_1,CAND_IND_2,C_PT_MOR,NO_REGISTRADAS,NULOS,TOTAL_VOTOS_ASENTADO,TOTAL_VOTOS_CALCULADO,LISTA_NOMINAL,REPRESENTANTES_PP_CI,OBSERVACIONES,CONTABILIZADA,MECANISMOS_TRASLADO,CODIGO_INTEGRIDAD,FECHA_HORA_ACOPIO,FECHA_HORA_CAPTURA,FECHA_HORA_VERIFICACION,ORIGEN,DIGITALIZACION,TIPO_DOCUMENTO,TIEMPO_PROCESAMIENTO,TIEMPO_PROCESAMIENTO_MINUTOS,TIEMPO_PROCESAMIENTO_VERIFICACION,TIEMPO_PROCESAMIENTO_VERIFICACION_MINUTOS
'212375B0100,'212375B01004,'21,PUEBLA,'197,XICOTEPEC,'2375,'01,B,'00,1,4,sin_dato,649,sin_dato,sin_dato,,86,,,,155,38,,,,sin_dato,,,,11,4,sin_dato,294.0,649.0,669.0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,dec00c2b897863d3e6f056e111d6ee98a70f8a30075bf62d46ebff314fc0363d,2024-05-12 14:27:28,2024-05-12 15:00:28,2024-05-12 15:01:08,CATD,ESCANER,ACTA PREP,0 days 00:33:00,33.0,0 days 00:33:40,33.67
'212375C0200,'212375C02004,'21,PUEBLA,'197,XICOTEPEC,'2375,'02,C,'00,1,4,sin_dato,648,sin_dato,sin_dato,,23,,,,126,129,,,,sin_dato,,,,15,5,sin_dato,298.0,648.0,668.0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,41a9ec01707fa5158e0cf4c01807c7db0041b383bee5e7d77a5f5e853e7ce06d,2024-05-12 14:31:26,2024-05-12 15:07:14,2024-05-12 15:08:08,CATD,ESCANER,ACTA PREP,0 days 00:35:48,35.8,0 days 00:36:42,36.7
'212376B0100,'212376B01004,'21,PUEBLA,'197,XICOTEPEC,'2376,'01,B,'00,1,4,sin_dato,629,sin_dato,sin_dato,,sin_dato,,,,sin_dato,sin_dato,,,,sin_dato,,,,sin_dato,sin_dato,sin_dato,0.0,629.0,649.0,TODOS ILEGIBLES O SIN DATO,0,F,c2c2f0211d263a9c34b3cb02b8c11d6035929403ddd6a2e5b3e381606f66cdb0,2024-05-12 14:32:35,2024-05-12 15:06:13,2024-05-12 15:08:15,CATD,ESCANER,ACTA PREP,0 days 00:33:38,33.63,0 days 00:35:40,35.67
'212376C0100,'212376C01004,'21,PUEBLA,'197,XICOTEPEC,'2376,'01,C,'00,1,4,sin_dato,629,sin_dato,sin_dato,,154,,,,48,10,,,,sin_dato,,,,6,6,sin_dato,224.0,629.0,649.0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,ec81b9c641e5f2a702cded15ad5d01d4fe8aa7b29c9bb70b0ba376ac3594305c,2024-05-12 14:34:33,2024-05-12 15:08:21,2024-05-12 15:08:57,CATD,ESCANER,ACTA PREP,0 days 00:33:48,33.8,0 days 00:34:24,34.4
'212376C0200,'212376C02004,'21,PUEBLA,'197,XICOTEPEC,'2376,'02,C,'00,1,4,sin_dato,629,sin_dato,sin_dato,,127,,,,117,9,,,,sin_dato,,,,3,3,sin_dato,259.0,629.0,649.0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,d2c8df621702480d0177d3d334a2fb61d47b4b3c7a316e63b8881e782a041518,2024-05-12 14:35:50,2024-05-12 15:08:38,2024-05-12 15:14:29,CATD,ESCANER,ACTA PREP,0 days 00:32:48,32.8,0 days 00:38:39,38.65
'212376C0300,'212376C03004,'21,PUEBLA,'197,XICOTEPEC,'2376,'03,C,'00,1,4,sin_dato,629,sin_dato,sin_dato,,6,,,,74,111,,,,sin_dato,,,,12,2,sin_dato,205.0,629.0,649.0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,035868243791989047e2438a32055b41acce60699c997c2a4ced5481b188e75e,2024-05-12 14:37:30,2024-05-12 15:09:45,2024-05-12 15:14:31,CATD,ESCANER,ACTA PREP,0 days 00:32:15,32.25,0 days 00:37:01,37.02
'212376C0400,'212376C04004,'21,PUEBLA,'197,XICOTEPEC,'2376,'04,C,'00,1,4,sin_dato,629,sin_dato,sin_dato,,136,,,,86,97,,,,sin_dato,,,,14,4,sin_dato,337.0,629.0,649.0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,11dd2418674628f04864882745e552fdccff4c08918a00343bcde1610c424b87,2024-05-12 14:38:35,2024-05-12 15:17:26,2024-05-12 15:17:54,CATD,ESCANER,ACTA PREP,0 days 00:38:51,38.85,0 days 00:39:19,39.32
'212376C0500,'212376C05004,'21,PUEBLA,'197,XICOTEPEC,'2376,'05,C,'00,1,4,sin_dato,628,sin_dato,sin_dato,,76,,,,45,70,,,,sin_dato,,,,8,7,sin_dato,206.0,628.0,648.0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,4267a6b079d4e7849dc9c53fbef249da4fec72c74f9c0eee8081e8b860722ccb,2024-05-12 14:39:55,2024-05-12 15:12:51,2024-05-12 15:13:30,CATD,ESCANER,ACTA PREP,0 days 00:32:56,32.93,0 days 00:33:35,33.58
'212377B0100,'212377B01004,'21,PUEBLA,'197,XICOTEPEC,'2377,'01,B,'00,2,4,sin_dato,544,sin_dato,sin_dato,,57,,,,130,111,,,,sin_dato,,,,10,1,sin_dato,309.0,544.0,564.0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,54c207360826683d711e48394de9b237a0e9818b1cf62c07d0a647fdccaff463,2024-05-12 14:41:18,2024-05-12 15:14:49,2024-05-12 15:15:20,CATD,ESCANER,ACTA PREP,0 days 00:33:31,33.52,0 days 00:34:02,34.03
'212377C0100,'212377C01004,'21,PUEBLA,'197,XICOTEPEC,'2377,'01,C,'00,2,4,sin_dato,543,sin_dato,sin_dato,,51,,,,47,50,,,,sin_dato,,,,2,1,sin_dato,151.0,543.0,563.0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,c59a560bab7dacc310b352735381d5f4978a6f5753a66fc6a4b9b808999692d8,2024-05-12 14:44:19,2024-05-12 15:15:47,2024-05-12 15:16:51,CATD,ESCANER,ACTA PREP,0 days 00:31:28,31.47,0 days 00:32:32,32.53
'212377C0200,'212377C02004,'21,PUEBLA,'197,XICOTEPEC,'2377,'02,C,'00,2,4,sin_dato,543,sin_dato,sin_dato,,sin_dato,,,,sin_dato,sin_dato,,,,sin_dato,,,,sin_dato,sin_dato,sin_dato,0.0,543.0,563.0,TODOS ILEGIBLES O SIN DATO,0,F,9ae88ca41ce6ef828ce2396de40ad5f1054bbd6df81ad1d875c041c4f5c83e0f,2024-05-12 14:45:13,2024-05-12 15:16:03,2024-05-12 15:16:31,CATD,ESCANER,ACTA PREP,0 days 00:30:50,30.83,0 days 00:31:18,31.3
'212377E0100,'212377E01004,'21,PUEBLA,'197,XICOTEPEC,'2377,'01,E,'00,2,4,sin_dato,462,sin_dato,sin_dato,,20,,,,94,48,,,,sin_dato,,,,3,1,sin_dato,166.0,462.0,482.0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,82f888c5f0f82441a5ec6767f26f6fba4946691ad2f627ba8d83044b5bbdaaf9,2024-05-12 14:46:04,2024-05-12 15:17:18,2024-05-12 15:17:56,CATD,ESCANER,ACTA PREP,0 days 00:31:14,31.23,0 days 00:31:52,31.87
'212378B0100,'212378B01004,'21,PUEBLA,'197,XICOTEPEC,'2378,'01,B,'00,1,4,sin_dato,728,sin_dato,sin_dato,,35,,,,81,152,,,,sin_dato,,,,11,1,sin_dato,280.0,728.0,748.0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,802e6cc8a0f2f6d35223dcd219c13b2ba630d5a0e9326fae555f5659fbe4a1be,2024-05-12 14:48:17,2024-05-12 15:18:55,2024-05-12 15:19:27,CATD,ESCANER,ACTA PREP,0 days 00:30:38,30.63,0 days 00:31:10,31.17
'212378C0100,'212378C01004,'21,PUEBLA,'197,XICOTEPEC,'2378,'01,C,'00,1,4,sin_dato,728,sin_dato,sin_dato,,30,,,,13,61,,,,sin_dato,,,,1,8,sin_dato,113.0,728.0,748.0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,c31d8490e4dd19fee29e54d638139f6b2837eb1186ca532f3a62d1d1eb4c8750,2024-05-12 14:49:22,2024-05-12 15:20:06,2024-05-12 15:21:32,CATD,ESCANER,ACTA PREP,0 days 00:30:44,30.73,0 days 00:32:10,32.17
'212378C0200,'212378C02004,'21,PUEBLA,'197,XICOTEPEC,'2378,'02,C,'00,1,4,sin_dato,728,sin_dato,sin_dato,,70,,,,71,150,,,,sin_dato,,,,10,7,sin_dato,308.0,728.0,748.0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,834ebf83c65c02eb4516b7fc74a47139b12f9d655622b4a1b2cde4f426456e21,2024-05-12 13:50:20,2024-05-12 14:11:07,2024-05-12 14:13:47,CATD,ESCANER,ACTA PREP,0 days 00:20:47,20.78,0 days 00:23:27,23.45
'212379B0100,'212379B01004,'21,PUEBLA,'197,XICOTEPEC,'2379,'01,B,'00,1,4,sin_dato,595,sin_dato,sin_dato,,100,,,,72,113,,,,sin_dato,,,,3,3,sin_dato,291.0,595.0,615.0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,beabcd92650007dda31f38939308e75dfc6899fc2ebbf511c2461997bfbd16ae,2024-05-12 14:50:20,2024-05-12 15:22:10,2024-05-12 15:22:36,CATD,ESCANER,ACTA PREP,0 days 00:31:50,31.83,0 days 00:32:16,32.27
'212379C0100,'212379C01004,'21,PUEBLA,'197,XICOTEPEC,'2379,'01,C,'00,1,4,sin_dato,595,sin_dato,sin_dato,,124,,,,95,107,,,,sin_dato,,,,9,1,sin_dato,336.0,595.0,615.0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,e50995f395b1f1562b5b0c1ed4b875c6b44a14527a5170628fc308eda100baa0,2024-05-12 14:52:22,2024-05-12 15:24:11,2024-05-12 15:25:44,CATD,ESCANER,ACTA PREP,0 days 00:31:49,31.82,0 days 00:33:22,33.37
'212380B0100,'212380B01004,'21,PUEBLA,'197,XICOTEPEC,'2380,'01,B,'00,1,4,sin_dato,sin_dato,sin_dato,sin_dato,,sin_dato,,,,sin_dato,sin_dato,,,,sin_dato,,,,sin_dato,sin_dato,sin_dato,0.0,661.0,681.0,TODOS ILEGIBLES O SIN DATO,0,F,e4be3389476caefba32624dc61dd212948a8975a51a17b379fa8eccb5132d0c8,2024-05-12 14:51:28,2024-05-12 15:22:18,2024-05-12 15:22:38,CATD,ESCANER,ACTA PREP,0 days 00:30:50,30.83,0 days 00:31:10,31.17
'212380C0100,'212380C01004,'21,PUEBLA,'197,XICOTEPEC,'2380,'01,C,'00,1,4,sin_dato,660,sin_dato,sin_dato,,115,,,,31,97,,,,sin_dato,,,,10,6,sin_dato,259.0,660.0,680.0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,7dc58a0ff26679930b772c7312a73558b59a7ec303289c5b9cae447f6300da0e,2024-05-12 14:53:41,2024-05-12 15:24:21,2024-05-12 15:25:45,CATD,ESCANER,ACTA PREP,0 days 00:30:40,30.67,0 days 00:32:04,32.07
'212380C0300,'212380C03004,'21,PUEBLA,'197,XICOTEPEC,'2380,'03,C,'00,1,4,sin_dato,660,sin_dato,sin_dato,,112,,,,26,48,,,,sin_dato,,,,10,7,sin_dato,203.0,660.0,680.0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,193a4400d264d23c0fe0eeff5b8116da75f8f1fb20acc52961cd6c5b01a851d3,2024-05-12 14:58:45,2024-05-12 15:25:25,2024-05-12 15:27:07,CATD,ESCANER,ACTA PREP,0 days 00:26:40,26.67,0 days 00:28:22,28.37
'212381C0100,'212381C01004,'21,PUEBLA,'197,XICOTEPEC,'2381,'01,C,'00,2,4,sin_dato,663,sin_dato,sin_dato,,8,,,,78,102,,,,sin_dato,,,,11,7,sin_dato,206.0,663.0,683.0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,3860fd5bb2e26e26b39ab7da21ec6dc721113fafa529f60c9f1826ae28c3bf32,2024-05-12 15:00:03,2024-05-12 15:26:23,2024-05-12 15:26:56,CATD,ESCANER,ACTA PREP,0 days 00:26:20,26.33,0 days 00:26:53,26.88
'212382B0100,'212382B01004,'21,PUEBLA,'197,XICOTEPEC,'2382,'01,B,'00,2,4,sin_dato,552,sin_dato,sin_dato,,24,,,,101,75,,,,sin_dato,,,,14,2,sin_dato,216.0,552.0,572.0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,8aa22916f48d220f6f3a71b313265df7e2a03e2395666d7ae76021f8d14cc05d,2024-05-12 15:01:18,2024-05-12 15:27:02,2024-05-12 15:27:40,CATD,ESCANER,ACTA PREP,0 days 00:25:44,25.73,0 days 00:26:22,26.37
'212382C0100,'212382C01004,'21,PUEBLA,'197,XICOTEPEC,'2382,'01,C,'00,2,4,sin_dato,552,sin_dato,sin_dato,,85,,,,104,42,,,,sin_dato,,,,14,5,sin_dato,250.0,552.0,572.0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,b1d61221d185ae9501a65fc37912e5036b54d2ceb3daf65990f7938a31b8be13,2024-05-12 15:02:08,2024-05-12 15:27:56,2024-05-12 15:29:08,CATD,ESCANER,ACTA PREP,0 days 00:25:48,25.8,0 days 00:27:00,27.0
'212382C0200,'212382C02004,'21,PUEBLA,'197,XICOTEPEC,'2382,'02,C,'00,2,4,sin_dato,660,sin_dato,sin_dato,,21,,,,141,109,,,,sin_dato,,,,6,4,sin_dato,281.0,551.0,571.0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,1f5f13b179fbd584ae3384b6506a90d0f2b9d1c78ceef008f010a9ae91b51c9e,2024-05-12 14:56:08,2024-05-12 15:26:21,2024-05-12 15:27:16,CATD,ESCANER,ACTA PREP,0 days 00:30:13,30.22,0 days 00:31:08,31.13
'212383B0100,'212383B01004,'21,PUEBLA,'197,XICOTEPEC,'2383,'01,B,'00,2,4,sin_dato,464,sin_dato,sin_dato,,sin_dato,,,,sin_dato,sin_dato,,,,sin_dato,,,,sin_dato,sin_dato,sin_dato,0.0,464.0,484.0,TODOS ILEGIBLES O SIN DATO,0,F,103e34b415891589e3d5be2c4ae38efa3f3ee11cfc8d99b42698d571e555d42f,2024-05-12 15:03:37,2024-05-12 15:29:13,2024-05-12 15:29:43,CATD,ESCANER,ACTA PREP,0 days 00:25:36,25.6,0 days 00:26:06,26.1
'212383C0100,'212383C01004,'21,PUEBLA,'197,XICOTEPEC,'2383,'01,C,'00,2,4,sin_dato,464,sin_dato,sin_dato,,91,,,,58,108,,,,sin_dato,,,,8,3,sin_dato,268.0,464.0,484.0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,0292716bd2d35408884a6f1232d81f5f4c16b975c0a73b17fb130e422e95f5b5,2024-05-12 15:04:58,2024-05-12 15:29:28,2024-05-12 15:30:02,CATD,ESCANER,ACTA PREP,0 days 00:24:30,24.5,0 days 00:25:04,25.07
'212383E0100,'212383E01004,'21,PUEBLA,'197,XICOTEPEC,'2383,'01,E,'00,2,4,sin_dato,461,sin_dato,sin_dato,,26,,,,108,47,,,,sin_dato,,,,1,3,sin_dato,185.0,461.0,481.0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,db70a3f490a52a4fbc07b23d69a1a481186474f59281bdf34f83243de07deeb8,2024-05-12 15:08:10,2024-05-12 15:31:47,2024-05-12 15:33:08,CATD,ESCANER,ACTA PREP,0 days 00:23:37,23.62,0 days 00:24:58,24.97
'212384B0100,'212384B01004,'21,PUEBLA,'197,XICOTEPEC,'2384,'01,B,'00,2,4,sin_dato,404,sin_dato,sin_dato,,8,,,,42,76,,,,sin_dato,,,,2,2,sin_dato,130.0,404.0,424.0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,ab55089446c0fd617328e3a56dffdf4d621b5fb268943c7f8f18b4641d68c567,2024-05-12 15:14:31,2024-05-12 15:33:30,2024-05-12 15:34:20,CATD,ESCANER,ACTA PREP,0 days 00:18:59,18.98,0 days 00:19:49,19.82
'212384E0100,'212384E01004,'21,PUEBLA,'197,XICOTEPEC,'2384,'01,E,'00,2,4,sin_dato,482,sin_dato,sin_dato,,66,,,,22,113,,,,sin_dato,,,,2,4,sin_dato,207.0,483.0,503.0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,f3812bd3c645efbdd6550245fd8da58c205a7c9d27d5324621d87b5adea736a6,2024-05-12 15:14:49,2024-05-12 15:35:43,2024-05-12 15:38:34,CATD,ESCANER,ACTA PREP,0 days 00:20:54,20.9,0 days 00:23:45,23.75
'212385B0100,'212385B01004,'21,PUEBLA,'197,XICOTEPEC,'2385,'01,B,'00,2,4,sin_dato,693,sin_dato,sin_dato,,95,,,,65,140,,,,sin_dato,,,,13,4,sin_dato,317.0,693.0,713.0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,3164c1013fe6b8f1654aedea0c3ba2d83cc9472e1a04902f43fa3201fa353254,2024-05-12 15:15:57,2024-05-12 15:35:30,2024-05-12 15:37:31,CATD,ESCANER,ACTA PREP,0 days 00:19:33,19.55,0 days 00:21:34,21.57
'212385C0100,'212385C01004,'21,PUEBLA,'197,XICOTEPEC,'2385,'01,C,'00,2,4,sin_dato,692,sin_dato,sin_dato,,122,,,,128,111,,,,sin_dato,,,,2,8,sin_dato,371.0,692.0,712.0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,8782f7c3debc778bb653c7c14bbab44b9e950796f803eb06e787305ab6117b5c,2024-05-12 15:16:58,2024-05-12 15:41:09,2024-05-12 15:42:19,CATD,ESCANER,ACTA PREP,0 days 00:24:11,24.18,0 days 00:25:21,25.35
'212386B0100,'212386B01004,'21,PUEBLA,'197,XICOTEPEC,'2386,'01,B,'00,2,4,sin_dato,272,sin_dato,sin_dato,,47,,,,45,35,,,,sin_dato,,,,7,1,sin_dato,135.0,272.0,292.0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,d67c69a526dc518a771b4737519b80b8da76aeeaa8a6b0dbbc47be6677f67e74,2024-05-12 15:17:57,2024-05-12 15:36:11,2024-05-12 15:38:34,CATD,ESCANER,ACTA PREP,0 days 00:18:14,18.23,0 days 00:20:37,20.62
'212386E0100,'212386E01004,'21,PUEBLA,'197,XICOTEPEC,'2386,'01,E,'00,2,4,sin_dato,386,sin_dato,sin_dato,,75,,,,93,25,,,,sin_dato,,,,6,4,sin_dato,203.0,386.0,406.0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,356e2a9d9c86faeee6febda41c936e94932d5c682f205044fb455086f37b8c9e,2024-05-12 15:20:05,2024-05-12 15:38:43,2024-05-12 15:40:01,CATD,ESCANER,ACTA PREP,0 days 00:18:38,18.63,0 days 00:19:56,19.93
'212387B0100,'212387B01004,'21,PUEBLA,'197,XICOTEPEC,'2387,'01,B,'00,2,4,sin_dato,433,sin_dato,sin_dato,,99,,,,60,24,,,,sin_dato,,,,7,4,sin_dato,194.0,433.0,453.0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,25618a1a63e61e14ce7d30ddf374867dea26b37d7335867465abc33a35ce1ada,2024-05-12 15:22:04,2024-05-12 15:39:36,2024-05-12 15:42:06,CATD,ESCANER,ACTA PREP,0 days 00:17:32,17.53,0 days 00:20:02,20.03
'212387C0100,'212387C01004,'21,PUEBLA,'197,XICOTEPEC,'2387,'01,C,'00,2,4,sin_dato,433,sin_dato,sin_dato,,72,,,,101,65,,,,sin_dato,,,,1,4,sin_dato,243.0,433.0,453.0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,ed633536ae2b1145998fc1d574c9226bd0a49368ecd766dee896acda767d46d0,2024-05-12 15:24:33,2024-05-12 15:45:34,2024-05-12 15:46:16,CATD,ESCANER,ACTA PREP,0 days 00:21:01,21.02,0 days 00:21:43,21.72
'212387E0100,'212387E01004,'21,PUEBLA,'197,XICOTEPEC,'2387,'01,E,'00,2,4,sin_dato,333,sin_dato,sin_dato,,64,,,,60,23,,,,sin_dato,,,,3,2,sin_dato,152.0,333.0,353.0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,02b2380ce0e19690c49e6932a385cc5f6a38cfbd64629850a2ff7f273784e01c,2024-05-12 15:25:47,2024-05-12 15:49:05,2024-05-12 15:49:33,CATD,ESCANER,ACTA PREP,0 days 00:23:18,23.3,0 days 00:23:46,23.77
'212388B0100,'212388B01004,'21,PUEBLA,'197,XICOTEPEC,'2388,'01,B,'00,2,4,sin_dato,690,sin_dato,sin_dato,,51,,,,138,7,,,,sin_dato,,,,7,5,sin_dato,208.0,690.0,710.0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,f6729b51829ac53bc440fbb0f57286805e35136e3ef2910e597e2e488db779a4,2024-05-12 15:27:06,2024-05-12 15:44:11,2024-05-12 15:45:17,CATD,ESCANER,ACTA PREP,0 days 00:17:05,17.08,0 days 00:18:11,18.18
'212388C0100,'212388C01004,'21,PUEBLA,'197,XICOTEPEC,'2388,'01,C,'00,2,4,sin_dato,690,sin_dato,sin_dato,,120,,,,124,89,,,,sin_dato,,,,10,7,sin_dato,350.0,690.0,710.0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,53d97169be02033f57d3b21efa82cce427397d49ef6e3b4e56321455d7752b3a,2024-05-12 15:28:26,2024-05-12 15:45:12,2024-05-12 15:51:24,CATD,ESCANER,ACTA PREP,0 days 00:16:46,16.77,0 days 00:22:58,22.97
'212389C0100,'212389C01004,'21,PUEBLA,'197,XICOTEPEC,'2389,'01,C,'00,2,4,sin_dato,654,sin_dato,sin_dato,,94,,,,78,77,,,,sin_dato,,,,9,4,sin_dato,262.0,654.0,674.0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,5319fc3d8c72220c30f94893c6dce047bf9fe6a95f26df3b3cf5ec21bfe7d7db,2024-05-12 18:41:01,2024-05-12 18:41:43,2024-05-12 18:42:40,CATD,ESCANER,ACTA PREP,0 days 00:00:42,0.7,0 days 00:01:39,1.65
'212389C0200,'212389C02004,'21,PUEBLA,'197,XICOTEPEC,'2389,'02,C,'00,2,4,sin_dato,654,sin_dato,sin_dato,,22,,,,115,69,,,,sin_dato,,,,15,7,sin_dato,228.0,654.0,674.0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,9727d4c834e98ecb01f36960c8fe631070e163a57a29547a975b350945fe8d2a,2024-05-12 18:41:56,2024-05-12 18:42:48,2024-05-12 18:48:51,CATD,ESCANER,ACTA PREP,0 days 00:00:52,0.87,0 days 00:06:55,6.92
'212389E0100,'212389E01004,'21,PUEBLA,'197,XICOTEPEC,'2389,'01,E,'00,2,4,sin_dato,520,sin_dato,sin_dato,,4,,,,54,25,,,,sin_dato,,,,6,1,sin_dato,90.0,520.0,540.0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,01682b4648450de2d9dcb871c3666c6bc234010086d3a67c49cdabd05f17f786,2024-05-12 18:43:07,2024-05-12 18:45:44,2024-05-12 18:46:11,CATD,ESCANER,ACTA PREP,0 days 00:02:37,2.62,0 days 00:03:04,3.07
'212713B0100,'212713B01004,'21,PUEBLA,'072,HUAUCHINANGO,'2713,'01,B,'00,2,4,sin_dato,167,sin_dato,sin_dato,,,20,,11,24,13,,24,20,,,,,3,1,sin_dato,116.0,167.0,187.0, - ,1,F,9f2be8eaabb414508995b40cf82a13e7e58f8add24d396e1f68deaddb75dda7f,2024-05-12 12:55:32,2024-05-12 13:12:54,2024-05-12 13:14:07,CATD,ESCANER,ACTA PREP,0 days 00:17:22,17.37,0 days 00:18:35,18.58
'212764B0100,'212764B01004,'21,PUEBLA,'194,VENUSTIANO CARRANZA,'2764,'01,B,'00,1,4,sin_dato,449,sin_dato,sin_dato,,64,,,,78,,,,,sin_dato,,,,6,6,sin_dato,154.0,668.0,688.0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,4385b3d80c7ec9a6069382aac6f10e33558bd5f612d31da4b153ab127e9e4b8e,2024-05-12 15:56:21,2024-05-12 15:58:17,2024-05-12 15:58:45,CATD,ESCANER,ACTA PREP,0 days 00:01:56,1.93,0 days 00:02:24,2.4
'210064B0100,'210064B01004,'21,PUEBLA,'006,AHUACATLAN,'0064,'01,B,'00,2,4,sin_dato,696,sin_dato,sin_dato,61,,,65,68,110,,83,,0,,,,,11,5,sin_dato,403.0,696.0,716.0, - ,1,F,8abc4d99f7bf22a281dc510032e044b74e344ebaa689eb58ee016c72942733b0,2024-05-12 13:43:17,2024-05-12 14:03:50,2024-05-12 14:05:10,CATD,ESCANER,ACTA PREP,0 days 00:20:33,20.55,0 days 00:21:53,21.88
'210064C0100,'210064C01004,'21,PUEBLA,'006,AHUACATLAN,'0064,'01,C,'00,2,4,sin_dato,696,sin_dato,sin_dato,33,,,93,129,49,,123,,0,,,,,8,5,sin_dato,440.0,696.0,716.0, - ,1,F,2a303b68f590b00f4eca7a55bc1a5d619cc8d36b7b8fc1b0a2848b8386362099,2024-05-12 13:45:36,2024-05-12 14:06:17,2024-05-12 14:08:13,CATD,ESCANER,ACTA PREP,0 days 00:20:41,20.68,0 days 00:22:37,22.62
'210065B0100,'210065B01004,'21,PUEBLA,'006,AHUACATLAN,'0065,'01,B,'00,2,4,sin_dato,663,sin_dato,sin_dato,95,,,55,76,105,,106,,0,,,,,13,5,sin_dato,455.0,663.0,683.0, - ,1,F,b29f3fc4b6c70111a62045c2fdaebad0598b6b3f1c708d0f89879bfd15ecf0bb,2024-05-12 13:53:49,2024-05-12 14:16:28,2024-05-12 14:18:29,CATD,ESCANER,ACTA PREP,0 days 00:22:39,22.65,0 days 00:24:40,24.67
'210065C0100,'210065C01004,'21,PUEBLA,'006,AHUACATLAN,'0065,'01,C,'00,2,4,sin_dato,663,sin_dato,sin_dato,122,,,75,23,95,,79,,0,,,,,10,2,sin_dato,406.0,663.0,683.0, - ,1,F,0ca3a597bc8fc01d8e805e2e12877abfadafc84fd71cdd6ec162b485251f1b31,2024-05-12 13:55:24,2024-05-12 14:18:15,2024-05-12 14:18:49,CATD,ESCANER,ACTA PREP,0 days 00:22:51,22.85,0 days 00:23:25,23.42
'210065C0200,'210065C02004,'21,PUEBLA,'006,AHUACATLAN,'0065,'02,C,'00,2,4,sin_dato,663,sin_dato,sin_dato,sin_dato,,,sin_dato,sin_dato,sin_dato,,sin_dato,,sin_dato,,,,,sin_dato,sin_dato,sin_dato,0.0,663.0,683.0,TODOS ILEGIBLES O SIN DATO,0,F,cca944fcc45df354ea480c09fe505250639e82ba8f376bd28035c8b6cc276d5e,2024-05-12 13:56:50,2024-05-12 14:21:05,2024-05-12 14:22:39,CATD,ESCANER,ACTA PREP,0 days 00:24:15,24.25,0 days 00:25:49,25.82
'210066B0100,'210066B01004,'21,PUEBLA,'006,AHUACATLAN,'0066,'01,B,'00,2,4,sin_dato,503,sin_dato,sin_dato,52,,,81,55,66,,49,,64,,,,,6,5,sin_dato,378.0,503.0,523.0, - ,1,F,629d136ac1f3c595bb1ef967ac49937f5ac6121d2b75899bd6bb66168bbe564b,2024-05-12 13:35:20,2024-05-12 13:54:57,2024-05-12 14:04:21,CATD,ESCANER,ACTA PREP,0 days 00:19:37,19.62,0 days 00:29:01,29.02
