,CLAVE_CASILLA,CLAVE_ACTA,ID_ENTIDAD,ENTIDAD,ID_MUNICIPIO,MUNICIPIO,SECCION,ID_CASILLA,TIPO_CASILLA,EXT_CONTIGUA,UBICACION_CASILLA,TIPO_ACTA,TOTAL_BOLETAS_SOBRANTES,TOTAL_PERSONAS_VOTARON,TOTAL_REP_PARTIDO_CI_VOTARON,TOTAL_VOTOS_SACADOS,PAN,PRI,PRD,PT,PVEM,MC,PSI,MOR,NAP,FXMP,SEHHP,CAND_IND_1,CAND_IND_2,C_PT_MOR,NO_REGISTRADAS,NULOS,TOTAL_VOTOS_ASENTADO,TOTAL_VOTOS_CALCULADO,LISTA_NOMINAL,REPRESENTANTES_PP_CI,OBSERVACIONES,CONTABILIZADA,MECANISMOS_TRASLADO,CODIGO_INTEGRIDAD,FECHA_HORA_ACOPIO,FECHA_HORA_CAPTURA,FECHA_HORA_VERIFICACION,ORIGEN,DIGITALIZACION,TIPO_DOCUMENTO,TIEMPO_PROCESAMIENTO,TIEMPO_PROCESAMIENTO_MINUTOS
933,'212461B0100,'212461B01004,'21,PUEBLA,'208,ZACATLAN,'2461,'01,B,'00,1,4,-,-,-,-,,,-,,-,-,-,,,,-,,,,-,-,-,0.0,564.0,584.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
934,'212461C0100,'212461C01004,'21,PUEBLA,'208,ZACATLAN,'2461,'01,C,'00,1,4,-,-,-,-,,,-,,-,-,-,,,,-,,,,-,-,-,0.0,563.0,583.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
935,'212461C0200,'212461C02004,'21,PUEBLA,'208,ZACATLAN,'2461,'02,C,'00,1,4,-,-,-,-,,,-,,-,-,-,,,,-,,,,-,-,-,0.0,563.0,583.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
936,'212462B0100,'212462B01004,'21,PUEBLA,'208,ZACATLAN,'2462,'01,B,'00,1,4,-,-,-,-,,,-,,-,-,-,,,,-,,,,-,-,-,0.0,539.0,559.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
937,'212462C0100,'212462C01004,'21,PUEBLA,'208,ZACATLAN,'2462,'01,C,'00,1,4,-,-,-,-,,,-,,-,-,-,,,,-,,,,-,-,-,0.0,539.0,559.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
938,'212462C0200,'212462C02004,'21,PUEBLA,'208,ZACATLAN,'2462,'02,C,'00,1,4,-,-,-,-,,,-,,-,-,-,,,,-,,,,-,-,-,0.0,539.0,559.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
939,'212463B0100,'212463B01004,'21,PUEBLA,'208,ZACATLAN,'2463,'01,B,'00,1,4,-,-,-,-,,,-,,-,-,-,,,,-,,,,-,-,-,0.0,570.0,590.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
940,'212463C0100,'212463C01004,'21,PUEBLA,'208,ZACATLAN,'2463,'01,C,'00,1,4,-,-,-,-,,,-,,-,-,-,,,,-,,,,-,-,-,0.0,569.0,589.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
941,'212463C0200,'212463C02004,'21,PUEBLA,'208,ZACATLAN,'2463,'02,C,'00,1,4,-,-,-,-,,,-,,-,-,-,,,,-,,,,-,-,-,0.0,569.0,589.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
942,'212464B0100,'212464B01004,'21,PUEBLA,'208,ZACATLAN,'2464,'01,B,'00,1,4,-,-,-,-,,,-,,-,-,-,,,,-,,,,-,-,-,0.0,624.0,644.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
943,'212465B0100,'212465B01004,'21,PUEBLA,'208,ZACATLAN,'2465,'01,B,'00,1,4,-,-,-,-,,,-,,-,-,-,,,,-,,,,-,-,-,0.0,730.0,750.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
944,'212465C0100,'212465C01004,'21,PUEBLA,'208,ZACATLAN,'2465,'01,C,'00,1,4,-,-,-,-,,,-,,-,-,-,,,,-,,,,-,-,-,0.0,730.0,750.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
945,'212465C0200,'212465C02004,'21,PUEBLA,'208,ZACATLAN,'2465,'02,C,'00,1,4,-,-,-,-,,,-,,-,-,-,,,,-,,,,-,-,-,0.0,730.0,750.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
946,'212466B0100,'212466B01004,'21,PUEBLA,'208,ZACATLAN,'2466,'01,B,'00,1,4,-,-,-,-,,,-,,-,-,-,,,,-,,,,-,-,-,0.0,663.0,683.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
947,'212466C0100,'212466C01004,'21,PUEBLA,'208,ZACATLAN,'2466,'01,C,'00,1,4,-,-,-,-,,,-,,-,-,-,,,,-,,,,-,-,-,0.0,663.0,683.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
948,'212467B0100,'212467B01004,'21,PUEBLA,'208,ZACATLAN,'2467,'01,B,'00,1,4,-,-,-,-,,,-,,-,-,-,,,,-,,,,-,-,-,0.0,693.0,713.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
949,'212467C0100,'212467C01004,'21,PUEBLA,'208,ZACATLAN,'2467,'01,C,'00,1,4,-,-,-,-,,,-,,-,-,-,,,,-,,,,-,-,-,0.0,692.0,712.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
950,'212469B0100,'212469B01004,'21,PUEBLA,'208,ZACATLAN,'2469,'01,B,'00,1,4,-,-,-,-,,,-,,-,-,-,,,,-,,,,-,-,-,0.0,452.0,472.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
951,'212469C0100,'212469C01004,'21,PUEBLA,'208,ZACATLAN,'2469,'01,C,'00,1,4,-,-,-,-,,,-,,-,-,-,,,,-,,,,-,-,-,0.0,451.0,471.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
952,'212469S0100,'212469S01004E,'21,PUEBLA,'208,ZACATLAN,'2469,'01,S,'00,1,4E,-,-,-,-,,,-,,-,-,-,,,,-,,,,-,-,-,0.0,0.0,1000.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
953,'212470B0100,'212470B01004,'21,PUEBLA,'208,ZACATLAN,'2470,'01,B,'00,2,4,-,-,-,-,,,-,,-,-,-,,,,-,,,,-,-,-,0.0,674.0,694.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
954,'212470C0100,'212470C01004,'21,PUEBLA,'208,ZACATLAN,'2470,'01,C,'00,2,4,-,-,-,-,,,-,,-,-,-,,,,-,,,,-,-,-,0.0,674.0,694.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
955,'212470C0200,'212470C02004,'21,PUEBLA,'208,ZACATLAN,'2470,'02,C,'00,2,4,-,-,-,-,,,-,,-,-,-,,,,-,,,,-,-,-,0.0,673.0,693.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
956,'212471B0100,'212471B01004,'21,PUEBLA,'208,ZACATLAN,'2471,'01,B,'00,2,4,-,-,-,-,,,-,,-,-,-,,,,-,,,,-,-,-,0.0,629.0,649.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
957,'212471C0100,'212471C01004,'21,PUEBLA,'208,ZACATLAN,'2471,'01,C,'00,2,4,-,-,-,-,,,-,,-,-,-,,,,-,,,,-,-,-,0.0,629.0,649.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
958,'212471C0200,'212471C02004,'21,PUEBLA,'208,ZACATLAN,'2471,'02,C,'00,2,4,-,-,-,-,,,-,,-,-,-,,,,-,,,,-,-,-,0.0,629.0,649.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
959,'212471E0100,'212471E01004,'21,PUEBLA,'208,ZACATLAN,'2471,'01,E,'00,2,4,-,-,-,-,,,-,,-,-,-,,,,-,,,,-,-,-,0.0,356.0,376.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
960,'212472B0100,'212472B01004,'21,PUEBLA,'208,ZACATLAN,'2472,'01,B,'00,2,4,-,-,-,-,,,-,,-,-,-,,,,-,,,,-,-,-,0.0,533.0,553.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
961,'212472C0100,'212472C01004,'21,PUEBLA,'208,ZACATLAN,'2472,'01,C,'00,2,4,-,-,-,-,,,-,,-,-,-,,,,-,,,,-,-,-,0.0,533.0,553.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
962,'212472E0100,'212472E01004,'21,PUEBLA,'208,ZACATLAN,'2472,'01,E,'00,2,4,-,-,-,-,,,-,,-,-,-,,,,-,,,,-,-,-,0.0,591.0,611.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
963,'212472E0101,'212472E01014,'21,PUEBLA,'208,ZACATLAN,'2472,'01,E,'01,2,4,-,-,-,-,,,-,,-,-,-,,,,-,,,,-,-,-,0.0,590.0,610.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
964,'212472E0102,'212472E01024,'21,PUEBLA,'208,ZACATLAN,'2472,'01,E,'02,2,4,-,-,-,-,,,-,,-,-,-,,,,-,,,,-,-,-,0.0,590.0,610.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
965,'212473B0100,'212473B01004,'21,PUEBLA,'208,ZACATLAN,'2473,'01,B,'00,2,4,-,-,-,-,,,-,,-,-,-,,,,-,,,,-,-,-,0.0,720.0,740.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
966,'212473C0100,'212473C01004,'21,PUEBLA,'208,ZACATLAN,'2473,'01,C,'00,2,4,-,-,-,-,,,-,,-,-,-,,,,-,,,,-,-,-,0.0,720.0,740.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
967,'212473C0200,'212473C02004,'21,PUEBLA,'208,ZACATLAN,'2473,'02,C,'00,2,4,-,-,-,-,,,-,,-,-,-,,,,-,,,,-,-,-,0.0,719.0,739.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
968,'212474B0100,'212474B01004,'21,PUEBLA,'208,ZACATLAN,'2474,'01,B,'00,2,4,-,-,-,-,,,-,,-,-,-,,,,-,,,,-,-,-,0.0,550.0,570.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
969,'212474C0100,'212474C01004,'21,PUEBLA,'208,ZACATLAN,'2474,'01,C,'00,2,4,-,-,-,-,,,-,,-,-,-,,,,-,,,,-,-,-,0.0,550.0,570.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
970,'212474E0100,'212474E01004,'21,PUEBLA,'208,ZACATLAN,'2474,'01,E,'00,2,4,-,-,-,-,,,-,,-,-,-,,,,-,,,,-,-,-,0.0,351.0,371.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
971,'212474E0200,'212474E02004,'21,PUEBLA,'208,ZACATLAN,'2474,'02,E,'00,2,4,-,-,-,-,,,-,,-,-,-,,,,-,,,,-,-,-,0.0,374.0,394.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
972,'212475B0100,'212475B01004,'21,PUEBLA,'208,ZACATLAN,'2475,'01,B,'00,2,4,-,-,-,-,,,-,,-,-,-,,,,-,,,,-,-,-,0.0,484.0,504.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
973,'212475E0100,'212475E01004,'21,PUEBLA,'208,ZACATLAN,'2475,'01,E,'00,2,4,-,-,-,-,,,-,,-,-,-,,,,-,,,,-,-,-,0.0,548.0,568.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
974,'212475E0101,'212475E01014,'21,PUEBLA,'208,ZACATLAN,'2475,'01,E,'01,2,4,-,-,-,-,,,-,,-,-,-,,,,-,,,,-,-,-,0.0,548.0,568.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
975,'212475E0102,'212475E01024,'21,PUEBLA,'208,ZACATLAN,'2475,'01,E,'02,2,4,-,-,-,-,,,-,,-,-,-,,,,-,,,,-,-,-,0.0,548.0,568.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
976,'212476B0100,'212476B01004,'21,PUEBLA,'208,ZACATLAN,'2476,'01,B,'00,2,4,-,-,-,-,,,-,,-,-,-,,,,-,,,,-,-,-,0.0,575.0,595.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
977,'212476E0100,'212476E01004,'21,PUEBLA,'208,ZACATLAN,'2476,'01,E,'00,2,4,-,-,-,-,,,-,,-,-,-,,,,-,,,,-,-,-,0.0,684.0,704.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
978,'212477B0100,'212477B01004,'21,PUEBLA,'208,ZACATLAN,'2477,'01,B,'00,2,4,-,-,-,-,,,-,,-,-,-,,,,-,,,,-,-,-,0.0,442.0,462.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
979,'212477C0100,'212477C01004,'21,PUEBLA,'208,ZACATLAN,'2477,'01,C,'00,2,4,-,-,-,-,,,-,,-,-,-,,,,-,,,,-,-,-,0.0,441.0,461.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
980,'212477E0100,'212477E01004,'21,PUEBLA,'208,ZACATLAN,'2477,'01,E,'00,2,4,-,-,-,-,,,-,,-,-,-,,,,-,,,,-,-,-,0.0,174.0,194.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
981,'212478B0100,'212478B01004,'21,PUEBLA,'208,ZACATLAN,'2478,'01,B,'00,2,4,-,-,-,-,,,-,,-,-,-,,,,-,,,,-,-,-,0.0,676.0,696.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
982,'212478C0100,'212478C01004,'21,PUEBLA,'208,ZACATLAN,'2478,'01,C,'00,2,4,-,-,-,-,,,-,,-,-,-,,,,-,,,,-,-,-,0.0,676.0,696.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
983,'212478C0200,'212478C02004,'21,PUEBLA,'208,ZACATLAN,'2478,'02,C,'00,2,4,-,-,-,-,,,-,,-,-,-,,,,-,,,,-,-,-,0.0,675.0,695.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
984,'212478C0300,'212478C03004,'21,PUEBLA,'208,ZACATLAN,'2478,'03,C,'00,2,4,-,-,-,-,,,-,,-,-,-,,,,-,,,,-,-,-,0.0,675.0,695.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
985,'212478C0400,'212478C04004,'21,PUEBLA,'208,ZACATLAN,'2478,'04,C,'00,2,4,-,-,-,-,,,-,,-,-,-,,,,-,,,,-,-,-,0.0,675.0,695.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
986,'212478C0500,'212478C05004,'21,PUEBLA,'208,ZACATLAN,'2478,'05,C,'00,2,4,-,-,-,-,,,-,,-,-,-,,,,-,,,,-,-,-,0.0,675.0,695.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
987,'212480B0100,'212480B01004,'21,PUEBLA,'208,ZACATLAN,'2480,'01,B,'00,2,4,-,-,-,-,,,-,,-,-,-,,,,-,,,,-,-,-,0.0,748.0,768.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
988,'212480C0100,'212480C01004,'21,PUEBLA,'208,ZACATLAN,'2480,'01,C,'00,2,4,-,-,-,-,,,-,,-,-,-,,,,-,,,,-,-,-,0.0,748.0,768.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
989,'212480C0200,'212480C02004,'21,PUEBLA,'208,ZACATLAN,'2480,'02,C,'00,2,4,-,-,-,-,,,-,,-,-,-,,,,-,,,,-,-,-,0.0,747.0,767.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
990,'212480C0300,'212480C03004,'21,PUEBLA,'208,ZACATLAN,'2480,'03,C,'00,2,4,-,-,-,-,,,-,,-,-,-,,,,-,,,,-,-,-,0.0,747.0,767.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
991,'212480C0400,'212480C04004,'21,PUEBLA,'208,ZACATLAN,'2480,'04,C,'00,2,4,-,-,-,-,,,-,,-,-,-,,,,-,,,,-,-,-,0.0,747.0,767.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
992,'212480C0500,'212480C05004,'21,PUEBLA,'208,ZACATLAN,'2480,'05,C,'00,2,4,-,-,-,-,,,-,,-,-,-,,,,-,,,,-,-,-,0.0,747.0,767.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
993,'212481B0100,'212481B01004,'21,PUEBLA,'208,ZACATLAN,'2481,'01,B,'00,2,4,-,-,-,-,,,-,,-,-,-,,,,-,,,,-,-,-,0.0,730.0,750.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
994,'212481C0100,'212481C01004,'21,PUEBLA,'208,ZACATLAN,'2481,'01,C,'00,2,4,-,-,-,-,,,-,,-,-,-,,,,-,,,,-,-,-,0.0,730.0,750.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
995,'212481C0200,'212481C02004,'21,PUEBLA,'208,ZACATLAN,'2481,'02,C,'00,2,4,-,-,-,-,,,-,,-,-,-,,,,-,,,,-,-,-,0.0,729.0,749.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
996,'212481C0300,'212481C03004,'21,PUEBLA,'208,ZACATLAN,'2481,'03,C,'00,2,4,-,-,-,-,,,-,,-,-,-,,,,-,,,,-,-,-,0.0,729.0,749.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
997,'212481C0400,'212481C04004,'21,PUEBLA,'208,ZACATLAN,'2481,'04,C,'00,2,4,-,-,-,-,,,-,,-,-,-,,,,-,,,,-,-,-,0.0,729.0,749.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
998,'212481C0500,'212481C05004,'21,PUEBLA,'208,ZACATLAN,'2481,'05,C,'00,2,4,-,-,-,-,,,-,,-,-,-,,,,-,,,,-,-,-,0.0,729.0,749.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
999,'212481C0600,'212481C06004,'21,PUEBLA,'208,ZACATLAN,'2481,'06,C,'00,2,4,-,-,-,-,,,-,,-,-,-,,,,-,,,,-,-,-,0.0,729.0,749.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
1000,'212482B0100,'212482B01004,'21,PUEBLA,'208,ZACATLAN,'2482,'01,B,'00,2,4,-,-,-,-,,,-,,-,-,-,,,,-,,,,-,-,-,0.0,632.0,652.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
1001,'212482C0100,'212482C01004,'21,PUEBLA,'208,ZACATLAN,'2482,'01,C,'00,2,4,-,-,-,-,,,-,,-,-,-,,,,-,,,,-,-,-,0.0,632.0,652.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
1002,'212482C0200,'212482C02004,'21,PUEBLA,'208,ZACATLAN,'2482,'02,C,'00,2,4,-,-,-,-,,,-,,-,-,-,,,,-,,,,-,-,-,0.0,632.0,652.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
1003,'212483B0100,'212483B01004,'21,PUEBLA,'208,ZACATLAN,'2483,'01,B,'00,2,4,-,-,-,-,,,-,,-,-,-,,,,-,,,,-,-,-,0.0,643.0,663.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
1004,'212483E0100,'212483E01004,'21,PUEBLA,'208,ZACATLAN,'2483,'01,E,'00,2,4,-,-,-,-,,,-,,-,-,-,,,,-,,,,-,-,-,0.0,499.0,519.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
1005,'212484B0100,'212484B01004,'21,PUEBLA,'208,ZACATLAN,'2484,'01,B,'00,2,4,-,-,-,-,,,-,,-,-,-,,,,-,,,,-,-,-,0.0,616.0,636.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
1006,'212484C0100,'212484C01004,'21,PUEBLA,'208,ZACATLAN,'2484,'01,C,'00,2,4,-,-,-,-,,,-,,-,-,-,,,,-,,,,-,-,-,0.0,616.0,636.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
1007,'212484C0200,'212484C02004,'21,PUEBLA,'208,ZACATLAN,'2484,'02,C,'00,2,4,-,-,-,-,,,-,,-,-,-,,,,-,,,,-,-,-,0.0,616.0,636.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
1008,'212484E0100,'212484E01004,'21,PUEBLA,'208,ZACATLAN,'2484,'01,E,'00,2,4,-,-,-,-,,,-,,-,-,-,,,,-,,,,-,-,-,0.0,574.0,594.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
1009,'212484E0101,'212484E01014,'21,PUEBLA,'208,ZACATLAN,'2484,'01,E,'01,2,4,-,-,-,-,,,-,,-,-,-,,,,-,,,,-,-,-,0.0,574.0,594.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
1010,'212484E0102,'212484E01024,'21,PUEBLA,'208,ZACATLAN,'2484,'01,E,'02,2,4,-,-,-,-,,,-,,-,-,-,,,,-,,,,-,-,-,0.0,574.0,594.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
1011,'212484E0103,'212484E01034,'21,PUEBLA,'208,ZACATLAN,'2484,'01,E,'03,2,4,-,-,-,-,,,-,,-,-,-,,,,-,,,,-,-,-,0.0,574.0,594.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
1012,'212485B0100,'212485B01004,'21,PUEBLA,'208,ZACATLAN,'2485,'01,B,'00,2,4,-,-,-,-,,,-,,-,-,-,,,,-,,,,-,-,-,0.0,576.0,596.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
1013,'212485C0100,'212485C01004,'21,PUEBLA,'208,ZACATLAN,'2485,'01,C,'00,2,4,-,-,-,-,,,-,,-,-,-,,,,-,,,,-,-,-,0.0,576.0,596.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
1014,'212485C0200,'212485C02004,'21,PUEBLA,'208,ZACATLAN,'2485,'02,C,'00,2,4,-,-,-,-,,,-,,-,-,-,,,,-,,,,-,-,-,0.0,576.0,596.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
1015,'212486B0100,'212486B01004,'21,PUEBLA,'208,ZACATLAN,'2486,'01,B,'00,2,4,-,-,-,-,,,-,,-,-,-,,,,-,,,,-,-,-,0.0,597.0,617.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
1016,'212486C0100,'212486C01004,'21,PUEBLA,'208,ZACATLAN,'2486,'01,C,'00,2,4,-,-,-,-,,,-,,-,-,-,,,,-,,,,-,-,-,0.0,597.0,617.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
1017,'212486C0200,'212486C02004,'21,PUEBLA,'208,ZACATLAN,'2486,'02,C,'00,2,4,-,-,-,-,,,-,,-,-,-,,,,-,,,,-,-,-,0.0,597.0,617.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
1018,'212487B0100,'212487B01004,'21,PUEBLA,'208,ZACATLAN,'2487,'01,B,'00,2,4,-,-,-,-,,,-,,-,-,-,,,,-,,,,-,-,-,0.0,659.0,679.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
1019,'212487C0100,'212487C01004,'21,PUEBLA,'208,ZACATLAN,'2487,'01,C,'00,2,4,-,-,-,-,,,-,,-,-,-,,,,-,,,,-,-,-,0.0,659.0,679.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
1020,'212487E0100,'212487E01004,'21,PUEBLA,'208,ZACATLAN,'2487,'01,E,'00,2,4,-,-,-,-,,,-,,-,-,-,,,,-,,,,-,-,-,0.0,567.0,587.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
1021,'212488B0100,'212488B01004,'21,PUEBLA,'208,ZACATLAN,'2488,'01,B,'00,2,4,-,-,-,-,,,-,,-,-,-,,,,-,,,,-,-,-,0.0,683.0,703.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
1022,'212489B0100,'212489B01004,'21,PUEBLA,'208,ZACATLAN,'2489,'01,B,'00,2,4,-,-,-,-,,,-,,-,-,-,,,,-,,,,-,-,-,0.0,421.0,441.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
1023,'212489E0100,'212489E01004,'21,PUEBLA,'208,ZACATLAN,'2489,'01,E,'00,2,4,-,-,-,-,,,-,,-,-,-,,,,-,,,,-,-,-,0.0,428.0,448.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
1024,'212499B0100,'212499B01004,'21,PUEBLA,'210,ZAPOTITLAN DE MENDEZ,'2499,'01,B,'00,1,4,-,-,-,-,-,-,,-,-,-,-,,,,,,,,-,-,-,0.0,548.0,568.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
1025,'212499C0100,'212499C01004,'21,PUEBLA,'210,ZAPOTITLAN DE MENDEZ,'2499,'01,C,'00,1,4,-,-,-,-,-,-,,-,-,-,-,,,,,,,,-,-,-,0.0,548.0,568.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
1026,'212499C0200,'212499C02004,'21,PUEBLA,'210,ZAPOTITLAN DE MENDEZ,'2499,'02,C,'00,1,4,-,-,-,-,-,-,,-,-,-,-,,,,,,,,-,-,-,0.0,548.0,568.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
1027,'212500B0100,'212500B01004,'21,PUEBLA,'210,ZAPOTITLAN DE MENDEZ,'2500,'01,B,'00,2,4,-,-,-,-,-,-,,-,-,-,-,,,,,,,,-,-,-,0.0,478.0,498.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
1028,'212500C0100,'212500C01004,'21,PUEBLA,'210,ZAPOTITLAN DE MENDEZ,'2500,'01,C,'00,2,4,-,-,-,-,-,-,,-,-,-,-,,,,,,,,-,-,-,0.0,478.0,498.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
1029,'212501B0100,'212501B01004,'21,PUEBLA,'210,ZAPOTITLAN DE MENDEZ,'2501,'01,B,'00,2,4,-,-,-,-,-,-,,-,-,-,-,,,,,,,,-,-,-,0.0,641.0,661.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
1030,'212501C0100,'212501C01004,'21,PUEBLA,'210,ZAPOTITLAN DE MENDEZ,'2501,'01,C,'00,2,4,-,-,-,-,-,-,,-,-,-,-,,,,,,,,-,-,-,0.0,641.0,661.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
1031,'212501C0200,'212501C02004,'21,PUEBLA,'210,ZAPOTITLAN DE MENDEZ,'2501,'02,C,'00,2,4,-,-,-,-,-,-,,-,-,-,-,,,,,,,,-,-,-,0.0,640.0,660.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
1032,'212508B0100,'212508B01004,'21,PUEBLA,'212,ZAUTLA,'2508,'01,B,'00,2,4,-,-,-,-,,,-,,-,-,,,,,-,,,,-,-,-,0.0,459.0,479.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
1033,'212508C0100,'212508C01004,'21,PUEBLA,'212,ZAUTLA,'2508,'01,C,'00,2,4,-,-,-,-,,,-,,-,-,,,,,-,,,,-,-,-,0.0,458.0,478.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
1034,'212509B0100,'212509B01004,'21,PUEBLA,'212,ZAUTLA,'2509,'01,B,'00,2,4,-,-,-,-,,,-,,-,-,,,,,-,,,,-,-,-,0.0,391.0,411.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
1035,'212510B0100,'212510B01004,'21,PUEBLA,'212,ZAUTLA,'2510,'01,B,'00,2,4,-,-,-,-,,,-,,-,-,,,,,-,,,,-,-,-,0.0,413.0,433.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
1036,'212510E0100,'212510E01004,'21,PUEBLA,'212,ZAUTLA,'2510,'01,E,'00,2,4,-,-,-,-,,,-,,-,-,,,,,-,,,,-,-,-,0.0,389.0,409.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
