,CLAVE_CASILLA,CLAVE_ACTA,ID_ENTIDAD,ENTIDAD,ID_DISTRITO_LOCAL,DISTRITO_LOCAL,SECCION,ID_CASILLA,TIPO_CASILLA,EXT_CONTIGUA,UBICACION_CASILLA,TIPO_ACTA,TOTAL_BOLETAS_SOBRANTES,TOTAL_PERSONAS_VOTARON,TOTAL_REP_PARTIDO_CI_VOTARON,TOTAL_VOTOS_SACADOS,PAN,PRI,PRD,PT,PVEM,MC,PSI,MOR,NAP,FXMP,MRPP,C_PAN_PRI_PRD_PSI,C_PAN_PRI_PRD,C_PAN_PRI_PSI,C_PAN_PRD_PSI,C_PRI_PRD_PSI,C_PAN_PRI,C_PAN_PRD,C_PAN_PSI,C_PRI_PRD,C_PRI_PSI,C_PRD_PSI,C_PT_PVEM_MOR_NAP_FXMP,C_PT_PVEM_MOR_NAP,C_PT_PVEM_MOR_FXMP,C_PT_PVEM_NAP_FXMP,C_PT_MOR_NAP_FXMP,C_PVEM_MOR_NAP_FXMP,C_PT_PVEM_MOR,C_PT_PVEM_NAP,C_PT_PVEM_FXMP,C_PT_MOR_NAP,C_PT_MOR_FXMP,C_PT_NAP_FXMP,C_PVEM_MOR_NAP,C_PVEM_MOR_FXMP,C_PVEM_NAP_FXMP,C_MOR_NAP_FXMP,C_PT_PVEM,C_PT_MOR,C_PT_NAP,C_PT_FXMP,C_PVEM_MOR,C_PVEM_NAP,C_PVEM_FXMP,C_MOR_NAP,C_MOR_FXMP,C_NAP_FXMP,NO_REGISTRADAS,NULOS,TOTAL_VOTOS_ASENTADO,TOTAL_VOTOS_CALCULADO,LISTA_NOMINAL,REPRESENTANTES_PP_CI,OBSERVACIONES,CONTABILIZADA,MECANISMOS_TRASLADO,CODIGO_INTEGRIDAD,FECHA_HORA_ACOPIO,FECHA_HORA_CAPTURA,FECHA_HORA_VERIFICACION,ORIGEN,DIGITALIZACION,TIPO_DOCUMENTO,TIEMPO_PROCESAMIENTO,TIEMPO_PROCESAMIENTO_MINUTOS
1318,'212154C0100,'212154C01003,'21,PUEBLA,'006,TEZIUTLAN,'2154,'01,C,'00,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,650.0,670.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
1319,'212154C0200,'212154C02003,'21,PUEBLA,'006,TEZIUTLAN,'2154,'02,C,'00,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,650.0,670.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
1320,'212155B0100,'212155B01003,'21,PUEBLA,'006,TEZIUTLAN,'2155,'01,B,'00,1,3,sin_dato,500,sin_dato,sin_dato,13,11,4,39,40,3,4,41,7,20,,18,10,2,9,7,7,2,4,4,7,2,7,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,1,2,sin_dato,264.0,500.0,520.0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,77664b575bf848bc00181de2b332671c5782ace39f6896cdd38179a37f64a71e,2024-05-12 13:03:33,2024-05-12 13:21:42,2024-05-12 13:23:00,CATD,ESCANER,ACTA PREP,0 days 00:18:09,18.15
1321,'212155C0100,'212155C01003,'21,PUEBLA,'006,TEZIUTLAN,'2155,'01,C,'00,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,499.0,519.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
1322,'212156B0100,'212156B01003,'21,PUEBLA,'006,TEZIUTLAN,'2156,'01,B,'00,1,3,sin_dato,721,sin_dato,sin_dato,18,4,1,41,ilegible,38,8,34,31,54,,13,19,2,14,7,7,14,3,7,11,8,3,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,3,3,sin_dato,343.0,721.0,741.0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,1e21281ad27217762b8adc9ffeeba30b426b91f3c0b2ca73cf5013a886aab142,2024-05-12 14:18:31,2024-05-12 14:54:51,2024-05-12 15:04:49,CATD,ESCANER,ACTA PREP,0 days 00:36:20,36.33
1323,'212156C0100,'212156C01003,'21,PUEBLA,'006,TEZIUTLAN,'2156,'01,C,'00,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,720.0,740.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
1324,'212157B0100,'212157B01003,'21,PUEBLA,'006,TEZIUTLAN,'2157,'01,B,'00,1,3,sin_dato,571,sin_dato,sin_dato,4,14,18,44,33,44,5,16,30,43,,17,6,4,16,7,5,3,0,4,6,3,7,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,3,2,sin_dato,334.0,571.0,591.0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,9c4b3f0e517d1a1f143559f65a46587577e69ed1c5e930f02ab3d1e745ae16c5,2024-05-12 14:19:44,2024-05-12 14:56:43,2024-05-12 15:00:31,CATD,ESCANER,ACTA PREP,0 days 00:36:59,36.98
1325,'212157C0100,'212157C01003,'21,PUEBLA,'006,TEZIUTLAN,'2157,'01,C,'00,1,3,sin_dato,570,sin_dato,sin_dato,3,2,7,23,25,23,7,2,55,27,,5,16,13,10,3,3,3,3,10,1,4,7,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,6,3,sin_dato,261.0,570.0,590.0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,9e4ce78abd8f05562819d2151f8c8deb002c3cf3a18d15070427eff06ba1e4df,2024-05-12 14:20:29,2024-05-12 14:57:35,2024-05-12 15:01:32,CATD,ESCANER,ACTA PREP,0 days 00:37:06,37.1
1326,'212158B0100,'212158B01003,'21,PUEBLA,'006,TEZIUTLAN,'2158,'01,B,'00,2,3,sin_dato,631,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,0.0,691.0,711.0,TODOS ILEGIBLES O SIN DATO,0,F,76b6c4ad610ff78de2f05adf082d28e8de7a9078cbb6bc0207761f1690c780de,2024-05-12 14:21:09,2024-05-12 14:56:36,2024-05-12 15:02:05,CATD,ESCANER,ACTA PREP,0 days 00:35:27,35.45
1327,'212158C0100,'212158C01003,'21,PUEBLA,'006,TEZIUTLAN,'2158,'01,C,'00,2,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,691.0,711.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
1328,'212158C0200,'212158C02003,'21,PUEBLA,'006,TEZIUTLAN,'2158,'02,C,'00,2,3,sin_dato,690,sin_dato,sin_dato,19,19,20,23,37,11,19,60,28,49,,13,13,20,2,3,4,14,4,7,7,2,1,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,4,2,sin_dato,381.0,690.0,710.0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,ee62315a462637975b32638cf9cbf9dfe176119f034ca2394063d2ab2ea5c961,2024-05-12 14:26:07,2024-05-12 15:00:22,2024-05-12 15:04:59,CATD,ESCANER,ACTA PREP,0 days 00:34:15,34.25
1329,'212158C0300,'212158C03003,'21,PUEBLA,'006,TEZIUTLAN,'2158,'03,C,'00,2,3,sin_dato,690,sin_dato,sin_dato,13,1,3,58,26,44,20,11,ilegible,35,,3,17,8,12,8,4,7,3,4,1,10,7,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,1,2,sin_dato,298.0,690.0,710.0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,859cee6fa50255cb263a54ca42326d7a77121d5a31d8b45f45907b539ef481c7,2024-05-12 14:26:56,2024-05-12 15:01:08,2024-05-12 15:07:09,CATD,ESCANER,ACTA PREP,0 days 00:34:12,34.2
1330,'212158C0400,'212158C04003,'21,PUEBLA,'006,TEZIUTLAN,'2158,'04,C,'00,2,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,690.0,710.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
1331,'212159B0100,'212159B01003,'21,PUEBLA,'006,TEZIUTLAN,'2159,'01,B,'00,1,3,sin_dato,673,sin_dato,sin_dato,6,3,6,61,54,4,0,54,47,43,,8,1,4,11,16,3,6,2,11,12,10,14,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,2,2,sin_dato,380.0,673.0,693.0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,af6f220e4308f919e01ef75e86dc55c415b6cde09ec10ce22956d4216d1b32e5,2024-05-12 14:28:46,2024-05-12 15:05:00,2024-05-12 15:05:39,CATD,ESCANER,ACTA PREP,0 days 00:36:14,36.23
1332,'212159C0100,'212159C01003,'21,PUEBLA,'006,TEZIUTLAN,'2159,'01,C,'00,1,3,sin_dato,673,sin_dato,sin_dato,11,14,12,13,40,62,17,61,31,30,,10,15,5,8,10,2,0,7,13,8,3,15,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,3,0,sin_dato,390.0,673.0,693.0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,3a2a1c27e7c3e9b6c10125e7504fa7591d9e9b6ce66d6a0a3898453f9ef57a39,2024-05-12 14:29:05,2024-05-12 15:02:46,2024-05-12 15:05:54,CATD,ESCANER,ACTA PREP,0 days 00:33:41,33.68
1333,'212160B0100,'212160B01003,'21,PUEBLA,'006,TEZIUTLAN,'2160,'01,B,'00,1,3,sin_dato,546,sin_dato,sin_dato,14,15,4,20,35,6,16,3,7,4,,3,12,11,3,1,5,3,7,3,6,4,8,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,5,0,sin_dato,195.0,546.0,566.0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,75e8c96b55d90268980afbc29ce6b4227a109cff90a7502f0b6436a46f2b4578,2024-05-12 14:29:28,2024-05-12 15:02:39,2024-05-12 15:04:36,CATD,ESCANER,ACTA PREP,0 days 00:33:11,33.18
1334,'212160C0100,'212160C01003,'21,PUEBLA,'006,TEZIUTLAN,'2160,'01,C,'00,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,546.0,566.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
1335,'212161B0100,'212161B01003,'21,PUEBLA,'006,TEZIUTLAN,'2161,'01,B,'00,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,582.0,602.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
1336,'212161C0100,'212161C01003,'21,PUEBLA,'006,TEZIUTLAN,'2161,'01,C,'00,1,3,sin_dato,581,sin_dato,sin_dato,5,14,3,0,30,23,10,18,34,51,,2,11,ilegible,2,6,4,8,5,8,1,3,1,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,0,1,sin_dato,240.0,581.0,601.0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,322ded14edad65a6421ce32fb6819e37c193350250ae878555123d9343f584e0,2024-05-12 14:31:04,2024-05-12 15:07:39,2024-05-12 15:15:00,CATD,ESCANER,ACTA PREP,0 days 00:36:35,36.58
1337,'212161C0200,'212161C02003,'21,PUEBLA,'006,TEZIUTLAN,'2161,'02,C,'00,1,3,sin_dato,581,sin_dato,sin_dato,1,14,12,43,32,41,13,15,26,48,,3,15,3,6,14,2,5,3,8,2,11,1,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,5,2,sin_dato,325.0,581.0,601.0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,e9275ab208bcb2b1e70644b8d18ba35fb98b2a12096539c89ee0f938e23ce370,2024-05-12 14:30:53,2024-05-12 15:07:16,2024-05-12 15:13:36,CATD,ESCANER,ACTA PREP,0 days 00:36:23,36.38
1338,'212162B0100,'212162B01003,'21,PUEBLA,'006,TEZIUTLAN,'2162,'01,B,'00,1,3,sin_dato,571,sin_dato,sin_dato,1,14,3,41,21,27,1,42,51,45,,12,13,8,15,10,5,8,2,3,3,0,0,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,1,2,sin_dato,328.0,571.0,591.0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,378d6bd8e514fe2d99202b1d6275544cdf28769accba97ef663ac5516279949c,2024-05-12 14:31:47,2024-05-12 15:06:34,2024-05-12 15:24:50,CATD,ESCANER,ACTA PREP,0 days 00:34:47,34.78
1339,'212162C0100,'212162C01003,'21,PUEBLA,'006,TEZIUTLAN,'2162,'01,C,'00,1,3,sin_dato,570,sin_dato,sin_dato,11,8,5,27,35,45,17,18,54,17,,15,1,8,1,4,5,2,0,3,1,6,8,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,4,3,sin_dato,298.0,570.0,590.0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,337f5ee7852c2fb9de5c075a3e14aafd6c67629f3b8c394a882fa33ac7f6c5a1,2024-05-12 14:31:51,2024-05-12 15:07:36,2024-05-12 15:09:16,CATD,ESCANER,ACTA PREP,0 days 00:35:45,35.75
1340,'212162C0200,'212162C02003,'21,PUEBLA,'006,TEZIUTLAN,'2162,'02,C,'00,1,3,sin_dato,570,sin_dato,sin_dato,12,8,4,2,32,38,4,53,35,40,,15,11,11,4,16,7,11,4,1,7,3,0,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,2,2,sin_dato,322.0,570.0,590.0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,1459c452c1f4566abe3c7c299918f50b16321e80fe074359e83691c766bd5ecf,2024-05-12 14:32:33,2024-05-12 15:08:02,2024-05-12 15:10:59,CATD,ESCANER,ACTA PREP,0 days 00:35:29,35.48
1341,'212162C0300,'212162C03003,'21,PUEBLA,'006,TEZIUTLAN,'2162,'03,C,'00,1,3,sin_dato,570,sin_dato,sin_dato,3,15,14,38,53,58,13,4,28,13,,7,3,3,6,16,2,2,1,2,4,10,12,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,1,2,sin_dato,310.0,570.0,590.0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,78680470295eb808437fdb2804a2fc77d54f3683edbdd2420af20c8e2a205933,2024-05-12 14:34:03,2024-05-12 15:08:26,2024-05-12 15:17:02,CATD,ESCANER,ACTA PREP,0 days 00:34:23,34.38
1342,'212163B0100,'212163B01003,'21,PUEBLA,'006,TEZIUTLAN,'2163,'01,B,'00,2,3,sin_dato,741,sin_dato,sin_dato,11,7,10,15,8,53,8,3,64,67,,11,21,15,14,8,1,2,12,10,3,7,15,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,6,4,sin_dato,375.0,741.0,761.0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,0fbae32a8fba41f4f36eb365af74fe45fa40d2bc9503f709b1441ca771975858,2024-05-12 14:34:44,2024-05-12 15:08:34,2024-05-12 15:14:31,CATD,ESCANER,ACTA PREP,0 days 00:33:50,33.83
1343,'212163C0100,'212163C01003,'21,PUEBLA,'006,TEZIUTLAN,'2163,'01,C,'00,2,3,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,0.0,741.0,761.0,TODOS ILEGIBLES O SIN DATO,0,F,8c8710d894683235735a849a93f2f6dd13f629cef5bcb5ad4e953b464e2a38ec,2024-05-12 13:27:45,2024-05-12 13:52:44,2024-05-12 13:57:02,CATD,ESCANER,ACTA PREP,0 days 00:24:59,24.98
1344,'212163C0200,'212163C02003,'21,PUEBLA,'006,TEZIUTLAN,'2163,'02,C,'00,2,3,sin_dato,741,sin_dato,sin_dato,16,15,19,60,3,20,21,66,15,55,,18,21,8,10,4,8,7,2,3,14,4,11,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,5,3,sin_dato,408.0,741.0,761.0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,8fafa9930b95674f69cf37ff86514182235a3dc6e87f0ddfc985c8374c693e03,2024-05-12 14:35:20,2024-05-12 15:10:13,2024-05-12 15:11:23,CATD,ESCANER,ACTA PREP,0 days 00:34:53,34.88
1345,'212163C0300,'212163C03003,'21,PUEBLA,'006,TEZIUTLAN,'2163,'03,C,'00,2,3,sin_dato,740,sin_dato,sin_dato,18,15,3,24,ilegible,36,18,64,28,37,,11,13,3,14,13,3,12,15,6,10,0,18,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,1,2,sin_dato,364.0,740.0,760.0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,9d2fa899f13e67fb4504fb1944785e213ff87970dbfadb3f6d357509b798abf0,2024-05-12 14:36:16,2024-05-12 15:11:31,2024-05-12 15:19:03,CATD,ESCANER,ACTA PREP,0 days 00:35:15,35.25
1346,'212164B0100,'212164B01003,'21,PUEBLA,'006,TEZIUTLAN,'2164,'01,B,'00,2,3,sin_dato,582,sin_dato,sin_dato,4,6,15,0,17,4,15,11,15,44,,3,8,13,13,3,10,4,12,4,6,1,6,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,5,0,sin_dato,219.0,659.0,679.0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,dd9ace65c81e8cac10255c5c0a2052ad078038c158bb774e3588c02cfcb18672,2024-05-12 14:30:00,2024-05-12 15:04:42,2024-05-12 15:13:04,CATD,ESCANER,ACTA PREP,0 days 00:34:42,34.7
1347,'212164C0100,'212164C01003,'21,PUEBLA,'006,TEZIUTLAN,'2164,'01,C,'00,2,3,sin_dato,372,sin_dato,sin_dato,16,14,18,60,43,24,14,6,25,43,,22,15,11,12,5,14,3,4,10,2,1,4,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,3,2,sin_dato,371.0,659.0,679.0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,b0e5b9811f6b261a36672c57c0557ffdd3a16769d401b1a3a4857a02e95b5113,2024-05-12 14:37:08,2024-05-12 15:11:01,2024-05-12 15:19:33,CATD,ESCANER,ACTA PREP,0 days 00:33:53,33.88
1348,'212164C0200,'212164C02003,'21,PUEBLA,'006,TEZIUTLAN,'2164,'02,C,'00,2,3,sin_dato,653,sin_dato,sin_dato,14,8,7,10,30,28,2,33,26,8,,2,3,17,6,16,11,1,4,11,4,8,5,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,3,0,sin_dato,257.0,659.0,679.0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,9fc464dd077c1d337bda958cff990ca22e1c6893a3916ce707a03ec201e78545,2024-05-12 14:37:15,2024-05-12 15:11:02,2024-05-12 15:12:34,CATD,ESCANER,ACTA PREP,0 days 00:33:47,33.78
1349,'212164C0300,'212164C03003,'21,PUEBLA,'006,TEZIUTLAN,'2164,'03,C,'00,2,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,659.0,679.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
1350,'212164C0400,'212164C04003,'21,PUEBLA,'006,TEZIUTLAN,'2164,'04,C,'00,2,3,sin_dato,653,sin_dato,sin_dato,3,8,19,60,51,38,11,13,42,54,,11,17,4,2,1,6,3,7,1,7,4,12,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,0,2,sin_dato,376.0,659.0,679.0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,ef1a4c41de24ec8aea77769d0767e7784ecc5c60edcd90ef7e36df0f6c1b621a,2024-05-12 14:38:04,2024-05-12 15:13:00,2024-05-12 15:24:29,CATD,ESCANER,ACTA PREP,0 days 00:34:56,34.93
