,CLAVE_CASILLA,CLAVE_ACTA,ID_ENTIDAD,ENTIDAD,ID_DISTRITO,DISTRITO,SECCION,ID_CASILLA,TIPO_CASILLA,EXT_CONTIGUA,UBICACION_CASILLA,TIPO_ACTA,TOTAL_BOLETAS_SOBRANTES,TOTAL_PERSONAS_VOTARON,TOTAL_REP_PARTIDO_CI_VOTARON,TOTAL_VOTOS_SACADOS,PAN,PRI,PRD,PT,PVEM,MC,PSI,MOR,NAP,FXMP,C_PAN_PRI_PRD_PSI,C_PAN_PRI_PRD,C_PAN_PRI_PSI,C_PAN_PRD_PSI,C_PRI_PRD_PSI,C_PAN_PRI,C_PAN_PRD,C_PAN_PSI,C_PRI_PRD,C_PRI_PSI,C_PRD_PSI,C_PT_PVEM_MOR_NAP_FXMP,C_PT_PVEM_MOR_NAP,C_PT_PVEM_MOR_FXMP,C_PT_PVEM_NAP_FXMP,C_PT_MOR_NAP_FXMP,C_PVEM_MOR_NAP_FXMP,C_PT_PVEM_MOR,C_PT_PVEM_NAP,C_PT_PVEM_FXMP,C_PT_MOR_NAP,C_PT_MOR_FXMP,C_PT_NAP_FXMP,C_PVEM_MOR_NAP,C_PVEM_MOR_FXMP,C_PVEM_NAP_FXMP,C_MOR_NAP_FXMP,C_PT_PVEM,C_PT_MOR,C_PT_NAP,C_PT_FXMP,C_PVEM_MOR,C_PVEM_NAP,C_PVEM_FXMP,C_MOR_NAP,C_MOR_FXMP,C_NAP_FXMP,NO_REGISTRADAS,NULOS,TOTAL_VOTOS_ASENTADO,TOTAL_VOTOS_CALCULADO,LISTA_NOMINAL,REPRESENTANTES_PP_CI,OBSERVACIONES,CONTABILIZADA,MECANISMOS_TRASLADO,CODIGO_INTEGRIDAD,FECHA_HORA_ACOPIO,FECHA_HORA_CAPTURA,FECHA_HORA_VERIFICACION,ORIGEN,DIGITALIZACION,TIPO_DOCUMENTO,TIEMPO_PROCESAMIENTO,TIEMPO_PROCESAMIENTO_MINUTOS
2919,'211415C0100,'211415C01002,'21,PUEBLA,'011,HEROICA PUEBLA DE ZARAGOZA,'1415,'01,C,'00,1,2,sin_dato,706,sin_dato,sin_dato,11,29,23,10,33,1,24,2,13,33,4,4,0,3,3,0,4,4,4,8,0,4,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,5,3,sin_dato,225.0,706.0,726.0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,cc5a3a61c463fb4f5cd1c93e1387b31266486cb3ec5992bf7d0f445fc82fec6b,2024-05-12 13:07:08,2024-05-12 13:31:48,2024-05-12 13:39:27,CATD,ESCANER,ACTA PREP,0 days 00:24:40,24.67
2920,'211415C0100,'211415C01002,'21,PUEBLA,'011,HEROICA PUEBLA DE ZARAGOZA,'1415,'01,C,'00,1,2,sin_dato,706,sin_dato,sin_dato,25,14,32,37,10,64,11,29,4,14,2,2,5,5,5,4,7,2,8,1,2,17,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,8,9,sin_dato,317.0,706.0,726.0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,ef469a23d0a4dbf88810062f6cec902a57a1e8e165185a42d60284bb9bb7867b,2024-05-12 13:08:53,2024-05-12 13:28:16,2024-05-12 13:30:24,CATD,ESCANER,ACTA PREP,0 days 00:19:23,19.38
2921,'211415E0100,'211415E01002,'21,PUEBLA,'011,HEROICA PUEBLA DE ZARAGOZA,'1415,'01,E,'00,1,2,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,0.0,670.0,690.0,TODOS ILEGIBLES O SIN DATO,0,F,e3544a6e93d6479994516906f95c3a8fbe8efbfc37c8068bb903c2d22c1233d3,2024-05-12 13:11:21,2024-05-12 13:29:19,2024-05-12 13:31:31,CATD,ESCANER,ACTA PREP,0 days 00:17:58,17.97
2922,'211415E0101,'211415E01012,'21,PUEBLA,'011,HEROICA PUEBLA DE ZARAGOZA,'1415,'01,E,'01,1,2,sin_dato,670,sin_dato,sin_dato,6,28,20,4,25,200,15,22,37,9,5,4,1,7,4,7,3,2,2,5,3,21,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,1,6,sin_dato,437.0,670.0,690.0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,7945c018abe999b8bbb2860a0032b8728ba0bfd37ab5b0c3f0da95422916c4a3,2024-05-12 13:13:55,2024-05-12 13:40:24,2024-05-12 13:44:35,CATD,ESCANER,ACTA PREP,0 days 00:26:29,26.48
2923,'211415E0102,'211415E01022,'21,PUEBLA,'011,HEROICA PUEBLA DE ZARAGOZA,'1415,'01,E,'02,1,2,sin_dato,670,sin_dato,sin_dato,8,18,22,6,25,39,2,26,23,15,8,4,7,5,8,1,3,8,4,8,3,2,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,10,8,sin_dato,263.0,670.0,690.0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,f5ce8318947378ce9a185fe18dd48d748b89310a2f36eb3462d5e6d0fb68b9c3,2024-05-12 13:14:53,2024-05-12 13:34:11,2024-05-12 13:35:35,CATD,ESCANER,ACTA PREP,0 days 00:19:18,19.3
2924,'211415E0103,'211415E01032,'21,PUEBLA,'011,HEROICA PUEBLA DE ZARAGOZA,'1415,'01,E,'03,1,2,sin_dato,669,sin_dato,sin_dato,18,24,19,15,38,55,21,8,36,35,7,2,2,7,4,0,2,4,3,2,2,17,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,5,7,sin_dato,333.0,669.0,689.0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,270adc31dcb6e18bc2dd432f034371dd6cc6bbe20743cb473bbb714e4277ced3,2024-05-12 13:16:45,2024-05-12 13:36:39,2024-05-12 13:37:45,CATD,ESCANER,ACTA PREP,0 days 00:19:54,19.9
2925,'211415E0104,'211415E01042,'21,PUEBLA,'011,HEROICA PUEBLA DE ZARAGOZA,'1415,'01,E,'04,1,2,sin_dato,669,sin_dato,sin_dato,23,20,19,6,31,178,6,13,12,10,2,2,2,4,3,5,3,2,8,6,7,19,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,7,7,sin_dato,395.0,669.0,689.0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,bb31ea4500609230fb5270410723ff455890b1aa681947f527a0840e88884b5d,2024-05-12 13:17:55,2024-05-12 13:36:58,2024-05-12 13:38:39,CATD,ESCANER,ACTA PREP,0 days 00:19:03,19.05
2926,'211416B0100,'211416B01002,'21,PUEBLA,'011,HEROICA PUEBLA DE ZARAGOZA,'1416,'01,B,'00,1,2,sin_dato,744,sin_dato,sin_dato,20,9,22,31,32,108,2,38,28,39,2,5,4,1,7,6,2,3,8,1,7,6,11,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,11,11,sin_dato,414.0,744.0,764.0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,af01126c9262058bde6d08a44631ebb71d167c10ebe2ace17962846b983c5b80,2024-05-12 13:18:45,2024-05-12 13:38:47,2024-05-12 13:41:02,CATD,ESCANER,ACTA PREP,0 days 00:20:02,20.03
2927,'211416C0100,'211416C01002,'21,PUEBLA,'011,HEROICA PUEBLA DE ZARAGOZA,'1416,'01,C,'00,1,2,sin_dato,744,sin_dato,sin_dato,3,28,4,25,2,85,21,22,27,9,3,9,2,3,2,2,7,4,3,5,8,14,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,7,11,sin_dato,306.0,744.0,764.0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,f001232d85adda1630f02aa99e479125fdf6b46f786ade61ae15521a150ac56d,2024-05-12 13:19:41,2024-05-12 13:38:47,2024-05-12 13:41:09,CATD,ESCANER,ACTA PREP,0 days 00:19:06,19.1
2928,'211416C0200,'211416C02002,'21,PUEBLA,'011,HEROICA PUEBLA DE ZARAGOZA,'1416,'02,C,'00,1,2,sin_dato,744,sin_dato,sin_dato,25,11,33,37,21,203,28,43,7,3,6,9,6,8,5,5,8,5,6,3,5,22,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,4,9,sin_dato,512.0,744.0,764.0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,907120a115e9e41a9f2e75e810d1acce56ee7ec96a06bc2039fcf3973e0b7dcc,2024-05-12 13:21:42,2024-05-12 13:41:46,2024-05-12 13:43:22,CATD,ESCANER,ACTA PREP,0 days 00:20:04,20.07
2929,'211416C0300,'211416C03002,'21,PUEBLA,'011,HEROICA PUEBLA DE ZARAGOZA,'1416,'03,C,'00,1,2,sin_dato,744,sin_dato,sin_dato,19,17,29,29,30,232,16,18,28,38,4,1,2,6,6,5,0,5,6,7,0,20,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,4,4,sin_dato,526.0,744.0,764.0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,e17eb6945fdfadf2ae3dfd375231056476c8fa6ce31d7f1d32d91ede1b0632b5,2024-05-12 13:23:08,2024-05-12 13:52:08,2024-05-12 13:54:34,CATD,ESCANER,ACTA PREP,0 days 00:29:00,29.0
2930,'211416C0400,'211416C04002,'21,PUEBLA,'011,HEROICA PUEBLA DE ZARAGOZA,'1416,'04,C,'00,1,2,sin_dato,744,sin_dato,sin_dato,3,17,32,28,35,104,24,39,8,11,6,8,9,2,4,2,0,3,5,1,10,20,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,6,3,sin_dato,380.0,744.0,764.0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,bf0b8758dafb12b8164c859b98015218f9b79bd625a390cc122ee33715d0c229,2024-05-12 13:24:13,2024-05-12 13:45:46,2024-05-12 13:46:49,CATD,ESCANER,ACTA PREP,0 days 00:21:33,21.55
2931,'211416C0500,'211416C05002,'21,PUEBLA,'011,HEROICA PUEBLA DE ZARAGOZA,'1416,'05,C,'00,1,2,sin_dato,744,sin_dato,sin_dato,10,22,3,14,35,228,9,4,4,18,5,1,5,6,8,5,9,6,8,1,8,15,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,1,8,sin_dato,433.0,744.0,764.0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,8b94834c339395dcdfaa9c8e3e3f926a959e8d8b69745b939423951eb7774589,2024-05-12 13:25:07,2024-05-12 13:45:40,2024-05-12 13:47:03,CATD,ESCANER,ACTA PREP,0 days 00:20:33,20.55
2932,'211416C0600,'211416C06002,'21,PUEBLA,'011,HEROICA PUEBLA DE ZARAGOZA,'1416,'06,C,'00,1,2,sin_dato,744,sin_dato,sin_dato,30,21,18,27,25,7,22,43,40,36,8,8,5,6,6,5,2,9,1,5,6,10,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,8,7,sin_dato,355.0,744.0,764.0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,b5470a62232bf2ae4d3a4d0cbf466257af55146f7d1b433def947c4253b6519d,2024-05-12 13:26:22,2024-05-12 13:50:25,2024-05-12 13:56:52,CATD,ESCANER,ACTA PREP,0 days 00:24:03,24.05
2933,'211416C0700,'211416C07002,'21,PUEBLA,'011,HEROICA PUEBLA DE ZARAGOZA,'1416,'07,C,'00,1,2,sin_dato,744,sin_dato,sin_dato,32,14,6,40,2,5,10,9,6,39,4,1,2,6,8,3,7,2,0,8,9,14,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,11,2,sin_dato,240.0,744.0,764.0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,7afa5f81a8afed2915487bcd3ae1efd6f90171c45cdce1c6459c5ab302cea350,2024-05-12 13:27:03,2024-05-12 13:52:44,2024-05-12 13:53:20,CATD,ESCANER,ACTA PREP,0 days 00:25:41,25.68
2934,'211416C0800,'211416C08002,'21,PUEBLA,'011,HEROICA PUEBLA DE ZARAGOZA,'1416,'08,C,'00,1,2,sin_dato,744,sin_dato,sin_dato,23,22,20,21,41,160,27,2,20,37,9,9,7,6,3,4,5,3,5,1,6,10,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,1,12,sin_dato,454.0,744.0,764.0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,4127640a787297b71d418af24f86d204dc98c8c6f55dba1f27f1128d8b081cc2,2024-05-12 13:28:12,2024-05-12 13:48:01,2024-05-12 13:58:37,CATD,ESCANER,ACTA PREP,0 days 00:19:49,19.82
2935,'211417B0100,'211417B01002,'21,PUEBLA,'011,HEROICA PUEBLA DE ZARAGOZA,'1417,'01,B,'00,1,2,sin_dato,732,sin_dato,sin_dato,5,27,29,11,5,1,2,39,36,41,4,6,5,2,6,6,6,9,7,6,8,9,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,6,1,sin_dato,277.0,732.0,752.0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,3e7ef071a5f527c917f093aa4ba17712678cc704a457a86c935345f306e84dbc,2024-05-12 13:29:17,2024-05-12 13:47:58,2024-05-12 13:49:06,CATD,ESCANER,ACTA PREP,0 days 00:18:41,18.68
2936,'211417C0100,'211417C01002,'21,PUEBLA,'011,HEROICA PUEBLA DE ZARAGOZA,'1417,'01,C,'00,1,2,sin_dato,732,sin_dato,sin_dato,1,8,10,2,6,164,4,38,21,14,8,3,5,0,3,1,9,1,3,7,5,18,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,5,9,sin_dato,345.0,732.0,752.0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,4e6e954bec1f70750dac0e8f26eaf0a1ae2e73bd3a7672041a8df1b4bc9d8aca,2024-05-12 15:09:20,2024-05-12 15:33:13,2024-05-12 15:35:30,CATD,ESCANER,ACTA PREP,0 days 00:23:53,23.88
2937,'211417C0200,'211417C02002,'21,PUEBLA,'011,HEROICA PUEBLA DE ZARAGOZA,'1417,'02,C,'00,1,2,sin_dato,731,sin_dato,sin_dato,22,2,8,32,37,98,2,34,13,35,4,7,0,5,3,2,3,7,0,5,7,15,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,3,5,sin_dato,349.0,731.0,751.0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,a5b5b5476ce9bfe7c68809de1345a690e45d95d324321fa3a1630eabd65f13ff,2024-05-12 13:33:48,2024-05-12 13:53:17,2024-05-12 13:55:04,CATD,ESCANER,ACTA PREP,0 days 00:19:29,19.48
2938,'211417C0300,'211417C03002,'21,PUEBLA,'011,HEROICA PUEBLA DE ZARAGOZA,'1417,'03,C,'00,1,2,sin_dato,731,sin_dato,sin_dato,7,33,13,33,35,36,24,7,40,17,9,1,7,7,4,1,9,4,5,4,1,16,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,9,3,sin_dato,325.0,731.0,751.0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,2fe4c82ebf5bea07a858e6e1d21e47118e5c11f4cac48b632784d605ef9cfb78,2024-05-12 13:08:49,2024-05-12 13:28:43,2024-05-12 13:31:31,CATD,ESCANER,ACTA PREP,0 days 00:19:54,19.9
2939,'211417C0400,'211417C04002,'21,PUEBLA,'011,HEROICA PUEBLA DE ZARAGOZA,'1417,'04,C,'00,1,2,sin_dato,731,sin_dato,sin_dato,9,32,29,24,37,87,20,41,25,29,4,4,9,1,7,0,1,2,1,1,5,11,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,11,0,sin_dato,390.0,731.0,751.0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,55ca64c51ea8072179fdb2ff15a64536f2c9aa404d6c304717b510006beb8b95,2024-05-12 13:11:21,2024-05-12 13:31:03,2024-05-12 13:32:02,CATD,ESCANER,ACTA PREP,0 days 00:19:42,19.7
2940,'211417C0500,'211417C05002,'21,PUEBLA,'011,HEROICA PUEBLA DE ZARAGOZA,'1417,'05,C,'00,1,2,sin_dato,731,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,0.0,731.0,751.0,TODOS ILEGIBLES O SIN DATO,0,F,bc3e1dcb72c4bad8ada3666e94442c41ea7252cc9ddf79d784466197ad621ad9,2024-05-12 13:14:11,2024-05-12 13:32:33,2024-05-12 13:44:42,CATD,ESCANER,ACTA PREP,0 days 00:18:22,18.37
2941,'211417C0600,'211417C06002,'21,PUEBLA,'011,HEROICA PUEBLA DE ZARAGOZA,'1417,'06,C,'00,1,2,sin_dato,731,sin_dato,sin_dato,11,29,11,16,39,170,13,18,24,24,4,9,8,3,2,3,7,5,5,3,6,15,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,4,4,sin_dato,433.0,731.0,751.0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,e680414b4099acad2b0b7d56cc83c1cd508133ab278de24ac734a7677298eb65,2024-05-12 13:04:37,2024-05-12 13:23:09,2024-05-12 13:26:14,CATD,ESCANER,ACTA PREP,0 days 00:18:32,18.53
2942,'211417C0700,'211417C07002,'21,PUEBLA,'011,HEROICA PUEBLA DE ZARAGOZA,'1417,'07,C,'00,1,2,sin_dato,731,sin_dato,sin_dato,8,24,17,14,19,169,31,16,1,42,9,5,4,6,7,8,2,6,6,8,4,15,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,6,6,sin_dato,433.0,731.0,751.0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,ee40119706f88ec75f1f70aa49c6d2bd076f9049623ec6e830a602cdc481baca,2024-05-12 13:05:58,2024-05-12 13:24:37,2024-05-12 13:25:36,CATD,ESCANER,ACTA PREP,0 days 00:18:39,18.65
2943,'211417C0800,'211417C08002,'21,PUEBLA,'011,HEROICA PUEBLA DE ZARAGOZA,'1417,'08,C,'00,1,2,sin_dato,731,sin_dato,sin_dato,17,25,1,19,32,68,8,17,6,30,9,1,2,2,8,8,7,0,8,3,8,2,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,7,8,sin_dato,296.0,731.0,751.0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,ae79647cfef131c916b388b5ecaee15676df6fd8b9543bde7617f9de43748f53,2024-05-12 13:07:04,2024-05-12 13:31:31,2024-05-12 13:37:47,CATD,ESCANER,ACTA PREP,0 days 00:24:27,24.45
2944,'211417C0900,'211417C09002,'21,PUEBLA,'011,HEROICA PUEBLA DE ZARAGOZA,'1417,'09,C,'00,1,2,sin_dato,731,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,0.0,731.0,751.0,TODOS ILEGIBLES O SIN DATO,0,F,c05dd6ed7bcc3aa3072299ff6bd64d1a7445b8deb6a2049eecf64193c41b38b3,2024-05-12 13:08:17,2024-05-12 13:26:40,2024-05-12 13:27:32,CATD,ESCANER,ACTA PREP,0 days 00:18:23,18.38
2945,'211417C0100,'211417C01002,'21,PUEBLA,'011,HEROICA PUEBLA DE ZARAGOZA,'1417,'01,C,'00,1,2,sin_dato,731,sin_dato,sin_dato,20,5,6,20,15,163,14,7,30,24,2,6,1,4,5,6,1,3,6,4,6,3,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,4,11,sin_dato,366.0,731.0,751.0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,afc5a65c5beb3dfeeabbdf45e8c0bef1ce2527d056368edd3dbe78c0cca249bb,2024-05-12 13:10:39,2024-05-12 13:28:23,2024-05-12 13:30:55,CATD,ESCANER,ACTA PREP,0 days 00:17:44,17.73
2946,'211417C0100,'211417C01002,'21,PUEBLA,'011,HEROICA PUEBLA DE ZARAGOZA,'1417,'01,C,'00,1,2,sin_dato,731,sin_dato,sin_dato,24,28,16,17,41,18,4,34,35,19,7,7,1,5,7,5,8,7,1,1,2,17,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,8,4,sin_dato,316.0,731.0,751.0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,6222191a21a169438372329f9248638a4122c47955af10faed5a2757138bc7a3,2024-05-12 13:12:45,2024-05-12 13:34:10,2024-05-12 13:40:03,CATD,ESCANER,ACTA PREP,0 days 00:21:25,21.42
