ID_ENTIDAD,ID_DISTRITO_LOCAL,PARTIDO_CI,CANDIDATURA_PROPIETARIA,CANDIDATURA_SUPLENTE
21,008,C_PT_PVEM_MOR_NAP_FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,008,C_PT_PVEM_MOR_NAP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,008,C_PT_PVEM_MOR_FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,008,C_PT_PVEM_NAP_FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,008,C_PT_MOR_NAP_FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,008,C_PVEM_MOR_NAP_FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,008,C_PT_PVEM_MOR,Nombre Apellido Apellido,Nombre Apellido Apellido
21,008,C_PT_PVEM_NAP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,008,C_PT_PVEM_FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,008,C_PT_MOR_NAP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,008,C_PT_MOR_FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,008,C_PT_NAP_FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,008,C_PVEM_MOR_NAP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,008,C_PVEM_MOR_FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,008,C_PVEM_NAP_FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,008,C_MOR_NAP_FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,008,C_PT_PVEM,Nombre Apellido Apellido,Nombre Apellido Apellido
21,008,C_PT_MOR,Nombre Apellido Apellido,Nombre Apellido Apellido
21,008,C_PT_NAP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,008,C_PT_FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,008,C_PVEM_MOR,Nombre Apellido Apellido,Nombre Apellido Apellido
21,008,C_PVEM_NAP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,008,C_PVEM_FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,008,C_MOR_NAP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,008,C_MOR_FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,008,C_NAP_FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,009,PAN,Nombre Apellido Apellido,Nombre Apellido Apellido
21,009,PRI,Nombre Apellido Apellido,Nombre Apellido Apellido
21,009,PRD,Nombre Apellido Apellido,Nombre Apellido Apellido
21,009,PT,Nombre Apellido Apellido,Nombre Apellido Apellido
21,009,PVEM,Nombre Apellido Apellido,Nombre Apellido Apellido
21,009,MC,Nombre Apellido Apellido,Nombre Apellido Apellido
21,009,PSI,Nombre Apellido Apellido,Nombre Apellido Apellido
21,009,MOR,Nombre Apellido Apellido,Nombre Apellido Apellido
21,009,NAP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,009,FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,009,MRPP,,
21,009,SEHHP,,
21,009,CI1,,
21,009,CI2,,
21,009,C_PAN_PRI_PRD_PSI,Nombre Apellido Apellido,Nombre Apellido Apellido
21,009,C_PAN_PRI_PRD,Nombre Apellido Apellido,Nombre Apellido Apellido
21,009,C_PAN_PRI_PSI,Nombre Apellido Apellido,Nombre Apellido Apellido
21,009,C_PAN_PRD_PSI,Nombre Apellido Apellido,Nombre Apellido Apellido
21,009,C_PRI_PRD_PSI,Nombre Apellido Apellido,Nombre Apellido Apellido
21,009,C_PAN_PRI,Nombre Apellido Apellido,Nombre Apellido Apellido
21,009,C_PAN_PRD,Nombre Apellido Apellido,Nombre Apellido Apellido
21,009,C_PAN_PSI,Nombre Apellido Apellido,Nombre Apellido Apellido
21,009,C_PRI_PRD,Nombre Apellido Apellido,Nombre Apellido Apellido
21,009,C_PRI_PSI,Nombre Apellido Apellido,Nombre Apellido Apellido
21,009,C_PRD_PSI,Nombre Apellido Apellido,Nombre Apellido Apellido
21,009,C_PT_PVEM_MOR_NAP_FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,009,C_PT_PVEM_MOR_NAP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,009,C_PT_PVEM_MOR_FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,009,C_PT_PVEM_NAP_FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,009,C_PT_MOR_NAP_FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,009,C_PVEM_MOR_NAP_FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,009,C_PT_PVEM_MOR,Nombre Apellido Apellido,Nombre Apellido Apellido
21,009,C_PT_PVEM_NAP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,009,C_PT_PVEM_FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,009,C_PT_MOR_NAP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,009,C_PT_MOR_FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,009,C_PT_NAP_FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,009,C_PVEM_MOR_NAP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,009,C_PVEM_MOR_FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,009,C_PVEM_NAP_FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,009,C_MOR_NAP_FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,009,C_PT_PVEM,Nombre Apellido Apellido,Nombre Apellido Apellido
21,009,C_PT_MOR,Nombre Apellido Apellido,Nombre Apellido Apellido
21,009,C_PT_NAP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,009,C_PT_FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,009,C_PVEM_MOR,Nombre Apellido Apellido,Nombre Apellido Apellido
21,009,C_PVEM_NAP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,009,C_PVEM_FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,009,C_MOR_NAP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,009,C_MOR_FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,009,C_NAP_FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,010,PAN,Nombre Apellido Apellido,Nombre Apellido Apellido
21,010,PRI,Nombre Apellido Apellido,Nombre Apellido Apellido
21,010,PRD,Nombre Apellido Apellido,Nombre Apellido Apellido
21,010,PT,Nombre Apellido Apellido,Nombre Apellido Apellido
21,010,PVEM,Nombre Apellido Apellido,Nombre Apellido Apellido
21,010,MC,Nombre Apellido Apellido,Nombre Apellido Apellido
21,010,PSI,Nombre Apellido Apellido,Nombre Apellido Apellido
21,010,MOR,Nombre Apellido Apellido,Nombre Apellido Apellido
21,010,NAP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,010,FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,010,MRPP,,
21,010,SEHHP,,
21,010,CI1,,
21,010,CI2,,
21,010,C_PAN_PRI_PRD_PSI,Nombre Apellido Apellido,Nombre Apellido Apellido
21,010,C_PAN_PRI_PRD,Nombre Apellido Apellido,Nombre Apellido Apellido
21,010,C_PAN_PRI_PSI,Nombre Apellido Apellido,Nombre Apellido Apellido
21,010,C_PAN_PRD_PSI,Nombre Apellido Apellido,Nombre Apellido Apellido
21,010,C_PRI_PRD_PSI,Nombre Apellido Apellido,Nombre Apellido Apellido
21,010,C_PAN_PRI,Nombre Apellido Apellido,Nombre Apellido Apellido
21,010,C_PAN_PRD,Nombre Apellido Apellido,Nombre Apellido Apellido
21,010,C_PAN_PSI,Nombre Apellido Apellido,Nombre Apellido Apellido
21,010,C_PRI_PRD,Nombre Apellido Apellido,Nombre Apellido Apellido
21,010,C_PRI_PSI,Nombre Apellido Apellido,Nombre Apellido Apellido
21,010,C_PRD_PSI,Nombre Apellido Apellido,Nombre Apellido Apellido
21,010,C_PT_PVEM_MOR_NAP_FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,010,C_PT_PVEM_MOR_NAP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,010,C_PT_PVEM_MOR_FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,010,C_PT_PVEM_NAP_FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,010,C_PT_MOR_NAP_FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,010,C_PVEM_MOR_NAP_FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,010,C_PT_PVEM_MOR,Nombre Apellido Apellido,Nombre Apellido Apellido
21,010,C_PT_PVEM_NAP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,010,C_PT_PVEM_FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,010,C_PT_MOR_NAP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,010,C_PT_MOR_FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,010,C_PT_NAP_FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,010,C_PVEM_MOR_NAP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,010,C_PVEM_MOR_FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,010,C_PVEM_NAP_FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,010,C_MOR_NAP_FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,010,C_PT_PVEM,Nombre Apellido Apellido,Nombre Apellido Apellido
21,010,C_PT_MOR,Nombre Apellido Apellido,Nombre Apellido Apellido
21,010,C_PT_NAP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,010,C_PT_FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,010,C_PVEM_MOR,Nombre Apellido Apellido,Nombre Apellido Apellido
21,010,C_PVEM_NAP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,010,C_PVEM_FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,010,C_MOR_NAP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,010,C_MOR_FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,010,C_NAP_FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,011,PAN,Nombre Apellido Apellido,Nombre Apellido Apellido
21,011,PRI,Nombre Apellido Apellido,Nombre Apellido Apellido
21,011,PRD,Nombre Apellido Apellido,Nombre Apellido Apellido
21,011,PT,Nombre Apellido Apellido,Nombre Apellido Apellido
21,011,PVEM,Nombre Apellido Apellido,Nombre Apellido Apellido
21,011,MC,Nombre Apellido Apellido,Nombre Apellido Apellido
21,011,PSI,Nombre Apellido Apellido,Nombre Apellido Apellido
21,011,MOR,Nombre Apellido Apellido,Nombre Apellido Apellido
21,011,NAP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,011,FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,011,MRPP,,
21,011,SEHHP,,
21,011,CI1,,
21,011,CI2,,
21,011,C_PAN_PRI_PRD_PSI,Nombre Apellido Apellido,Nombre Apellido Apellido
21,011,C_PAN_PRI_PRD,Nombre Apellido Apellido,Nombre Apellido Apellido
21,011,C_PAN_PRI_PSI,Nombre Apellido Apellido,Nombre Apellido Apellido
21,011,C_PAN_PRD_PSI,Nombre Apellido Apellido,Nombre Apellido Apellido
21,011,C_PRI_PRD_PSI,Nombre Apellido Apellido,Nombre Apellido Apellido
21,011,C_PAN_PRI,Nombre Apellido Apellido,Nombre Apellido Apellido
21,011,C_PAN_PRD,Nombre Apellido Apellido,Nombre Apellido Apellido
21,011,C_PAN_PSI,Nombre Apellido Apellido,Nombre Apellido Apellido
21,011,C_PRI_PRD,Nombre Apellido Apellido,Nombre Apellido Apellido
21,011,C_PRI_PSI,Nombre Apellido Apellido,Nombre Apellido Apellido
21,011,C_PRD_PSI,Nombre Apellido Apellido,Nombre Apellido Apellido
21,011,C_PT_PVEM_MOR_NAP_FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,011,C_PT_PVEM_MOR_NAP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,011,C_PT_PVEM_MOR_FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,011,C_PT_PVEM_NAP_FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,011,C_PT_MOR_NAP_FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,011,C_PVEM_MOR_NAP_FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,011,C_PT_PVEM_MOR,Nombre Apellido Apellido,Nombre Apellido Apellido
21,011,C_PT_PVEM_NAP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,011,C_PT_PVEM_FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,011,C_PT_MOR_NAP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,011,C_PT_MOR_FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,011,C_PT_NAP_FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,011,C_PVEM_MOR_NAP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,011,C_PVEM_MOR_FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,011,C_PVEM_NAP_FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,011,C_MOR_NAP_FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,011,C_PT_PVEM,Nombre Apellido Apellido,Nombre Apellido Apellido
21,011,C_PT_MOR,Nombre Apellido Apellido,Nombre Apellido Apellido
21,011,C_PT_NAP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,011,C_PT_FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,011,C_PVEM_MOR,Nombre Apellido Apellido,Nombre Apellido Apellido
21,011,C_PVEM_NAP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,011,C_PVEM_FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,011,C_MOR_NAP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,011,C_MOR_FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,011,C_NAP_FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,012,PAN,Nombre Apellido Apellido,Nombre Apellido Apellido
21,012,PRI,Nombre Apellido Apellido,Nombre Apellido Apellido
21,012,PRD,Nombre Apellido Apellido,Nombre Apellido Apellido
21,012,PT,Nombre Apellido Apellido,Nombre Apellido Apellido
21,012,PVEM,Nombre Apellido Apellido,Nombre Apellido Apellido
21,012,MC,Nombre Apellido Apellido,Nombre Apellido Apellido
21,012,PSI,Nombre Apellido Apellido,Nombre Apellido Apellido
21,012,MOR,Nombre Apellido Apellido,Nombre Apellido Apellido
21,012,NAP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,012,FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,012,MRPP,,
21,012,SEHHP,,
21,012,CI1,,
21,012,CI2,,
21,012,C_PAN_PRI_PRD_PSI,Nombre Apellido Apellido,Nombre Apellido Apellido
21,012,C_PAN_PRI_PRD,Nombre Apellido Apellido,Nombre Apellido Apellido
21,012,C_PAN_PRI_PSI,Nombre Apellido Apellido,Nombre Apellido Apellido
21,012,C_PAN_PRD_PSI,Nombre Apellido Apellido,Nombre Apellido Apellido
21,012,C_PRI_PRD_PSI,Nombre Apellido Apellido,Nombre Apellido Apellido
21,012,C_PAN_PRI,Nombre Apellido Apellido,Nombre Apellido Apellido
21,012,C_PAN_PRD,Nombre Apellido Apellido,Nombre Apellido Apellido
21,012,C_PAN_PSI,Nombre Apellido Apellido,Nombre Apellido Apellido
21,012,C_PRI_PRD,Nombre Apellido Apellido,Nombre Apellido Apellido
21,012,C_PRI_PSI,Nombre Apellido Apellido,Nombre Apellido Apellido
21,012,C_PRD_PSI,Nombre Apellido Apellido,Nombre Apellido Apellido
21,012,C_PT_PVEM_MOR_NAP_FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,012,C_PT_PVEM_MOR_NAP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,012,C_PT_PVEM_MOR_FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,012,C_PT_PVEM_NAP_FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,012,C_PT_MOR_NAP_FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,012,C_PVEM_MOR_NAP_FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,012,C_PT_PVEM_MOR,Nombre Apellido Apellido,Nombre Apellido Apellido
21,012,C_PT_PVEM_NAP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,012,C_PT_PVEM_FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,012,C_PT_MOR_NAP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,012,C_PT_MOR_FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,012,C_PT_NAP_FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,012,C_PVEM_MOR_NAP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,012,C_PVEM_MOR_FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,012,C_PVEM_NAP_FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,012,C_MOR_NAP_FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,012,C_PT_PVEM,Nombre Apellido Apellido,Nombre Apellido Apellido
21,012,C_PT_MOR,Nombre Apellido Apellido,Nombre Apellido Apellido
21,012,C_PT_NAP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,012,C_PT_FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,012,C_PVEM_MOR,Nombre Apellido Apellido,Nombre Apellido Apellido
21,012,C_PVEM_NAP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,012,C_PVEM_FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,012,C_MOR_NAP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,012,C_MOR_FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,012,C_NAP_FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,013,PAN,Nombre Apellido Apellido,Nombre Apellido Apellido
21,013,PRI,Nombre Apellido Apellido,Nombre Apellido Apellido
21,013,PRD,Nombre Apellido Apellido,Nombre Apellido Apellido
21,013,PT,Nombre Apellido Apellido,Nombre Apellido Apellido
21,013,PVEM,Nombre Apellido Apellido,Nombre Apellido Apellido
21,013,MC,Nombre Apellido Apellido,Nombre Apellido Apellido
21,013,PSI,Nombre Apellido Apellido,Nombre Apellido Apellido
21,013,MOR,Nombre Apellido Apellido,Nombre Apellido Apellido
21,013,NAP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,013,FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,013,MRPP,,
21,013,SEHHP,,
21,013,CI1,,
21,013,CI2,,
21,013,C_PAN_PRI_PRD_PSI,,
21,013,C_PAN_PRI_PRD,,
21,013,C_PAN_PRI_PSI,,
21,013,C_PAN_PRD_PSI,,
21,013,C_PRI_PRD_PSI,,
21,013,C_PAN_PRI,Nombre Apellido Apellido,Nombre Apellido Apellido
21,013,C_PAN_PRD,,
21,013,C_PAN_PSI,,
21,013,C_PRI_PRD,,
21,013,C_PRI_PSI,,
21,013,C_PRD_PSI,,
21,013,C_PT_PVEM_MOR_NAP_FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,013,C_PT_PVEM_MOR_NAP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,013,C_PT_PVEM_MOR_FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,013,C_PT_PVEM_NAP_FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,013,C_PT_MOR_NAP_FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,013,C_PVEM_MOR_NAP_FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,013,C_PT_PVEM_MOR,Nombre Apellido Apellido,Nombre Apellido Apellido
21,013,C_PT_PVEM_NAP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,013,C_PT_PVEM_FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,013,C_PT_MOR_NAP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,013,C_PT_MOR_FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,013,C_PT_NAP_FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,013,C_PVEM_MOR_NAP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,013,C_PVEM_MOR_FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,013,C_PVEM_NAP_FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,013,C_MOR_NAP_FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,013,C_PT_PVEM,Nombre Apellido Apellido,Nombre Apellido Apellido
21,013,C_PT_MOR,Nombre Apellido Apellido,Nombre Apellido Apellido
21,013,C_PT_NAP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,013,C_PT_FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,013,C_PVEM_MOR,Nombre Apellido Apellido,Nombre Apellido Apellido
21,013,C_PVEM_NAP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,013,C_PVEM_FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,013,C_MOR_NAP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,013,C_MOR_FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,013,C_NAP_FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,014,PAN,Nombre Apellido Apellido,Nombre Apellido Apellido
21,014,PRI,Nombre Apellido Apellido,Nombre Apellido Apellido
21,014,PRD,Nombre Apellido Apellido,Nombre Apellido Apellido
21,014,PT,Nombre Apellido Apellido,Nombre Apellido Apellido
21,014,PVEM,Nombre Apellido Apellido,Nombre Apellido Apellido
21,014,MC,Nombre Apellido Apellido,Nombre Apellido Apellido
21,014,PSI,Nombre Apellido Apellido,Nombre Apellido Apellido
21,014,MOR,Nombre Apellido Apellido,Nombre Apellido Apellido
21,014,NAP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,014,FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,014,MRPP,,
21,014,SEHHP,,
21,014,CI1,,
21,014,CI2,,
21,014,C_PAN_PRI_PRD_PSI,Nombre Apellido Apellido,Nombre Apellido Apellido
21,014,C_PAN_PRI_PRD,Nombre Apellido Apellido,Nombre Apellido Apellido
21,014,C_PAN_PRI_PSI,Nombre Apellido Apellido,Nombre Apellido Apellido
21,014,C_PAN_PRD_PSI,Nombre Apellido Apellido,Nombre Apellido Apellido
21,014,C_PRI_PRD_PSI,Nombre Apellido Apellido,Nombre Apellido Apellido
21,014,C_PAN_PRI,Nombre Apellido Apellido,Nombre Apellido Apellido
21,014,C_PAN_PRD,Nombre Apellido Apellido,Nombre Apellido Apellido
21,014,C_PAN_PSI,Nombre Apellido Apellido,Nombre Apellido Apellido
21,014,C_PRI_PRD,Nombre Apellido Apellido,Nombre Apellido Apellido
21,014,C_PRI_PSI,Nombre Apellido Apellido,Nombre Apellido Apellido
21,014,C_PRD_PSI,Nombre Apellido Apellido,Nombre Apellido Apellido
21,014,C_PT_PVEM_MOR_NAP_FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,014,C_PT_PVEM_MOR_NAP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,014,C_PT_PVEM_MOR_FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,014,C_PT_PVEM_NAP_FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,014,C_PT_MOR_NAP_FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,014,C_PVEM_MOR_NAP_FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,014,C_PT_PVEM_MOR,Nombre Apellido Apellido,Nombre Apellido Apellido
21,014,C_PT_PVEM_NAP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,014,C_PT_PVEM_FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,014,C_PT_MOR_NAP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,014,C_PT_MOR_FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,014,C_PT_NAP_FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,014,C_PVEM_MOR_NAP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,014,C_PVEM_MOR_FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,014,C_PVEM_NAP_FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,014,C_MOR_NAP_FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,014,C_PT_PVEM,Nombre Apellido Apellido,Nombre Apellido Apellido
21,014,C_PT_MOR,Nombre Apellido Apellido,Nombre Apellido Apellido
21,014,C_PT_NAP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,014,C_PT_FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,014,C_PVEM_MOR,Nombre Apellido Apellido,Nombre Apellido Apellido
21,014,C_PVEM_NAP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,014,C_PVEM_FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,014,C_MOR_NAP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,014,C_MOR_FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,014,C_NAP_FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,015,PAN,Nombre Apellido Apellido,Nombre Apellido Apellido
21,015,PRI,Nombre Apellido Apellido,Nombre Apellido Apellido
21,015,PRD,Nombre Apellido Apellido,Nombre Apellido Apellido
21,015,PT,Nombre Apellido Apellido,Nombre Apellido Apellido
21,015,PVEM,Nombre Apellido Apellido,Nombre Apellido Apellido
21,015,MC,Nombre Apellido Apellido,Nombre Apellido Apellido
21,015,PSI,Nombre Apellido Apellido,Nombre Apellido Apellido
21,015,MOR,Nombre Apellido Apellido,Nombre Apellido Apellido
21,015,NAP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,015,FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,015,MRPP,,
21,015,SEHHP,,
21,015,CI1,,
21,015,CI2,,
21,015,C_PAN_PRI_PRD_PSI,Nombre Apellido Apellido,Nombre Apellido Apellido
21,015,C_PAN_PRI_PRD,Nombre Apellido Apellido,Nombre Apellido Apellido
21,015,C_PAN_PRI_PSI,Nombre Apellido Apellido,Nombre Apellido Apellido
21,015,C_PAN_PRD_PSI,Nombre Apellido Apellido,Nombre Apellido Apellido
21,015,C_PRI_PRD_PSI,Nombre Apellido Apellido,Nombre Apellido Apellido
21,015,C_PAN_PRI,Nombre Apellido Apellido,Nombre Apellido Apellido
21,015,C_PAN_PRD,Nombre Apellido Apellido,Nombre Apellido Apellido
21,015,C_PAN_PSI,Nombre Apellido Apellido,Nombre Apellido Apellido
21,015,C_PRI_PRD,Nombre Apellido Apellido,Nombre Apellido Apellido
21,015,C_PRI_PSI,Nombre Apellido Apellido,Nombre Apellido Apellido
21,015,C_PRD_PSI,Nombre Apellido Apellido,Nombre Apellido Apellido
21,015,C_PT_PVEM_MOR_NAP_FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,015,C_PT_PVEM_MOR_NAP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,015,C_PT_PVEM_MOR_FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,015,C_PT_PVEM_NAP_FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
