AYUNTAMIENTOS
12/05/2024 19:56 (UTC-6)

ACTAS_ESPERADAS,ACTAS_REGISTRADAS,ACTAS_FUERA_CATALOGO,ACTAS_CAPTURADAS,PORCENTAJE_ACTAS_CAPTURADAS,ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_INCONSISTENCIAS,ACTAS_NO_CONTABILIZADAS,LISTA_NOMINAL_ACTAS_CONTABILIZADAS,TOTAL_VOTOS_C_CS,TOTAL_VOTOS_S_CS,PORCENTAJE_PARTICIPACION_CIUDADANA
8350,2114,13,2101,25.1616,1900,22.7544,0.0000,201.0,1146189,523486.0,517909.0,45.6718

CLAVE_CASILLA,CLAVE_ACTA,ID_ENTIDAD,ENTIDAD,ID_MUNICIPIO,MUNICIPIO,SECCION,ID_CASILLA,TIPO_CASILLA,EXT_CONTIGUA,UBICACION_CASILLA,TIPO_ACTA,TOTAL_BOLETAS_SOBRANTES,TOTAL_PERSONAS_VOTARON,TOTAL_REP_PARTIDO_CI_VOTARON,TOTAL_VOTOS_SACADOS,PAN,PRI,PRD,PT,PVEM,MC,PSI,MOR,NAP,FXMP,SEHHP,CAND_IND_1,CAND_IND_2,C_PT_MOR,NO_REGISTRADAS,NULOS,TOTAL_VOTOS_ASENTADO,TOTAL_VOTOS_CALCULADO,LISTA_NOMINAL,REPRESENTANTES_PP_CI,OBSERVACIONES,CONTABILIZADA,MECANISMOS_TRASLADO,CODIGO_INTEGRIDAD,FECHA_HORA_ACOPIO,FECHA_HORA_CAPTURA,FECHA_HORA_VERIFICACION,ORIGEN,DIGITALIZACION,TIPO_DOCUMENTO
'210661C0200,'210661C02004,'21,PUEBLA,'076,HUEJOTZINGO,'0661,'02,C,'00,1,4,sin_dato,608,sin_dato,sin_dato,,76,,,,10,95,,,,sin_dato,,,,sin_dato,sin_dato,sin_dato,181.0,608,628,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,5e5e38fd2ba6d47357fd17868f4b968ef42be2f5d83ee535cceb7414ef940436,12/05/2024 15:19:37,12/05/2024 15:37:56,12/05/2024 15:38:54,CATD,ESCANER,ACTA PREP
'210661C0300,'210661C03004,'21,PUEBLA,'076,HUEJOTZINGO,'0661,'03,C,'00,1,4,sin_dato,608,sin_dato,sin_dato,,109,,,,18,56,,,,sin_dato,,,,12,16,sin_dato,211.0,608,628,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,49ab3f3ee6d4f1de117b3713c3741f9e2ac97ec1a783321c0fa747033b46e4e5,12/05/2024 15:20:27,12/05/2024 15:38:24,12/05/2024 15:39:28,CATD,ESCANER,ACTA PREP
'210661C0400,'210661C04004,'21,PUEBLA,'076,HUEJOTZINGO,'0661,'04,C,'00,1,4,sin_dato,608,sin_dato,sin_dato,,14,,,,10,97,,,,sin_dato,,,,5,9,sin_dato,135.0,608,628,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,b5eedfa64b3762504148d8893898443a9954f4b942db8e7cfcdafb76bdce5e0d,12/05/2024 15:21:44,12/05/2024 15:39:56,12/05/2024 15:42:08,CATD,ESCANER,ACTA PREP
'210662B0100,'210662B01004,'21,PUEBLA,'076,HUEJOTZINGO,'0662,'01,B,'00,1,4,sin_dato,585,sin_dato,sin_dato,,104,,,,113,63,,,,sin_dato,,,,12,5,sin_dato,297.0,585,605,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,6f92393b3a92d167b2fd268d794d0e1630de39bcd34f817b719637d0c3d12c1e,12/05/2024 15:22:37,12/05/2024 15:39:36,12/05/2024 15:40:18,CATD,ESCANER,ACTA PREP
'210662C0100,'210662C01004,'21,PUEBLA,'076,HUEJOTZINGO,'0662,'01,C,'00,1,4,sin_dato,585,sin_dato,sin_dato,,30,,,,79,132,,,,sin_dato,,,,7,8,sin_dato,256.0,585,605,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,590d473ab89881238fe29b35affed0f9fd7a8fcf538f7b2cb6ed2060bf0dbcc3,12/05/2024 15:23:56,12/05/2024 15:39:42,12/05/2024 15:41:57,CATD,ESCANER,ACTA PREP
'210662C0200,'210662C02004,'21,PUEBLA,'076,HUEJOTZINGO,'0662,'02,C,'00,1,4,sin_dato,585,sin_dato,sin_dato,,134,,,,97,61,,,,sin_dato,,,,6,2,sin_dato,300.0,585,605,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,97721bbb5a56a06bb2efed2ee5e455bb4e189ac426ba7be1d6311bee28247a66,12/05/2024 15:25:16,12/05/2024 15:40:26,12/05/2024 15:41:58,CATD,ESCANER,ACTA PREP
'210662C0300,'210662C03004,'21,PUEBLA,'076,HUEJOTZINGO,'0662,'03,C,'00,1,4,sin_dato,584,sin_dato,sin_dato,,sin_dato,,,,sin_dato,sin_dato,,,,sin_dato,,,,1,2,sin_dato,3.0,584,604,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,771cea4c22a5af916dc8bd7fab7b7f03aa3500dd87d7cc2efb899522c1a0c019,12/05/2024 15:26:00,12/05/2024 15:49:09,12/05/2024 15:54:48,CATD,ESCANER,ACTA PREP
'210663B0100,'210663B01004,'21,PUEBLA,'076,HUEJOTZINGO,'0663,'01,B,'00,2,4,sin_dato,617,sin_dato,sin_dato,,104,,,,64,70,,,,sin_dato,,,,6,7,sin_dato,251.0,617,637,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,cf00ecaf24a2ae856cdeb5045f26e257123c2acdc3f3157c0511f26adaf6cdd2,12/05/2024 15:26:54,12/05/2024 15:49:12,12/05/2024 15:50:09,CATD,ESCANER,ACTA PREP
'210663C0100,'210663C01004,'21,PUEBLA,'076,HUEJOTZINGO,'0663,'01,C,'00,2,4,sin_dato,617,sin_dato,sin_dato,,66,,,,104,41,,,,sin_dato,,,,9,1,sin_dato,221.0,617,637,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,597d996a930f2854877389cb6cd94e6b127d69525971f02ecaa01d8e5900be09,12/05/2024 15:27:58,12/05/2024 15:45:14,12/05/2024 15:51:22,CATD,ESCANER,ACTA PREP
'210663C0200,'210663C02004,'21,PUEBLA,'076,HUEJOTZINGO,'0663,'02,C,'00,2,4,sin_dato,616,sin_dato,sin_dato,,sin_dato,,,,sin_dato,sin_dato,,,,sin_dato,,,,sin_dato,sin_dato,sin_dato,0,616,636,TODOS ILEGIBLES O SIN DATO,0,F,496ccdefea2ea7e07db5a2852ce2f32d164e7475d1b3deb670c8577352571858,12/05/2024 15:28:43,12/05/2024 15:49:24,12/05/2024 15:49:43,CATD,ESCANER,ACTA PREP
'210663C0300,'210663C03004,'21,PUEBLA,'076,HUEJOTZINGO,'0663,'03,C,'00,2,4,sin_dato,616,sin_dato,sin_dato,,141,,,,143,95,,,,sin_dato,,,,6,5,sin_dato,390.0,616,636,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,a037d87fdf419c0b0a7deb6199e7dd3b4a8303b20480693e1aaab9a05bf93997,12/05/2024 15:29:33,12/05/2024 15:45:38,12/05/2024 15:50:51,CATD,ESCANER,ACTA PREP
'210663C0400,'210663C04004,'21,PUEBLA,'076,HUEJOTZINGO,'0663,'04,C,'00,2,4,sin_dato,616,sin_dato,sin_dato,,112,,,,82,30,,,,sin_dato,,,,2,4,sin_dato,230.0,616,636,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,2e2fc48d5d1bed9083eef13853ca886dcafde6f992c4c472c57e3c7252ed2df1,12/05/2024 15:30:21,12/05/2024 15:46:25,12/05/2024 15:46:56,CATD,ESCANER,ACTA PREP
'210664B0100,'210664B01004,'21,PUEBLA,'076,HUEJOTZINGO,'0664,'01,B,'00,1,4,sin_dato,702,sin_dato,sin_dato,,165,,,,171,93,,,,sin_dato,,,,14,3,sin_dato,446.0,702,722,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,973c5f0c9e1aadc53bfa6ccf5962d6e6d16a531512598c2267b174fbc696fa05,12/05/2024 15:31:13,12/05/2024 15:46:56,12/05/2024 15:53:08,CATD,ESCANER,ACTA PREP
'210664C0100,'210664C01004,'21,PUEBLA,'076,HUEJOTZINGO,'0664,'01,C,'00,1,4,sin_dato,701,sin_dato,sin_dato,,47,,,,51,124,,,,sin_dato,,,,17,6,sin_dato,245.0,701,721,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,52e84bb56ad7ba424a5b28e90a4d2770d01dae5bb23ac1bdaa36ae03459636b4,12/05/2024 15:31:55,12/05/2024 15:46:59,12/05/2024 15:49:02,CATD,ESCANER,ACTA PREP
'210664C0200,'210664C02004,'21,PUEBLA,'076,HUEJOTZINGO,'0664,'02,C,'00,1,4,sin_dato,701,sin_dato,sin_dato,,147,,,,92,72,,,,sin_dato,,,,sin_dato,sin_dato,sin_dato,311.0,701,721,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,8462a88099ef9d542766523b958de7e4bdd8c44da08884288983ce965759bc8e,12/05/2024 15:32:45,12/05/2024 15:48:38,12/05/2024 15:49:48,CATD,ESCANER,ACTA PREP
'210664C0300,'210664C03004,'21,PUEBLA,'076,HUEJOTZINGO,'0664,'03,C,'00,1,4,sin_dato,701,sin_dato,sin_dato,,13,,,,14,135,,,,sin_dato,,,,9,3,sin_dato,174.0,701,721,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,432333497e811163867d43d612e62d0a1a8aa6c2a230bd7cedad9d88881f0488,12/05/2024 15:33:28,12/05/2024 15:47:45,12/05/2024 15:49:42,CATD,ESCANER,ACTA PREP
'210665B0100,'210665B01004,'21,PUEBLA,'076,HUEJOTZINGO,'0665,'01,B,'00,1,4,sin_dato,714,sin_dato,sin_dato,,85,,,,171,62,,,,sin_dato,,,,12,3,sin_dato,333.0,714,734,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,836681f2dba4174c504433d5b402d6989945af87a3afc051e8dbb48e5153898e,12/05/2024 15:35:31,12/05/2024 15:50:15,12/05/2024 15:50:53,CATD,ESCANER,ACTA PREP
'210665C0100,'210665C01004,'21,PUEBLA,'076,HUEJOTZINGO,'0665,'01,C,'00,1,4,sin_dato,714,sin_dato,sin_dato,,99,,,,166,35,,,,sin_dato,,,,16,3,sin_dato,319.0,714,734,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,b459625a5bb92a29d791e25435ebf6c83ca33a752a6bbebdc8bcb7416a587c78,12/05/2024 15:36:12,12/05/2024 15:50:14,12/05/2024 15:50:36,CATD,ESCANER,ACTA PREP
'210665C0200,'210665C02004,'21,PUEBLA,'076,HUEJOTZINGO,'0665,'02,C,'00,1,4,sin_dato,713,sin_dato,sin_dato,,55,,,,11,15,,,,sin_dato,,,,15,1,sin_dato,97.0,713,733,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,5b3c6d03562d57259495703734fada0e85b4207dca1d8123c5e44321a418dd41,12/05/2024 15:37:31,12/05/2024 15:50:06,12/05/2024 15:50:34,CATD,ESCANER,ACTA PREP
'210665C0300,'210665C03004,'21,PUEBLA,'076,HUEJOTZINGO,'0665,'03,C,'00,1,4,sin_dato,713,sin_dato,sin_dato,,157,,,,53,27,,,,sin_dato,,,,8,8,sin_dato,253.0,713,733,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,f06dd6579220607566fb169ba422f9782dd01de3dd029a118296891e3d8f0432,12/05/2024 15:39:20,12/05/2024 15:51:12,12/05/2024 15:51:36,CATD,ESCANER,ACTA PREP
'210666B0100,'210666B01004,'21,PUEBLA,'076,HUEJOTZINGO,'0666,'01,B,'00,2,4,sin_dato,581,sin_dato,sin_dato,,124,,,,100,141,,,,sin_dato,,,,1,4,sin_dato,370.0,581,601,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,d88d4d18044a83ade57d61ff20422e8a40f37155c32656c25711dbb34d1e7027,12/05/2024 15:40:07,12/05/2024 15:52:39,12/05/2024 15:58:13,CATD,ESCANER,ACTA PREP
'210666C0100,'210666C01004,'21,PUEBLA,'076,HUEJOTZINGO,'0666,'01,C,'00,2,4,sin_dato,581,sin_dato,sin_dato,,85,,,,55,150,,,,sin_dato,,,,14,2,sin_dato,306.0,581,601,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,d0e7b95db27e8d747e383d5cb7bdb176197c85fd83b5ad374ec884b5d14f083d,12/05/2024 15:40:50,12/05/2024 15:52:37,12/05/2024 15:53:19,CATD,ESCANER,ACTA PREP
'210666C0200,'210666C02004,'21,PUEBLA,'076,HUEJOTZINGO,'0666,'02,C,'00,2,4,sin_dato,581,sin_dato,sin_dato,,123,,,,41,25,,,,sin_dato,,,,9,6,sin_dato,204.0,581,601,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,01521055f6da88c6cbc31cd19a138ada26fa296b11efc85e26859d85b2a7c1ca,12/05/2024 15:45:59,12/05/2024 15:53:18,12/05/2024 15:53:56,CATD,ESCANER,ACTA PREP
'210666C0300,'210666C03004,'21,PUEBLA,'076,HUEJOTZINGO,'0666,'03,C,'00,2,4,sin_dato,580,sin_dato,sin_dato,,139,,,,28,129,,,,sin_dato,,,,12,2,sin_dato,310.0,580,600,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,2d1a19b50a43c95ef7d1178f8054f791668b0a1d12409ea0e8a28614b71e3ba6,12/05/2024 15:43:59,12/05/2024 15:53:29,12/05/2024 15:54:10,CATD,ESCANER,ACTA PREP
'210667B0100,'210667B01004,'21,PUEBLA,'076,HUEJOTZINGO,'0667,'01,B,'00,2,4,sin_dato,708,sin_dato,sin_dato,,0,,,,0,0,,,,sin_dato,,,,0,0,sin_dato,0,708,728,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,ea713318df18dde0b067e2ff60686bf6b60ce5db3b3f7b535e13df91738189e8,12/05/2024 15:45:38,12/05/2024 15:53:37,12/05/2024 15:54:57,CATD,ESCANER,ACTA PREP
'210667C0100,'210667C01004,'21,PUEBLA,'076,HUEJOTZINGO,'0667,'01,C,'00,2,4,-,-,-,-,,-,,,,-,-,,,,-,,,,-,-,-,0,707,727,-,-,-,-,-,-,-,-,-,-
'210667C0200,'210667C02004,'21,PUEBLA,'076,HUEJOTZINGO,'0667,'02,C,'00,2,4,sin_dato,707,sin_dato,sin_dato,,0,,,,0,0,,,,sin_dato,,,,sin_dato,sin_dato,sin_dato,0,707,727,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,ad1924509b719b79faf0cccd4b08fb724db6cc4fb97368d3b1dac673e5990fd7,12/05/2024 15:46:27,12/05/2024 15:53:56,12/05/2024 15:54:45,CATD,ESCANER,ACTA PREP
'210668B0100,'210668B01004,'21,PUEBLA,'076,HUEJOTZINGO,'0668,'01,B,'00,2,4,sin_dato,646,sin_dato,sin_dato,,45,,,,57,120,,,,sin_dato,,,,11,6,sin_dato,239.0,646,666,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,a69a3720bff41d20b4379870700370303ee1085f0099e84c0ee0a2bbad2b00f4,12/05/2024 15:47:27,12/05/2024 15:54:44,12/05/2024 15:55:22,CATD,ESCANER,ACTA PREP
'210668C0100,'210668C01004,'21,PUEBLA,'076,HUEJOTZINGO,'0668,'01,C,'00,2,4,sin_dato,645,sin_dato,sin_dato,,47,,,,123,69,,,,sin_dato,,,,7,7,sin_dato,253.0,645,665,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,a94863c9d67bb2e8aba86af4e9899dfe6b032adba67961724109b24272b0ff7c,12/05/2024 15:48:48,12/05/2024 15:55:00,12/05/2024 15:55:38,CATD,ESCANER,ACTA PREP
'210668C0200,'210668C02004,'21,PUEBLA,'076,HUEJOTZINGO,'0668,'02,C,'00,2,4,sin_dato,645,sin_dato,sin_dato,,0,,,,0,0,,,,sin_dato,,,,0,0,sin_dato,0,645,665,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,4bac84137e0741324501090e286df90f73889a5f0bbed14531fbf77d010f0b1a,12/05/2024 15:49:51,12/05/2024 15:55:20,12/05/2024 15:57:44,CATD,ESCANER,ACTA PREP
'210668C0300,'210668C03004,'21,PUEBLA,'076,HUEJOTZINGO,'0668,'03,C,'00,2,4,sin_dato,645,sin_dato,sin_dato,,46,,,,149,50,,,,sin_dato,,,,sin_dato,sin_dato,sin_dato,245.0,645,665,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,f5f6aa0e746f707848573ea0253e6b2c58d35a7f564d00967aba015346eae14e,12/05/2024 15:51:33,12/05/2024 15:56:39,12/05/2024 15:57:07,CATD,ESCANER,ACTA PREP
'210668E0100,'210668E01004,'21,PUEBLA,'076,HUEJOTZINGO,'0668,'01,E,'00,2,4,sin_dato,668,sin_dato,sin_dato,,5,,,,23,16,,,,sin_dato,,,,2,1,sin_dato,47.0,132,152,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,a2beb870d4227fd9aa52599406799448fdb0682580503a204e860549e3844b16,12/05/2024 15:53:16,12/05/2024 15:56:16,12/05/2024 15:59:18,CATD,ESCANER,ACTA PREP
'210669B0100,'210669B01004,'21,PUEBLA,'076,HUEJOTZINGO,'0669,'01,B,'00,2,4,sin_dato,615,sin_dato,sin_dato,,146,,,,100,29,,,,sin_dato,,,,3,2,sin_dato,280.0,615,635,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,a63d6e5e82b116d0df9220c51343932b2bc768980718172b69571dacbc43c4e4,12/05/2024 15:54:12,12/05/2024 15:57:00,12/05/2024 15:57:28,CATD,ESCANER,ACTA PREP
'210670B0100,'210670B01004,'21,PUEBLA,'076,HUEJOTZINGO,'0670,'01,B,'00,1,4,sin_dato,709,sin_dato,sin_dato,,53,,,,51,86,,,,sin_dato,,,,9,1,sin_dato,200.0,709,729,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,510f174a9e872041758eb052379fc0f943427841bc0aa1ce68c40b4d2b44f53b,12/05/2024 15:55:08,12/05/2024 15:57:33,12/05/2024 15:58:14,CATD,ESCANER,ACTA PREP
'210670C0100,'210670C01004,'21,PUEBLA,'076,HUEJOTZINGO,'0670,'01,C,'00,1,4,sin_dato,709,sin_dato,sin_dato,,120,,,,31,153,,,,sin_dato,,,,8,6,sin_dato,318.0,709,729,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,3a5b28de309c688287d1767da3d0f4874722da8fccf226cd5f191999abdfa9ff,12/05/2024 15:56:04,12/05/2024 15:57:45,12/05/2024 15:59:22,CATD,ESCANER,ACTA PREP
'210670C0200,'210670C02004,'21,PUEBLA,'076,HUEJOTZINGO,'0670,'02,C,'00,1,4,sin_dato,709,sin_dato,sin_dato,,108,,,,74,29,,,,sin_dato,,,,10,3,sin_dato,224.0,709,729,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,eaa6239bde39e13bbff8e6ad065c8a90bf40eae188d15e8153fd35a62f01ee1a,12/05/2024 15:56:59,12/05/2024 15:58:49,12/05/2024 15:59:56,CATD,ESCANER,ACTA PREP
'210670C0300,'210670C03004,'21,PUEBLA,'076,HUEJOTZINGO,'0670,'03,C,'00,1,4,sin_dato,708,sin_dato,sin_dato,,0,,,,0,0,,,,sin_dato,,,,0,0,sin_dato,0,708,728,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,cd1863e17118095b300f67a57e564908c76fa62618c8b3c4330f45e86c875354,12/05/2024 15:57:52,12/05/2024 15:58:52,12/05/2024 16:01:13,CATD,ESCANER,ACTA PREP
'210671B0100,'210671B01004,'21,PUEBLA,'076,HUEJOTZINGO,'0671,'01,B,'00,2,4,sin_dato,597,sin_dato,sin_dato,,57,,,,43,21,,,,sin_dato,,,,10,2,sin_dato,133.0,597,617,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,d0a8df8d63b0e89bf25e4d70247799d07768d61fcf83296a6e11774af7782475,12/05/2024 15:58:38,12/05/2024 15:59:29,12/05/2024 16:00:37,CATD,ESCANER,ACTA PREP
'210671C0100,'210671C01004,'21,PUEBLA,'076,HUEJOTZINGO,'0671,'01,C,'00,2,4,sin_dato,536,sin_dato,sin_dato,,18,,,,73,42,,,,sin_dato,,,,4,2,sin_dato,139.0,596,616,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,efddd9c900b2f2c8fa612ca29635a3b6b3b2b24ff561c6809fb62817ceadd0c3,12/05/2024 15:59:34,12/05/2024 16:00:37,12/05/2024 16:01:18,CATD,ESCANER,ACTA PREP
'210672B0100,'210672B01004,'21,PUEBLA,'076,HUEJOTZINGO,'0672,'01,B,'00,2,4,sin_dato,620,sin_dato,sin_dato,,113,,,,65,82,,,,sin_dato,,,,16,7,sin_dato,283.0,620,640,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,2e2917d6338cf155c543323d810778704c53358e3710bbe42ad3d46da4416747,12/05/2024 16:00:40,12/05/2024 16:01:01,12/05/2024 16:01:48,CATD,ESCANER,ACTA PREP
'210672C0100,'210672C01004,'21,PUEBLA,'076,HUEJOTZINGO,'0672,'01,C,'00,2,4,-,-,-,-,,-,,,,-,-,,,,-,,,,-,-,-,0,619,639,-,-,-,-,-,-,-,-,-,-
'210672C0200,'210672C02004,'21,PUEBLA,'076,HUEJOTZINGO,'0672,'02,C,'00,2,4,-,-,-,-,,-,,,,-,-,,,,-,,,,-,-,-,0,619,639,-,-,-,-,-,-,-,-,-,-
'210672C0300,'210672C03004,'21,PUEBLA,'076,HUEJOTZINGO,'0672,'03,C,'00,2,4,-,-,-,-,,-,,,,-,-,,,,-,,,,-,-,-,0,619,639,-,-,-,-,-,-,-,-,-,-
'210672E0100,'210672E01004,'21,PUEBLA,'076,HUEJOTZINGO,'0672,'01,E,'00,2,4,-,-,-,-,,-,,,,-,-,,,,-,,,,-,-,-,0,535,555,-,-,-,-,-,-,-,-,-,-
'211677B0100,'211677B01004,'21,PUEBLA,'123,SAN FELIPE TEOTLALCINGO,'1677,'01,B,'00,2,4,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,-,-,-,0,550,570,-,-,-,-,-,-,-,-,-,-
'211677C0100,'211677C01004,'21,PUEBLA,'123,SAN FELIPE TEOTLALCINGO,'1677,'01,C,'00,2,4,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,-,-,-,0,549,569,-,-,-,-,-,-,-,-,-,-
'211677C0200,'211677C02004,'21,PUEBLA,'123,SAN FELIPE TEOTLALCINGO,'1677,'02,C,'00,2,4,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,-,-,-,0,549,569,-,-,-,-,-,-,-,-,-,-
'211678B0100,'211678B01004,'21,PUEBLA,'123,SAN FELIPE TEOTLALCINGO,'1678,'01,B,'00,1,4,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,-,-,-,0,697,717,-,-,-,-,-,-,-,-,-,-
'211678C0100,'211678C01004,'21,PUEBLA,'123,SAN FELIPE TEOTLALCINGO,'1678,'01,C,'00,1,4,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,-,-,-,0,697,717,-,-,-,-,-,-,-,-,-,-
'211678C0200,'211678C02004,'21,PUEBLA,'123,SAN FELIPE TEOTLALCINGO,'1678,'02,C,'00,1,4,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,-,-,-,0,697,717,-,-,-,-,-,-,-,-,-,-
'211679B0100,'211679B01004,'21,PUEBLA,'123,SAN FELIPE TEOTLALCINGO,'1679,'01,B,'00,2,4,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,-,-,-,0,529,549,-,-,-,-,-,-,-,-,-,-
'211679C0100,'211679C01004,'21,PUEBLA,'123,SAN FELIPE TEOTLALCINGO,'1679,'01,C,'00,2,4,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,-,-,-,0,529,549,-,-,-,-,-,-,-,-,-,-
'211679C0200,'211679C02004,'21,PUEBLA,'123,SAN FELIPE TEOTLALCINGO,'1679,'02,C,'00,2,4,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,-,-,-,0,528,548,-,-,-,-,-,-,-,-,-,-
'211680B0100,'211680B01004,'21,PUEBLA,'123,SAN FELIPE TEOTLALCINGO,'1680,'01,B,'00,2,4,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,-,-,-,0,749,769,-,-,-,-,-,-,-,-,-,-
'211680C0100,'211680C01004,'21,PUEBLA,'123,SAN FELIPE TEOTLALCINGO,'1680,'01,C,'00,2,4,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,-,-,-,0,749,769,-,-,-,-,-,-,-,-,-,-
'211680C0200,'211680C02004,'21,PUEBLA,'123,SAN FELIPE TEOTLALCINGO,'1680,'02,C,'00,2,4,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,-,-,-,0,749,769,-,-,-,-,-,-,-,-,-,-
'211681B0100,'211681B01004,'21,PUEBLA,'123,SAN FELIPE TEOTLALCINGO,'1681,'01,B,'00,2,4,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,-,-,-,0,634,654,-,-,-,-,-,-,-,-,-,-
'211720B0100,'211720B01004,'21,PUEBLA,'133,SAN MARTIN TEXMELUCAN,'1720,'01,B,'00,1,4,sin_dato,682,sin_dato,sin_dato,,,91,,,80,127,,40,,sin_dato,,,,2,3,sin_dato,343.0,683,703,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,84c7065f95df01eec9da6e136e5bcb3b92dfd2d6359d3b67a4608614b8fd1ec3,12/05/2024 11:52:17,12/05/2024 11:56:17,12/05/2024 11:58:05,CATD,ESCANER,ACTA PREP
'211720C0100,'211720C01004,'21,PUEBLA,'133,SAN MARTIN TEXMELUCAN,'1720,'01,C,'00,1,4,sin_dato,682,sin_dato,sin_dato,,,37,,,41,138,,56,,sin_dato,,,,9,2,sin_dato,283.0,682,702,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,2eb117805a43dc7ac703f2545d089eec069d64a3394acf53c87735f0d0443de7,12/05/2024 11:53:46,12/05/2024 11:57:54,12/05/2024 12:28:22,CATD,ESCANER,ACTA PREP
'211720C0200,'211720C02004,'21,PUEBLA,'133,SAN MARTIN TEXMELUCAN,'1720,'02,C,'00,1,4,sin_dato,682,sin_dato,sin_dato,,,12,,,120,80,,82,,sin_dato,,,,14,6,sin_dato,314.0,682,702,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,bc81512bc78809333c3686bcb9d5ac8e97f1ec3ff6af4cd82e139b8f7cadd7bb,12/05/2024 14:17:36,12/05/2024 14:52:14,12/05/2024 14:54:41,CATD,ESCANER,ACTA PREP
'211720C0300,'211720C03004,'21,PUEBLA,'133,SAN MARTIN TEXMELUCAN,'1720,'03,C,'00,1,4,-,-,-,-,,,-,,,-,-,,-,,-,,,,-,-,-,0,682,702,-,-,-,-,-,-,-,-,-,-
'211720C0400,'211720C04004,'21,PUEBLA,'133,SAN MARTIN TEXMELUCAN,'1720,'04,C,'00,1,4,-,-,-,-,,,-,,,-,-,,-,,-,,,,-,-,-,0,682,702,-,-,-,-,-,-,-,-,-,-
'211720C0500,'211720C05004,'21,PUEBLA,'133,SAN MARTIN TEXMELUCAN,'1720,'05,C,'00,1,4,-,-,-,-,,,-,,,-,-,,-,,-,,,,-,-,-,0,682,702,-,-,-,-,-,-,-,-,-,-
'211720C0600,'211720C06004,'21,PUEBLA,'133,SAN MARTIN TEXMELUCAN,'1720,'06,C,'00,1,4,sin_dato,682,sin_dato,sin_dato,,,71,,,12,62,,105,,sin_dato,,,,7,1,sin_dato,258.0,682,702,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,74e87f4320a959ea3d370231c68eb399cb298389d7f38bbb48065981a677c6be,12/05/2024 14:08:10,12/05/2024 14:43:23,12/05/2024 14:45:40,CATD,ESCANER,ACTA PREP
