DIPUTACIONES LOCALES (INCLUYE RESULTADOS DE MAYORÍA RELATIVA Y REPRESENTACIÓN PROPORCIONAL)
26/05/2024 11:20 (UTC-6)

ACTAS_ESPERADAS,ACTAS_REGISTRADAS,ACTAS_FUERA_CATALOGO,ACTAS_CAPTURADAS,PORCENTAJE_ACTAS_CAPTURADAS,ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_INCONSISTENCIAS,ACTAS_NO_CONTABILIZADAS,LISTA_NOMINAL_ACTAS_CONTABILIZADAS,TOTAL_VOTOS_C_CS,TOTAL_VOTOS_S_CS,PORCENTAJE_PARTICIPACION_CIUDADANA
8423,372,1,371,4.4046%,370,4.3927%,2.7781%,1,223016,47424.0,47336.0,21.2253%

CLAVE_CASILLA,CLAVE_ACTA,ID_ENTIDAD,ENTIDAD,ID_DISTRITO_LOCAL,DISTRITO_LOCAL,SECCION,ID_CASILLA,TIPO_CASILLA,EXT_CONTIGUA,UBICACION_CASILLA,TIPO_ACTA,TOTAL_BOLETAS_SOBRANTES,TOTAL_PERSONAS_VOTARON,TOTAL_REP_PARTIDO_CI_VOTARON,TOTAL_VOTOS_SACADOS,PAN,PRI,PRD,PT,PVEM,MC,PSI,MORENA,NAP,FXMP,C_PAN_PRI_PRD_PSI,C_PAN_PRI_PRD,C_PAN_PRI_PSI,C_PAN_PRD_PSI,C_PRI_PRD_PSI,C_PAN_PRI,C_PAN_PRD,C_PAN_PSI,C_PRI_PRD,C_PRI_PSI,C_PRD_PSI,C_PT_PVEM_MORENA_NAP_FXMP,C_PT_PVEM_MORENA_NAP,C_PT_PVEM_MORENA_FXMP,C_PT_PVEM_NAP_FXMP,C_PT_MORENA_NAP_FXMP,C_PVEM_MORENA_NAP_FXMP,C_PT_PVEM_MORENA,C_PT_PVEM_NAP,C_PT_PVEM_FXMP,C_PT_MORENA_NAP,C_PT_MORENA_FXMP,C_PT_NAP_FXMP,C_PVEM_MORENA_NAP,C_PVEM_MORENA_FXMP,C_PVEM_NAP_FXMP,C_MORENA_NAP_FXMP,C_PT_PVEM,C_PT_MORENA,C_PT_NAP,C_PT_FXMP,C_PVEM_MORENA,C_PVEM_NAP,C_PVEM_FXMP,C_MORENA_NAP,C_MORENA_FXMP,C_NAP_FXMP,NO_REGISTRADAS,NULOS,TOTAL_VOTOS_ASENTADO,TOTAL_VOTOS_CALCULADO,LISTA_NOMINAL,REPRESENTANTES_PP_CI,OBSERVACIONES,CONTABILIZADA,MECANISMOS_TRASLADO,CODIGO_INTEGRIDAD,FECHA_HORA_ACOPIO,FECHA_HORA_CAPTURA,FECHA_HORA_VERIFICACION,ORIGEN,DIGITALIZACION,TIPO_DOCUMENTO
'210816C0200,'210816C02003,'21,PUEBLA,'005,LIBRES,'0816,'02,C,'00,2,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,724,744,-,-,-,-,-,-,-,-,-,-
'210817B0100,'210817B01003,'21,PUEBLA,'005,LIBRES,'0817,'01,B,'00,2,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,581,601,-,-,-,-,-,-,-,-,-,-
'210817C0100,'210817C01003,'21,PUEBLA,'005,LIBRES,'0817,'01,C,'00,2,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,581,601,-,-,-,-,-,-,-,-,-,-
'210817C0200,'210817C02003,'21,PUEBLA,'005,LIBRES,'0817,'02,C,'00,2,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,580,600,-,-,-,-,-,-,-,-,-,-
'210818B0100,'210818B01003,'21,PUEBLA,'005,LIBRES,'0818,'01,B,'00,2,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,701,721,-,-,-,-,-,-,-,-,-,-
'210818C0100,'210818C01003,'21,PUEBLA,'005,LIBRES,'0818,'01,C,'00,2,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,701,721,-,-,-,-,-,-,-,-,-,-
'210819B0100,'210819B01003,'21,PUEBLA,'005,LIBRES,'0819,'01,B,'00,2,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,679,699,-,-,-,-,-,-,-,-,-,-
'210819C0100,'210819C01003,'21,PUEBLA,'005,LIBRES,'0819,'01,C,'00,2,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,679,699,-,-,-,-,-,-,-,-,-,-
'210819C0200,'210819C02003,'21,PUEBLA,'005,LIBRES,'0819,'02,C,'00,2,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,679,699,-,-,-,-,-,-,-,-,-,-
'210819C0300,'210819C03003,'21,PUEBLA,'005,LIBRES,'0819,'03,C,'00,2,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,679,699,-,-,-,-,-,-,-,-,-,-
'210821B0100,'210821B01003,'21,PUEBLA,'014,CIUDAD SERDAN,'0821,'01,B,'00,2,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,488,508,-,-,-,-,-,-,-,-,-,-
'210822B0100,'210822B01003,'21,PUEBLA,'014,CIUDAD SERDAN,'0822,'01,B,'00,2,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,495,515,-,-,-,-,-,-,-,-,-,-
'210822C0100,'210822C01003,'21,PUEBLA,'014,CIUDAD SERDAN,'0822,'01,C,'00,2,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,495,515,-,-,-,-,-,-,-,-,-,-
'210822E0100,'210822E01003,'21,PUEBLA,'014,CIUDAD SERDAN,'0822,'01,E,'00,2,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,706,726,-,-,-,-,-,-,-,-,-,-
'210846B0100,'210846B01003,'21,PUEBLA,'014,CIUDAD SERDAN,'0846,'01,B,'00,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,640,660,-,-,-,-,-,-,-,-,-,-
'210846C0100,'210846C01003,'21,PUEBLA,'014,CIUDAD SERDAN,'0846,'01,C,'00,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,640,660,-,-,-,-,-,-,-,-,-,-
'210846C0200,'210846C02003,'21,PUEBLA,'014,CIUDAD SERDAN,'0846,'02,C,'00,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,640,660,-,-,-,-,-,-,-,-,-,-
'210846C0300,'210846C03003,'21,PUEBLA,'014,CIUDAD SERDAN,'0846,'03,C,'00,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,640,660,-,-,-,-,-,-,-,-,-,-
'210847B0100,'210847B01003,'21,PUEBLA,'014,CIUDAD SERDAN,'0847,'01,B,'00,2,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,655,675,-,-,-,-,-,-,-,-,-,-
'210847C0100,'210847C01003,'21,PUEBLA,'014,CIUDAD SERDAN,'0847,'01,C,'00,2,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,655,675,-,-,-,-,-,-,-,-,-,-
'210847C0200,'210847C02003,'21,PUEBLA,'014,CIUDAD SERDAN,'0847,'02,C,'00,2,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,655,675,-,-,-,-,-,-,-,-,-,-
'210847C0300,'210847C03003,'21,PUEBLA,'014,CIUDAD SERDAN,'0847,'03,C,'00,2,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,655,675,-,-,-,-,-,-,-,-,-,-
'210847C0400,'210847C04003,'21,PUEBLA,'014,CIUDAD SERDAN,'0847,'04,C,'00,2,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,655,675,-,-,-,-,-,-,-,-,-,-
'210848B0100,'210848B01003,'21,PUEBLA,'014,CIUDAD SERDAN,'0848,'01,B,'00,2,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,560,580,-,-,-,-,-,-,-,-,-,-
'210848C0100,'210848C01003,'21,PUEBLA,'014,CIUDAD SERDAN,'0848,'01,C,'00,2,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,559,579,-,-,-,-,-,-,-,-,-,-
'210848C0200,'210848C02003,'21,PUEBLA,'014,CIUDAD SERDAN,'0848,'02,C,'00,2,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,559,579,-,-,-,-,-,-,-,-,-,-
'210850B0100,'210850B01003,'21,PUEBLA,'014,CIUDAD SERDAN,'0850,'01,B,'00,2,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,650,670,-,-,-,-,-,-,-,-,-,-
'210850C0100,'210850C01003,'21,PUEBLA,'014,CIUDAD SERDAN,'0850,'01,C,'00,2,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,650,670,-,-,-,-,-,-,-,-,-,-
'210850C0200,'210850C02003,'21,PUEBLA,'014,CIUDAD SERDAN,'0850,'02,C,'00,2,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,650,670,-,-,-,-,-,-,-,-,-,-
'210850C0300,'210850C03003,'21,PUEBLA,'014,CIUDAD SERDAN,'0850,'03,C,'00,2,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,649,669,-,-,-,-,-,-,-,-,-,-
'210850C0400,'210850C04003,'21,PUEBLA,'014,CIUDAD SERDAN,'0850,'04,C,'00,2,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,649,669,-,-,-,-,-,-,-,-,-,-
'210851B0100,'210851B01003,'21,PUEBLA,'014,CIUDAD SERDAN,'0851,'01,B,'00,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,628,648,-,-,-,-,-,-,-,-,-,-
'210851C0100,'210851C01003,'21,PUEBLA,'014,CIUDAD SERDAN,'0851,'01,C,'00,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,627,647,-,-,-,-,-,-,-,-,-,-
'210851C0200,'210851C02003,'21,PUEBLA,'014,CIUDAD SERDAN,'0851,'02,C,'00,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,627,647,-,-,-,-,-,-,-,-,-,-
'210851C0300,'210851C03003,'21,PUEBLA,'014,CIUDAD SERDAN,'0851,'03,C,'00,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,627,647,-,-,-,-,-,-,-,-,-,-
'210851C0400,'210851C04003,'21,PUEBLA,'014,CIUDAD SERDAN,'0851,'04,C,'00,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,627,647,-,-,-,-,-,-,-,-,-,-
'210853B0100,'210853B01003,'21,PUEBLA,'014,CIUDAD SERDAN,'0853,'01,B,'00,2,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,615,635,-,-,-,-,-,-,-,-,-,-
'210854B0100,'210854B01003,'21,PUEBLA,'005,LIBRES,'0854,'01,B,'00,2,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,515,535,-,-,-,-,-,-,-,-,-,-
'210854C0100,'210854C01003,'21,PUEBLA,'005,LIBRES,'0854,'01,C,'00,2,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,514,534,-,-,-,-,-,-,-,-,-,-
'210854C0200,'210854C02003,'21,PUEBLA,'005,LIBRES,'0854,'02,C,'00,2,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,514,534,-,-,-,-,-,-,-,-,-,-
'210855B0100,'210855B01003,'21,PUEBLA,'005,LIBRES,'0855,'01,B,'00,2,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,538,558,-,-,-,-,-,-,-,-,-,-
'210855C0100,'210855C01003,'21,PUEBLA,'005,LIBRES,'0855,'01,C,'00,2,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,538,558,-,-,-,-,-,-,-,-,-,-
'210855C0200,'210855C02003,'21,PUEBLA,'005,LIBRES,'0855,'02,C,'00,2,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,538,558,-,-,-,-,-,-,-,-,-,-
'210856B0100,'210856B01003,'21,PUEBLA,'005,LIBRES,'0856,'01,B,'00,2,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,680,700,-,-,-,-,-,-,-,-,-,-
'210875B0100,'210875B01003,'21,PUEBLA,'014,CIUDAD SERDAN,'0875,'01,B,'00,2,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,550,570,-,-,-,-,-,-,-,-,-,-
'210875C0100,'210875C01003,'21,PUEBLA,'014,CIUDAD SERDAN,'0875,'01,C,'00,2,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,550,570,-,-,-,-,-,-,-,-,-,-
'210875C0200,'210875C02003,'21,PUEBLA,'014,CIUDAD SERDAN,'0875,'02,C,'00,2,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,549,569,-,-,-,-,-,-,-,-,-,-
'210876B0100,'210876B01003,'21,PUEBLA,'014,CIUDAD SERDAN,'0876,'01,B,'00,2,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,683,703,-,-,-,-,-,-,-,-,-,-
'210876C0100,'210876C01003,'21,PUEBLA,'014,CIUDAD SERDAN,'0876,'01,C,'00,2,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,683,703,-,-,-,-,-,-,-,-,-,-
'210877B0100,'210877B01003,'21,PUEBLA,'014,CIUDAD SERDAN,'0877,'01,B,'00,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,694,714,-,-,-,-,-,-,-,-,-,-
'210877C0100,'210877C01003,'21,PUEBLA,'014,CIUDAD SERDAN,'0877,'01,C,'00,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,693,713,-,-,-,-,-,-,-,-,-,-
'210877C0200,'210877C02003,'21,PUEBLA,'014,CIUDAD SERDAN,'0877,'02,C,'00,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,693,713,-,-,-,-,-,-,-,-,-,-
'210877C0300,'210877C03003,'21,PUEBLA,'014,CIUDAD SERDAN,'0877,'03,C,'00,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,693,713,-,-,-,-,-,-,-,-,-,-
'210877C0400,'210877C04003,'21,PUEBLA,'014,CIUDAD SERDAN,'0877,'04,C,'00,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,693,713,-,-,-,-,-,-,-,-,-,-
'210878B0100,'210878B01003,'21,PUEBLA,'014,CIUDAD SERDAN,'0878,'01,B,'00,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,589,609,-,-,-,-,-,-,-,-,-,-
'210878C0100,'210878C01003,'21,PUEBLA,'014,CIUDAD SERDAN,'0878,'01,C,'00,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,588,608,-,-,-,-,-,-,-,-,-,-
'210879B0100,'210879B01003,'21,PUEBLA,'014,CIUDAD SERDAN,'0879,'01,B,'00,2,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,506,526,-,-,-,-,-,-,-,-,-,-
'210879C0100,'210879C01003,'21,PUEBLA,'014,CIUDAD SERDAN,'0879,'01,C,'00,2,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,505,525,-,-,-,-,-,-,-,-,-,-
'210879C0200,'210879C02003,'21,PUEBLA,'014,CIUDAD SERDAN,'0879,'02,C,'00,2,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,505,525,-,-,-,-,-,-,-,-,-,-
'210880B0100,'210880B01003,'21,PUEBLA,'014,CIUDAD SERDAN,'0880,'01,B,'00,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,504,524,-,-,-,-,-,-,-,-,-,-
'210880C0100,'210880C01003,'21,PUEBLA,'014,CIUDAD SERDAN,'0880,'01,C,'00,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,504,524,-,-,-,-,-,-,-,-,-,-
'210881B0100,'210881B01003,'21,PUEBLA,'014,CIUDAD SERDAN,'0881,'01,B,'00,2,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,549,569,-,-,-,-,-,-,-,-,-,-
'210881C0100,'210881C01003,'21,PUEBLA,'014,CIUDAD SERDAN,'0881,'01,C,'00,2,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,549,569,-,-,-,-,-,-,-,-,-,-
'210882B0100,'210882B01003,'21,PUEBLA,'014,CIUDAD SERDAN,'0882,'01,B,'00,2,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,667,687,-,-,-,-,-,-,-,-,-,-
'210882C0100,'210882C01003,'21,PUEBLA,'014,CIUDAD SERDAN,'0882,'01,C,'00,2,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,667,687,-,-,-,-,-,-,-,-,-,-
'210882E0100,'210882E01003,'21,PUEBLA,'014,CIUDAD SERDAN,'0882,'01,E,'00,2,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,631,651,-,-,-,-,-,-,-,-,-,-
'211626B0100,'211626B01003,'21,PUEBLA,'005,LIBRES,'1626,'01,B,'00,2,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,573,593,-,-,-,-,-,-,-,-,-,-
