AYUNTAMIENTOS
26/05/2024 11:20 (UTC-6)

ACTAS_ESPERADAS,ACTAS_REGISTRADAS,ACTAS_FUERA_CATALOGO,ACTAS_CAPTURADAS,PORCENTAJE_ACTAS_CAPTURADAS,ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_INCONSISTENCIAS,ACTAS_NO_CONTABILIZADAS,LISTA_NOMINAL_ACTAS_CONTABILIZADAS,TOTAL_VOTOS_C_CS,TOTAL_VOTOS_S_CS,PORCENTAJE_PARTICIPACION_CIUDADANA
8352,1228,1,1227,14.6910%,1216,14.5593%,3.7476%,11,748491,75201.0,75201.0,10.0470%

CLAVE_CASILLA,CLAVE_ACTA,ID_ENTIDAD,ENTIDAD,ID_MUNICIPIO,MUNICIPIO,SECCION,ID_CASILLA,TIPO_CASILLA,EXT_CONTIGUA,UBICACION_CASILLA,TIPO_ACTA,TOTAL_BOLETAS_SOBRANTES,TOTAL_PERSONAS_VOTARON,TOTAL_REP_PARTIDO_CI_VOTARON,TOTAL_VOTOS_SACADOS,PAN,PRI,PRD,PT,PVEM,MC,PSI,MORENA,NAP,FXMP,C_PAN_PRI_PRD_PSI,C_PAN_PRI_PRD,C_PAN_PRI_PSI,C_PAN_PRD_PSI,C_PRI_PRD_PSI,C_PAN_PRI,C_PAN_PRD,C_PAN_PSI,C_PRI_PRD,C_PRI_PSI,C_PRD_PSI,C_PT_PVEM_MORENA_NAP_FXMP,C_PT_PVEM_MORENA_NAP,C_PT_PVEM_MORENA_FXMP,C_PT_PVEM_NAP_FXMP,C_PT_MORENA_NAP_FXMP,C_PVEM_MORENA_NAP_FXMP,C_PT_PVEM_MORENA,C_PT_PVEM_NAP,C_PT_PVEM_FXMP,C_PT_MORENA_NAP,C_PT_MORENA_FXMP,C_PT_NAP_FXMP,C_PVEM_MORENA_NAP,C_PVEM_MORENA_FXMP,C_PVEM_NAP_FXMP,C_MORENA_NAP_FXMP,C_PT_PVEM,C_PT_MORENA,C_PT_NAP,C_PT_FXMP,C_PVEM_MORENA,C_PVEM_NAP,C_PVEM_FXMP,C_MORENA_NAP,C_MORENA_FXMP,C_NAP_FXMP,CAND_IND_1,CAND_IND_2,NO_REGISTRADAS,NULOS,TOTAL_VOTOS_ASENTADO,TOTAL_VOTOS_CALCULADO,LISTA_NOMINAL,REPRESENTANTES_PP_CI,OBSERVACIONES,CONTABILIZADA,MECANISMOS_TRASLADO,CODIGO_INTEGRIDAD,FECHA_HORA_ACOPIO,FECHA_HORA_CAPTURA,FECHA_HORA_VERIFICACION,ORIGEN,DIGITALIZACION,TIPO_DOCUMENTO
'212450B0100,'212450B01004,'21,PUEBLA,'207,ZACAPOAXTLA,'2450,'01,B,'00,2,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,436,456,-,-,-,-,-,-,-,-,-,-
'212450C0100,'212450C01004,'21,PUEBLA,'207,ZACAPOAXTLA,'2450,'01,C,'00,2,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,435,455,-,-,-,-,-,-,-,-,-,-
'212451B0100,'212451B01004,'21,PUEBLA,'207,ZACAPOAXTLA,'2451,'01,B,'00,2,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,463,483,-,-,-,-,-,-,-,-,-,-
'212451C0100,'212451C01004,'21,PUEBLA,'207,ZACAPOAXTLA,'2451,'01,C,'00,2,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,463,483,-,-,-,-,-,-,-,-,-,-
'212452B0100,'212452B01004,'21,PUEBLA,'207,ZACAPOAXTLA,'2452,'01,B,'00,2,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,721,741,-,-,-,-,-,-,-,-,-,-
'212452C0100,'212452C01004,'21,PUEBLA,'207,ZACAPOAXTLA,'2452,'01,C,'00,2,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,721,741,-,-,-,-,-,-,-,-,-,-
'212452C0200,'212452C02004,'21,PUEBLA,'207,ZACAPOAXTLA,'2452,'02,C,'00,2,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,721,741,-,-,-,-,-,-,-,-,-,-
'212453B0100,'212453B01004,'21,PUEBLA,'207,ZACAPOAXTLA,'2453,'01,B,'00,2,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,454,474,-,-,-,-,-,-,-,-,-,-
'212454B0100,'212454B01004,'21,PUEBLA,'207,ZACAPOAXTLA,'2454,'01,B,'00,2,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,613,633,-,-,-,-,-,-,-,-,-,-
'212454C0100,'212454C01004,'21,PUEBLA,'207,ZACAPOAXTLA,'2454,'01,C,'00,2,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,612,632,-,-,-,-,-,-,-,-,-,-
'212455B0100,'212455B01004,'21,PUEBLA,'207,ZACAPOAXTLA,'2455,'01,B,'00,2,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,614,634,-,-,-,-,-,-,-,-,-,-
'212456B0100,'212456B01004,'21,PUEBLA,'207,ZACAPOAXTLA,'2456,'01,B,'00,2,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,393,413,-,-,-,-,-,-,-,-,-,-
'212457B0100,'212457B01004,'21,PUEBLA,'207,ZACAPOAXTLA,'2457,'01,B,'00,2,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,262,282,-,-,-,-,-,-,-,-,-,-
'212457E0100,'212457E01004,'21,PUEBLA,'207,ZACAPOAXTLA,'2457,'01,E,'00,2,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,409,429,-,-,-,-,-,-,-,-,-,-
'212457E0101,'212457E01014,'21,PUEBLA,'207,ZACAPOAXTLA,'2457,'01,E,'01,2,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,408,428,-,-,-,-,-,-,-,-,-,-
'212458B0100,'212458B01004,'21,PUEBLA,'207,ZACAPOAXTLA,'2458,'01,B,'00,2,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,649,669,-,-,-,-,-,-,-,-,-,-
'212458C0100,'212458C01004,'21,PUEBLA,'207,ZACAPOAXTLA,'2458,'01,C,'00,2,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,649,669,-,-,-,-,-,-,-,-,-,-
'212458C0200,'212458C02004,'21,PUEBLA,'207,ZACAPOAXTLA,'2458,'02,C,'00,2,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,649,669,-,-,-,-,-,-,-,-,-,-
'212458C0300,'212458C03004,'21,PUEBLA,'207,ZACAPOAXTLA,'2458,'03,C,'00,2,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,648,668,-,-,-,-,-,-,-,-,-,-
'212459B0100,'212459B01004,'21,PUEBLA,'207,ZACAPOAXTLA,'2459,'01,B,'00,2,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,619,639,-,-,-,-,-,-,-,-,-,-
'212502B0100,'212502B01004,'21,PUEBLA,'211,ZARAGOZA,'2502,'01,B,'00,1,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,671,691,-,-,-,-,-,-,-,-,-,-
'212502C0100,'212502C01004,'21,PUEBLA,'211,ZARAGOZA,'2502,'01,C,'00,1,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,670,690,-,-,-,-,-,-,-,-,-,-
'212503B0100,'212503B01004,'21,PUEBLA,'211,ZARAGOZA,'2503,'01,B,'00,1,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,697,717,-,-,-,-,-,-,-,-,-,-
'212503C0100,'212503C01004,'21,PUEBLA,'211,ZARAGOZA,'2503,'01,C,'00,1,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,697,717,-,-,-,-,-,-,-,-,-,-
'212503C0200,'212503C02004,'21,PUEBLA,'211,ZARAGOZA,'2503,'02,C,'00,1,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,697,717,-,-,-,-,-,-,-,-,-,-
'212503C0300,'212503C03004,'21,PUEBLA,'211,ZARAGOZA,'2503,'03,C,'00,1,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,696,716,-,-,-,-,-,-,-,-,-,-
'212505B0100,'212505B01004,'21,PUEBLA,'211,ZARAGOZA,'2505,'01,B,'00,2,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,673,693,-,-,-,-,-,-,-,-,-,-
'212505C0100,'212505C01004,'21,PUEBLA,'211,ZARAGOZA,'2505,'01,C,'00,2,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,673,693,-,-,-,-,-,-,-,-,-,-
'212505C0200,'212505C02004,'21,PUEBLA,'211,ZARAGOZA,'2505,'02,C,'00,2,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,672,692,-,-,-,-,-,-,-,-,-,-
'212505E0100,'212505E01004,'21,PUEBLA,'211,ZARAGOZA,'2505,'01,E,'00,2,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,579,599,-,-,-,-,-,-,-,-,-,-
'212506B0100,'212506B01004,'21,PUEBLA,'211,ZARAGOZA,'2506,'01,B,'00,2,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,670,690,-,-,-,-,-,-,-,-,-,-
'212506C0100,'212506C01004,'21,PUEBLA,'211,ZARAGOZA,'2506,'01,C,'00,2,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,670,690,-,-,-,-,-,-,-,-,-,-
'212506C0200,'212506C02004,'21,PUEBLA,'211,ZARAGOZA,'2506,'02,C,'00,2,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,669,689,-,-,-,-,-,-,-,-,-,-
'212507B0100,'212507B01004,'21,PUEBLA,'211,ZARAGOZA,'2507,'01,B,'00,2,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,437,457,-,-,-,-,-,-,-,-,-,-
'212507C0100,'212507C01004,'21,PUEBLA,'211,ZARAGOZA,'2507,'01,C,'00,2,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,437,457,-,-,-,-,-,-,-,-,-,-
'212535B0100,'212535B01004,'21,PUEBLA,'216,ZOQUIAPAN,'2535,'01,B,'00,2,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,701,721,-,-,-,-,-,-,-,-,-,-
'212535C0100,'212535C01004,'21,PUEBLA,'216,ZOQUIAPAN,'2535,'01,C,'00,2,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,701,721,-,-,-,-,-,-,-,-,-,-
'212535E0100,'212535E01004,'21,PUEBLA,'216,ZOQUIAPAN,'2535,'01,E,'00,2,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,339,359,-,-,-,-,-,-,-,-,-,-
'212536B0100,'212536B01004,'21,PUEBLA,'216,ZOQUIAPAN,'2536,'01,B,'00,1,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,402,422,-,-,-,-,-,-,-,-,-,-
'212674B0100,'212674B01004,'21,PUEBLA,'017,ATEMPAN,'2674,'01,B,'00,2,4,SIN DATO,SIN DATO,SIN DATO,SIN DATO,6,6,6,6,6,6,6,6,6,6,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,0,0,0,-,0,-,-,-,-,SIN DATO,SIN DATO,SIN DATO,60,457,477,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,ae916ee077b75aad0632716ba5fadcf6f6951561a3041b6281a9d4bc87f3472b,26/05/2024 11:00:58,26/05/2024 11:02:17,26/05/2024 11:03:35,CATD,ESCANER,ACTA PREP
'212674C0100,'212674C01004,'21,PUEBLA,'017,ATEMPAN,'2674,'01,C,'00,2,4,SIN DATO,SIN DATO,SIN DATO,SIN DATO,6,6,6,6,6,6,6,6,6,6,-,-,-,-,-,-,-,-,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,6,0,0,-,0,-,-,-,-,SIN DATO,SIN DATO,SIN DATO,72,456,476,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,1eaeb451922c0c75aa76fb048e98b71f440a329c51da811e6797eabb5acb8a88,26/05/2024 11:01:38,26/05/2024 11:03:49,26/05/2024 11:05:32,CATD,ESCANER,ACTA PREP
'212675B0100,'212675B01004,'21,PUEBLA,'017,ATEMPAN,'2675,'01,B,'00,2,4,SIN DATO,SIN DATO,SIN DATO,SIN DATO,6,6,6,6,6,6,6,6,6,6,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,0,0,0,-,0,-,-,-,-,SIN DATO,SIN DATO,SIN DATO,60,746,766,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,c5871bcda78132a11a0b3dd026a061a93a84fe4962069c4a03b4f227fbc9385b,26/05/2024 11:02:28,26/05/2024 11:04:33,26/05/2024 11:05:00,CATD,ESCANER,ACTA PREP
'212675C0100,'212675C01004,'21,PUEBLA,'017,ATEMPAN,'2675,'01,C,'00,2,4,SIN DATO,SIN DATO,SIN DATO,SIN DATO,6,6,6,6,6,6,6,6,6,6,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,0,0,0,-,0,-,-,-,-,SIN DATO,SIN DATO,SIN DATO,60,746,766,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,813c23f18cfa1d6415b0a8e3200d317a4844067f5bea0d63b53f7640772a74e8,26/05/2024 11:03:30,26/05/2024 11:05:26,26/05/2024 11:05:53,CATD,ESCANER,ACTA PREP
'212675C0200,'212675C02004,'21,PUEBLA,'017,ATEMPAN,'2675,'02,C,'00,2,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,745,765,-,-,-,-,-,-,-,-,-,-
'212675C0300,'212675C03004,'21,PUEBLA,'017,ATEMPAN,'2675,'03,C,'00,2,4,SIN DATO,SIN DATO,SIN DATO,SIN DATO,6,6,6,6,6,6,6,6,6,6,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,0,0,0,-,0,-,-,-,-,SIN DATO,SIN DATO,SIN DATO,60,745,765,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,94d68d4da5fca695956c979339cbaff6a05c9fb3a64e7179987ebd3602d6ee2e,26/05/2024 11:04:39,26/05/2024 11:06:37,26/05/2024 11:07:10,CATD,ESCANER,ACTA PREP
'212681B0100,'212681B01004,'21,PUEBLA,'186,TLATLAUQUITEPEC,'2681,'01,B,'00,2,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,526,546,-,-,-,-,-,-,-,-,-,-
'212681C0100,'212681C01004,'21,PUEBLA,'186,TLATLAUQUITEPEC,'2681,'01,C,'00,2,4,SIN DATO,SIN DATO,SIN DATO,SIN DATO,10,10,10,10,10,10,10,10,10,10,-,-,10,-,-,0,-,0,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,0,-,-,5,4,SIN DATO,119,525,545, - ,1,F,663291442590b7f11fda6935b212637a9110a75b05d77d50bed17b304f51cffe,26/05/2024 10:53:51,26/05/2024 10:54:57,26/05/2024 10:56:07,CATD,ESCANER,ACTA PREP
'212681C0200,'212681C02004,'21,PUEBLA,'186,TLATLAUQUITEPEC,'2681,'02,C,'00,2,4,SIN DATO,SIN DATO,SIN DATO,SIN DATO,10,10,10,10,10,10,10,10,10,10,-,-,10,-,-,0,-,0,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,0,-,-,3,4,SIN DATO,117,525,545, - ,1,F,991c78c00a210b8bfeb0582cbf7b7e28e06e63d351e3fe4ff8b53a94aa02ffda,26/05/2024 10:54:27,26/05/2024 10:55:28,26/05/2024 10:56:50,CATD,ESCANER,ACTA PREP
'212682B0100,'212682B01004,'21,PUEBLA,'186,TLATLAUQUITEPEC,'2682,'01,B,'00,2,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,708,728,-,-,-,-,-,-,-,-,-,-
'212682C0100,'212682C01004,'21,PUEBLA,'186,TLATLAUQUITEPEC,'2682,'01,C,'00,2,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,707,727,-,-,-,-,-,-,-,-,-,-
'212683B0100,'212683B01004,'21,PUEBLA,'186,TLATLAUQUITEPEC,'2683,'01,B,'00,2,4,SIN DATO,SIN DATO,SIN DATO,SIN DATO,10,10,10,10,10,10,10,10,10,10,-,-,10,-,-,0,-,0,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,0,-,-,0,2,SIN DATO,112,365,385, - ,1,F,7fa32eab1fce9acc89c542e38a97f2aa8bfc9f44052930d5f972bbe4b6b2510c,26/05/2024 10:57:21,26/05/2024 10:58:22,26/05/2024 10:58:50,CATD,ESCANER,ACTA PREP
'212728B0100,'212728B01004,'21,PUEBLA,'017,ATEMPAN,'2728,'01,B,'00,2,4,SIN DATO,SIN DATO,SIN DATO,SIN DATO,6,6,6,6,6,6,6,6,6,6,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,0,0,0,-,0,-,-,-,-,SIN DATO,SIN DATO,SIN DATO,60,586,606,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,b15ad22fd104c9ae4dfdb6fc2e565e99c52658c0fc375bfb520dbd06b17f011c,26/05/2024 11:05:10,26/05/2024 11:07:22,26/05/2024 11:08:11,CATD,ESCANER,ACTA PREP
'212729B0100,'212729B01004,'21,PUEBLA,'044,CUETZALAN DEL PROGRESO,'2729,'01,B,'00,2,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,353,373,-,-,-,-,-,-,-,-,-,-
'212730B0100,'212730B01004,'21,PUEBLA,'044,CUETZALAN DEL PROGRESO,'2730,'01,B,'00,2,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,392,412,-,-,-,-,-,-,-,-,-,-
'212731B0100,'212731B01004,'21,PUEBLA,'186,TLATLAUQUITEPEC,'2731,'01,B,'00,2,4,SIN DATO,SIN DATO,SIN DATO,SIN DATO,10,10,10,10,10,10,10,10,10,10,-,-,10,-,-,0,-,0,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,0,-,-,2,3,SIN DATO,115,227,247, - ,1,F,8e86e06860d6c2ac48e8b0a70a0d7cfd7525d412942c1d8573c3891dc2027a47,26/05/2024 10:58:00,26/05/2024 10:59:05,26/05/2024 11:00:50,CATD,ESCANER,ACTA PREP
'212732B0100,'212732B01004,'21,PUEBLA,'186,TLATLAUQUITEPEC,'2732,'01,B,'00,2,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,397,417,-,-,-,-,-,-,-,-,-,-
'212734B0100,'212734B01004,'21,PUEBLA,'204,YAONAHUAC,'2734,'01,B,'00,2,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,387,407,-,-,-,-,-,-,-,-,-,-
'212735B0100,'212735B01004,'21,PUEBLA,'204,YAONAHUAC,'2735,'01,B,'00,2,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,386,406,-,-,-,-,-,-,-,-,-,-
