GUBERNATURA
03/06/2024 18:00 (UTC-6)

ACTAS_ESPERADAS,ACTAS_REGISTRADAS,ACTAS_FUERA_CATALOGO,ACTAS_CAPTURADAS,PORCENTAJE_ACTAS_CAPTURADAS,ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_INCONSISTENCIAS,ACTAS_NO_CONTABILIZADAS,LISTA_NOMINAL_ACTAS_CONTABILIZADAS,TOTAL_VOTOS_C_CS,TOTAL_VOTOS_S_CS,PORCENTAJE_PARTICIPACION_CIUDADANA
8334,7770,12,7758,93.0885,6767,81.1975,17.9865,991,4070910,2619742.0,2600241.0,63.8737

CLAVE_CASILLA,CLAVE_ACTA,ID_ENTIDAD,ENTIDAD,ID_DISTRITO,DISTRITO,SECCION,ID_CASILLA,TIPO_CASILLA,EXT_CONTIGUA,UBICACION_CASILLA,TIPO_ACTA,TOTAL_BOLETAS_SOBRANTES,TOTAL_PERSONAS_VOTARON,TOTAL_REP_PARTIDO_CI_VOTARON,TOTAL_VOTOS_SACADOS,PAN,PRI,PRD,PT,PVEM,MC,PSI,MORENA,NAP,FXMP,C_PAN_PRI_PRD_PSI,C_PAN_PRI_PRD,C_PAN_PRI_PSI,C_PAN_PRD_PSI,C_PRI_PRD_PSI,C_PAN_PRI,C_PAN_PRD,C_PAN_PSI,C_PRI_PRD,C_PRI_PSI,C_PRD_PSI,C_PT_PVEM_MORENA_NAP_FXMP,C_PT_PVEM_MORENA_NAP,C_PT_PVEM_MORENA_FXMP,C_PT_PVEM_NAP_FXMP,C_PT_MORENA_NAP_FXMP,C_PVEM_MORENA_NAP_FXMP,C_PT_PVEM_MORENA,C_PT_PVEM_NAP,C_PT_PVEM_FXMP,C_PT_MORENA_NAP,C_PT_MORENA_FXMP,C_PT_NAP_FXMP,C_PVEM_MORENA_NAP,C_PVEM_MORENA_FXMP,C_PVEM_NAP_FXMP,C_MORENA_NAP_FXMP,C_PT_PVEM,C_PT_MORENA,C_PT_NAP,C_PT_FXMP,C_PVEM_MORENA,C_PVEM_NAP,C_PVEM_FXMP,C_MORENA_NAP,C_MORENA_FXMP,C_NAP_FXMP,NO_REGISTRADAS,NULOS,TOTAL_VOTOS_ASENTADO,TOTAL_VOTOS_CALCULADO,LISTA_NOMINAL,REPRESENTANTES_PP_CI,OBSERVACIONES,CONTABILIZADA,MECANISMOS_TRASLADO,CODIGO_INTEGRIDAD,FECHA_HORA_ACOPIO,FECHA_HORA_CAPTURA,FECHA_HORA_VERIFICACION,ORIGEN,DIGITALIZACION,TIPO_DOCUMENTO
'212232E0100,'212232E01002,'21,PUEBLA,'005,LIBRES,'2232,'01,E,'00,2,2,622,385,10,395,14,0,0,49,13,136,3,136,1,2,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,SIN DATO,396,588,20, - ,1,F,f6bbe5a245aed3943117591855512e09d3aa4032f1a373042af679eedb2626dc,03/06/2024 14:24:24,03/06/2024 14:53:15,03/06/2024 14:54:05,CATD,ESCANER,ACTA PREP
'212394B0100,'212394B01002,'21,PUEBLA,'005,LIBRES,'2394,'01,B,'00,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,651,20,-,-,-,-,-,-,-,-,-,-
'212394C0100,'212394C01002,'21,PUEBLA,'005,LIBRES,'2394,'01,C,'00,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,651,20,-,-,-,-,-,-,-,-,-,-
'212394C0200,'212394C02002,'21,PUEBLA,'005,LIBRES,'2394,'02,C,'00,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,651,20,-,-,-,-,-,-,-,-,-,-
'212394C0300,'212394C03002,'21,PUEBLA,'005,LIBRES,'2394,'03,C,'00,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,650,20,-,-,-,-,-,-,-,-,-,-
'212395B0100,'212395B01002,'21,PUEBLA,'005,LIBRES,'2395,'01,B,'00,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,703,20,-,-,-,-,-,-,-,-,-,-
'212395C0100,'212395C01002,'21,PUEBLA,'005,LIBRES,'2395,'01,C,'00,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,703,20,-,-,-,-,-,-,-,-,-,-
'212396B0100,'212396B01002,'21,PUEBLA,'005,LIBRES,'2396,'01,B,'00,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,616,20,-,-,-,-,-,-,-,-,-,-
'212396C0100,'212396C01002,'21,PUEBLA,'005,LIBRES,'2396,'01,C,'00,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,616,20,-,-,-,-,-,-,-,-,-,-
'212396C0200,'212396C02002,'21,PUEBLA,'005,LIBRES,'2396,'02,C,'00,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,616,20,-,-,-,-,-,-,-,-,-,-
'212397B0100,'212397B01002,'21,PUEBLA,'005,LIBRES,'2397,'01,B,'00,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,657,20,-,-,-,-,-,-,-,-,-,-
'212397C0100,'212397C01002,'21,PUEBLA,'005,LIBRES,'2397,'01,C,'00,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,656,20,-,-,-,-,-,-,-,-,-,-
'212397C0200,'212397C02002,'21,PUEBLA,'005,LIBRES,'2397,'02,C,'00,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,656,20,-,-,-,-,-,-,-,-,-,-
'212397C0300,'212397C03002,'21,PUEBLA,'005,LIBRES,'2397,'03,C,'00,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,656,20,-,-,-,-,-,-,-,-,-,-
'212398B0100,'212398B01002,'21,PUEBLA,'005,LIBRES,'2398,'01,B,'00,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,672,20,-,-,-,-,-,-,-,-,-,-
'212398C0100,'212398C01002,'21,PUEBLA,'005,LIBRES,'2398,'01,C,'00,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,672,20,-,-,-,-,-,-,-,-,-,-
'212398C0200,'212398C02002,'21,PUEBLA,'005,LIBRES,'2398,'02,C,'00,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,672,20,-,-,-,-,-,-,-,-,-,-
'212399B0100,'212399B01002,'21,PUEBLA,'005,LIBRES,'2399,'01,B,'00,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,741,20,-,-,-,-,-,-,-,-,-,-
'212399C0100,'212399C01002,'21,PUEBLA,'005,LIBRES,'2399,'01,C,'00,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,741,20,-,-,-,-,-,-,-,-,-,-
'212399C0200,'212399C02002,'21,PUEBLA,'005,LIBRES,'2399,'02,C,'00,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,740,20,-,-,-,-,-,-,-,-,-,-
'212399C0300,'212399C03002,'21,PUEBLA,'005,LIBRES,'2399,'03,C,'00,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,740,20,-,-,-,-,-,-,-,-,-,-
'212400B0100,'212400B01002,'21,PUEBLA,'005,LIBRES,'2400,'01,B,'00,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,647,20,-,-,-,-,-,-,-,-,-,-
'212400C0100,'212400C01002,'21,PUEBLA,'005,LIBRES,'2400,'01,C,'00,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,647,20,-,-,-,-,-,-,-,-,-,-
'212400E0100,'212400E01002,'21,PUEBLA,'005,LIBRES,'2400,'01,E,'00,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,470,20,-,-,-,-,-,-,-,-,-,-
'212400E0101,'212400E01012,'21,PUEBLA,'005,LIBRES,'2400,'01,E,'01,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,469,20,-,-,-,-,-,-,-,-,-,-
'212401B0100,'212401B01002,'21,PUEBLA,'005,LIBRES,'2401,'01,B,'00,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,719,20,-,-,-,-,-,-,-,-,-,-
'212401C0100,'212401C01002,'21,PUEBLA,'005,LIBRES,'2401,'01,C,'00,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,719,20,-,-,-,-,-,-,-,-,-,-
'212401C0200,'212401C02002,'21,PUEBLA,'005,LIBRES,'2401,'02,C,'00,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,719,20,-,-,-,-,-,-,-,-,-,-
'212401C0300,'212401C03002,'21,PUEBLA,'005,LIBRES,'2401,'03,C,'00,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,719,20,-,-,-,-,-,-,-,-,-,-
'212402B0100,'212402B01002,'21,PUEBLA,'005,LIBRES,'2402,'01,B,'00,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,567,20,-,-,-,-,-,-,-,-,-,-
'212402C0100,'212402C01002,'21,PUEBLA,'005,LIBRES,'2402,'01,C,'00,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,567,20,-,-,-,-,-,-,-,-,-,-
'212402C0200,'212402C02002,'21,PUEBLA,'005,LIBRES,'2402,'02,C,'00,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,566,20,-,-,-,-,-,-,-,-,-,-
'212402C0300,'212402C03002,'21,PUEBLA,'005,LIBRES,'2402,'03,C,'00,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,566,20,-,-,-,-,-,-,-,-,-,-
'212403B0100,'212403B01002,'21,PUEBLA,'005,LIBRES,'2403,'01,B,'00,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,619,20,-,-,-,-,-,-,-,-,-,-
'212403C0100,'212403C01002,'21,PUEBLA,'005,LIBRES,'2403,'01,C,'00,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,618,20,-,-,-,-,-,-,-,-,-,-
'212403E0100,'212403E01002,'21,PUEBLA,'005,LIBRES,'2403,'01,E,'00,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,552,20,-,-,-,-,-,-,-,-,-,-
'212403E0101,'212403E01012,'21,PUEBLA,'005,LIBRES,'2403,'01,E,'01,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,552,20,-,-,-,-,-,-,-,-,-,-
'212404B0100,'212404B01002,'21,PUEBLA,'005,LIBRES,'2404,'01,B,'00,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,554,20,-,-,-,-,-,-,-,-,-,-
'212404C0100,'212404C01002,'21,PUEBLA,'005,LIBRES,'2404,'01,C,'00,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,554,20,-,-,-,-,-,-,-,-,-,-
'212404C0200,'212404C02002,'21,PUEBLA,'005,LIBRES,'2404,'02,C,'00,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,554,20,-,-,-,-,-,-,-,-,-,-
'212676B0100,'212676B01002,'21,PUEBLA,'006,TEZIUTLAN,'2676,'01,B,'00,2,2,223,466,3,466,71,70,5,20,10,17,12,142,25,42,23,2,0,0,1,2,0,0,1,1,1,3,1,0,0,0,1,2,1,0,0,0,0,0,0,0,0,2,4,2,0,1,0,0,0,2,4,SIN DATO,27,SIN DATO,495,657,20,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,7fbbb1fc36aebf592f7d0c5b38baa7a7b9f515d252349e543574ce4730f3575c,03/06/2024 05:43:54,03/06/2024 06:56:56,03/06/2024 07:40:55,CASILLA,MOVIL,ACTA PREP
'212676C0100,'212676C01002,'21,PUEBLA,'006,TEZIUTLAN,'2676,'01,C,'00,2,2,252,437,437,439,53,50,3,25,13,20,13,153,12,47,2,0,0,1,0,1,0,0,SIN DATO,SIN DATO,SIN DATO,3,1,1,SIN DATO,SIN DATO,1,2,SIN DATO,SIN DATO,SIN DATO,SIN DATO,1,SIN DATO,1,SIN DATO,1,SIN DATO,1,1,SIN DATO,SIN DATO,SIN DATO,SIN DATO,1,1,3,SIN DATO,23,439,434,657,20,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,af9bf38572301f2aea520bec8da3d3d9654229805804b49bf5dbd892f7e61b93,03/06/2024 05:36:18,03/06/2024 06:52:42,03/06/2024 06:56:14,CASILLA,MOVIL,ACTA PREP
'212676C0200,'212676C02002,'21,PUEBLA,'006,TEZIUTLAN,'2676,'02,C,'00,2,2,232,450,9,459,61,73,4,17,17,17,14,155,21,44,2,0,1,0,0,2,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2,1,3,0,15,459,456,657,20, - ,1,F,8f350d39c8ee3e70cc0342a58169a1610792e57a6c20ea95933c6b659361a1fd,03/06/2024 05:20:27,03/06/2024 06:36:01,03/06/2024 07:06:27,CASILLA,MOVIL,ACTA PREP
'212676C0300,'212676C03002,'21,PUEBLA,'006,TEZIUTLAN,'2676,'03,C,'00,2,2,247,429,14,443,35,78,5,24,16,21,11,141,11,55,1,2,4,0,0,2,0,0,0,0,0,3,0,1,0,0,0,2,0,0,1,0,0,1,0,0,0,1,3,0,0,2,0,0,1,0,4,0,18,443,443,656,20, - ,1,F,e615cf87bcd11e1509069100eeb7450af246e6f4bb5e3334d7ca117228653cd8,03/06/2024 05:17:52,03/06/2024 06:32:27,03/06/2024 07:04:04,CASILLA,MOVIL,ACTA PREP
'212676C0400,'212676C04002,'21,PUEBLA,'006,TEZIUTLAN,'2676,'04,C,'00,2,2,233,450,7,457,62,71,7,26,14,25,148,15,30,4,1,1,0,0,0,0,1,1,0,0,0,4,0,0,0,0,1,0,0,0,0,0,3,1,0,1,2,1,1,0,0,0,0,0,0,2,4,0,19,457,445,656,20, - ,1,F,ace1f6a1f81cfa2906586601ac7e06ebc2d687d3494deb27083bc207c67cbabb,03/06/2024 05:33:07,03/06/2024 06:45:41,03/06/2024 06:52:42,CASILLA,MOVIL,ACTA PREP
'212677B0100,'212677B01002,'21,PUEBLA,'006,TEZIUTLAN,'2677,'01,B,'00,2,2,231,493,1,494,46,123,6,24,8,27,17,110,16,50,3,2,1,0,2,4,1,0,0,0,1,6,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,6,0,0,2,0,1,0,0,0,0,27,494,489,691,20, - ,1,F,4cc0a4387b218dcff75acf617e0ebe951c25357bf33f92b48cbb6240a8729282,03/06/2024 04:20:00,03/06/2024 05:40:48,03/06/2024 05:44:20,CASILLA,MOVIL,ACTA PREP
'212678B0100,'212678B01002,'21,PUEBLA,'006,TEZIUTLAN,'2678,'01,B,'00,2,2,111,293,SIN DATO,293,14,21,1,13,18,7,3,139,9,45,1,1,0,0,0,1,1,0,0,0,0,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,2,0,9,293,293,370,20, - ,1,F,477d265d232d8e4b7ef7c761829c8f9e6c7d94737d1cb262ded194a854311ff1,03/06/2024 01:28:56,03/06/2024 01:34:07,03/06/2024 02:04:50,CASILLA,MOVIL,ACTA PREP
'212679B0100,'212679B01002,'21,PUEBLA,'006,TEZIUTLAN,'2679,'01,B,'00,2,2,148,400,14,414,65,50,4,15,19,22,12,127,14,52,0,2,0,1,0,2,0,0,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1,3,0,13,414,413,528,20, - ,1,F,7d342a9fb627af05b6810560f87a5e2e7910980aa843ea20815c8f89b78718b0,03/06/2024 02:12:48,03/06/2024 02:34:29,03/06/2024 02:39:37,CASILLA,MOVIL,ACTA PREP
'212679C0100,'212679C01002,'21,PUEBLA,'006,TEZIUTLAN,'2679,'01,C,'00,2,2,186,369,7,376,130,SIN DATO,SIN DATO,SIN DATO,SIN DATO,29,SIN DATO,200,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,17,376,376,528,20,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,83eb7382c73125adef6e21c82433d6f21084b1379e6b7fd531cc504c828174a1,03/06/2024 01:20:14,03/06/2024 01:21:18,03/06/2024 01:22:16,CASILLA,MOVIL,ACTA PREP
'212680B0100,'212680B01002,'21,PUEBLA,'006,TEZIUTLAN,'2680,'01,B,'00,2,2,188,504,6,510,66,136,7,18,12,13,19,19,18,30,8,4,0,0,1,6,2,0,0,1,0,7,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,2,0,0,0,1,0,0,1,0,0,29,509,407,664,20, - ,1,F,9e97c40f6cf39587200e9b62afd973d4b3da65a8b4897f4e7862f654f120e8da,03/06/2024 07:31:01,03/06/2024 08:23:19,03/06/2024 08:58:35,CASILLA,MOVIL,ACTA PREP
'212680C0100,'212680C01002,'21,PUEBLA,'006,TEZIUTLAN,'2680,'01,C,'00,2,2,203,484,9,696,58,130,3,22,9,22,2,127,25,42,1,4,0,0,0,3,1,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,27,485,481,663,20, - ,1,F,2028790f1334e398853c47f3ac78731c60c338d5899521e2d4e3da03e516e3c6,03/06/2024 11:58:46,03/06/2024 12:00:37,03/06/2024 12:06:06,CATD,ESCANER,ACTA PREP
'212680C0200,'212680C02002,'21,PUEBLA,'006,TEZIUTLAN,'2680,'02,C,'00,2,2,209,483,4,487,69,115,0,23,12,19,8,119,18,50,2,3,2,1,1,0,0,0,1,2,0,9,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,5,3,0,20,488,488,663,20, - ,1,F,cd6a6d4d3f22eb15a8ad98a2aff14be842f76d72110051e369cf446b8b5ff09e,03/06/2024 07:32:24,03/06/2024 08:24:02,03/06/2024 08:28:35,CASILLA,MOVIL,ACTA PREP
'212680C0300,'212680C03002,'21,PUEBLA,'006,TEZIUTLAN,'2680,'03,C,'00,2,2,208,484,5,489,59,147,4,18,19,20,11,105,13,47,3,6,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5,0,20,484,484,663,20, - ,1,F,c58a32914c2475d3ad54d95a248a09c9d3ecdec1eacefd21c108416ec71e3186,03/06/2024 07:33:21,03/06/2024 08:26:32,03/06/2024 09:00:10,CASILLA,MOVIL,ACTA PREP
'212746B0100,'212746B01002,'21,PUEBLA,'014,CIUDAD SERDAN,'2746,'01,B,'00,2,2,56,126,3,129,17,2,1,32,8,2,4,45,2,4,1,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,129,129,151,20, - ,1,F,b156e90421d3d56a3cecc33bcfa98ec26e9fdcfa986381ef82b3b8981d420030,02/06/2024 21:06:01,02/06/2024 21:07:46,02/06/2024 21:15:08,CASILLA,MOVIL,ACTA PREP
'212747B0100,'212747B01002,'21,PUEBLA,'014,CIUDAD SERDAN,'2747,'01,B,'00,1,2,153,321,474,474,66,8,3,13,47,3,1,143,3,4,0,1,0,0,0,0,0,0,0,0,0,7,1,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,2,1,0,2,0,0,0,0,0,0,10,SIN DATO,320,440,20, - ,1,F,c152e94d477b4d25b2788ba337e451f81fc146c012680e79d7ab7b596aea95a6,03/06/2024 12:38:14,03/06/2024 13:14:29,03/06/2024 13:15:57,CATD,ESCANER,ACTA PREP
'212747C0100,'212747C01002,'21,PUEBLA,'014,CIUDAD SERDAN,'2747,'01,C,'00,1,2,148,321,4,325,61,7,3,7,46,3,1,167,3,3,3,2,0,0,0,1,0,0,0,0,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,0,0,0,0,0,8,325,325,439,20, - ,1,F,a42848ee2c70080d1183aef83def94220e11c85c2bec9127bab6ed44730bbc4d,03/06/2024 12:20:55,03/06/2024 12:35:37,03/06/2024 12:46:33,CATD,ESCANER,ACTA PREP
'212748B0100,'212748B01002,'21,PUEBLA,'014,CIUDAD SERDAN,'2748,'01,B,'00,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,193,20,-,-,-,-,-,-,-,-,-,-
'212749B0100,'212749B01002,'21,PUEBLA,'005,LIBRES,'2749,'01,B,'00,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,629,20,-,-,-,-,-,-,-,-,-,-
