AYUNTAMIENTOS
03/06/2024 20:00 (UTC-6)

ACTAS_ESPERADAS,ACTAS_REGISTRADAS,ACTAS_FUERA_CATALOGO,ACTAS_CAPTURADAS,PORCENTAJE_ACTAS_CAPTURADAS,ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_INCONSISTENCIAS,ACTAS_NO_CONTABILIZADAS,LISTA_NOMINAL_ACTAS_CONTABILIZADAS,TOTAL_VOTOS_C_CS,TOTAL_VOTOS_S_CS,PORCENTAJE_PARTICIPACION_CIUDADANA
8352,7897,12,7885,94.4085,6958,83.3093,13.6254,927,4169515,2687769.0,2682757.0,64.4623

CLAVE_CASILLA,CLAVE_ACTA,ID_ENTIDAD,ENTIDAD,ID_MUNICIPIO,MUNICIPIO,SECCION,ID_CASILLA,TIPO_CASILLA,EXT_CONTIGUA,UBICACION_CASILLA,TIPO_ACTA,TOTAL_BOLETAS_SOBRANTES,TOTAL_PERSONAS_VOTARON,TOTAL_REP_PARTIDO_CI_VOTARON,TOTAL_VOTOS_SACADOS,PAN,PRI,PRD,PT,PVEM,MC,PSI,MORENA,NAP,FXMP,CAND_IND_1,CAND_IND_2,C_PAN_PRI_PRD_PSI,C_PAN_PRI_PRD,C_PAN_PRI_PSI,C_PAN_PRD_PSI,C_PRI_PRD_PSI,C_PAN_PRI,C_PAN_PRD,C_PAN_PSI,C_PRI_PRD,C_PRI_PSI,C_PRD_PSI,C_PT_PVEM_MORENA_NAP_FXMP,C_PT_PVEM_MORENA_NAP,C_PT_PVEM_MORENA_FXMP,C_PT_PVEM_NAP_FXMP,C_PT_MORENA_NAP_FXMP,C_PVEM_MORENA_NAP_FXMP,C_PT_PVEM_MORENA,C_PT_PVEM_NAP,C_PT_PVEM_FXMP,C_PT_MORENA_NAP,C_PT_MORENA_FXMP,C_PT_NAP_FXMP,C_PVEM_MORENA_NAP,C_PVEM_MORENA_FXMP,C_PVEM_NAP_FXMP,C_MORENA_NAP_FXMP,C_PT_PVEM,C_PT_MORENA,C_PT_NAP,C_PT_FXMP,C_PVEM_MORENA,C_PVEM_NAP,C_PVEM_FXMP,C_MORENA_NAP,C_MORENA_FXMP,C_NAP_FXMP,NO_REGISTRADAS,NULOS,TOTAL_VOTOS_ASENTADO,TOTAL_VOTOS_CALCULADO,LISTA_NOMINAL,REPRESENTANTES_PP_CI,OBSERVACIONES,CONTABILIZADA,MECANISMOS_TRASLADO,CODIGO_INTEGRIDAD,FECHA_HORA_ACOPIO,FECHA_HORA_CAPTURA,FECHA_HORA_VERIFICACION,ORIGEN,DIGITALIZACION,TIPO_DOCUMENTO
'212250C0100,'212250C01004,'21,PUEBLA,'181,TLALTENANGO,'2250,'01,C,'00,1,4,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,-,SIN DATO,SIN DATO,SIN DATO,SIN DATO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,SIN DATO,-,-,-,-,-,-,-,-,SIN DATO,SIN DATO,SIN DATO,0,626,20,TODOS ILEGIBLES O SIN DATO,0,F,7fcb768decf6cf6b208f41be7eb72f937f83fa551016f96b8bc4e646aaf79e86,03/06/2024 09:05:59,03/06/2024 09:13:49,03/06/2024 09:15:54,CATD,ESCANER,ACTA PREP
'212250C0200,'212250C02004,'21,PUEBLA,'181,TLALTENANGO,'2250,'02,C,'00,1,4,213,446,SIN DATO,446,4,4,83,14,26,-,140,37,83,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,0,23,446,446,625,20, - ,1,F,1304f80ff0f22ec203ed2e5ae59062d02ff4b458d29fb5fac9a62311b18eb0fd,03/06/2024 08:58:10,03/06/2024 09:10:30,03/06/2024 09:11:20,CATD,ESCANER,ACTA PREP
'212743B0100,'212743B01004,'21,PUEBLA,'076,HUEJOTZINGO,'2743,'01,B,'00,2,4,174,254,4,258,9,6,1,13,33,93,SIN DATO,63,1,4,-,-,-,1,-,-,-,SIN DATO,SIN DATO,-,SIN DATO,-,-,SIN DATO,1,SIN DATO,SIN DATO,3,9,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,1,SIN DATO,SIN DATO,7,1,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,12,258,258,398,20,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,ec41a183df1a976fe907741f50493ba604b98a2864fd03f2584cb12fb0fa3ace,02/06/2024 22:57:43,02/06/2024 22:58:46,03/06/2024 00:12:10,CASILLA,MOVIL,ACTA PREP
'212769B0100,'212769B01004,'21,PUEBLA,'133,SAN MARTIN TEXMELUCAN,'2769,'01,B,'00,1,4,335,398,7,405,18,11,13,12,37,110,1,65,8,2,104,-,-,-,0,-,-,1,-,0,-,0,-,-,-,0,-,-,-,3,-,0,-,1,-,-,0,-,-,0,1,-,0,4,-,0,-,0,-,0,13,SIN DATO,404,705,20, - ,1,F,fa7261385492855a69e38f57f76e295f7d90c57ed1c7587881abbc87078d3347,03/06/2024 03:22:14,03/06/2024 04:40:01,03/06/2024 04:53:59,CATD,ESCANER,ACTA PREP
'212769C0100,'212769C01004,'21,PUEBLA,'133,SAN MARTIN TEXMELUCAN,'2769,'01,C,'00,1,4,329,406,5,411,15,7,12,16,30,139,1,73,4,1,78,-,-,-,1,-,-,0,-,0,-,0,-,-,-,0,-,-,-,0,-,0,-,0,-,-,0,-,-,0,8,-,0,0,-,0,-,0,-,SIN DATO,35,385,420,704,20,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,5caf0556e6f526b5fe62282067fd6e1edfb5603c50b0c6d961334a31dfe1e245,03/06/2024 03:35:15,03/06/2024 04:54:47,03/06/2024 04:55:42,CATD,ESCANER,ACTA PREP
'212769C0200,'212769C02004,'21,PUEBLA,'133,SAN MARTIN TEXMELUCAN,'2769,'02,C,'00,1,4,325,415,SIN DATO,415,20,14,8,17,26,160,1,79,3,1,61,-,-,-,0,-,-,1,-,0,-,0,-,-,-,0,-,-,-,11,-,0,-,0,-,-,0,-,-,0,0,-,0,0,-,0,-,0,-,0,13,415,415,704,20, - ,1,F,a0798c155d512664c7df52633e815c007129a13464373c520668688a216c0a03,03/06/2024 03:38:59,03/06/2024 04:59:37,03/06/2024 05:02:28,CATD,ESCANER,ACTA PREP
'212770B0100,'212770B01004,'21,PUEBLA,'133,SAN MARTIN TEXMELUCAN,'2770,'01,B,'00,1,4,293,382,4,386,10,6,9,11,32,149,1,69,2,1,77,-,-,-,0,-,-,0,-,0,-,0,-,-,-,1,-,-,-,1,-,1,-,0,-,-,0,-,-,1,0,-,0,3,-,0,-,0,-,0,12,SIN DATO,386,643,20, - ,1,F,bf9aaad0efbb1284b7b34613d3c00d4f6206b995c397d46bccb1a5ee1eea2f1a,03/06/2024 02:41:23,03/06/2024 02:43:02,03/06/2024 02:44:15,CATD,ESCANER,ACTA PREP
'212770C0100,'212770C01004,'21,PUEBLA,'133,SAN MARTIN TEXMELUCAN,'2770,'01,C,'00,1,4,295,376,8,384,16,4,6,14,15,159,1,89,6,3,51,-,-,-,0,-,-,0,-,0,-,0,-,-,-,2,-,-,-,2,-,0,-,0,-,-,0,-,-,0,0,-,0,2,-,0,-,0,-,1,16,384,387,643,20, - ,1,F,f06a25410584aa09b24f0c9c4f0f7973b5a7167ad18e933b22c3432ad211623d,03/06/2024 02:53:08,03/06/2024 04:10:08,03/06/2024 04:10:55,CATD,ESCANER,ACTA PREP
'212771B0100,'212771B01004,'21,PUEBLA,'133,SAN MARTIN TEXMELUCAN,'2771,'01,B,'00,1,4,316,363,4,367,10,3,3,13,26,92,1,61,5,1,129,-,-,-,2,-,-,0,-,0,-,0,-,-,-,0,-,-,-,3,-,0,-,0,-,-,1,-,-,0,0,-,0,0,-,0,-,1,-,0,15,367,366,647,20, - ,1,F,950d0299d1aa5d229ac5174e9f9bb18bed67f18a04e38485ba988f6f7c9162eb,03/06/2024 06:09:17,03/06/2024 07:28:20,03/06/2024 07:30:45,CATD,ESCANER,ACTA PREP
'212771C0100,'212771C01004,'21,PUEBLA,'133,SAN MARTIN TEXMELUCAN,'2771,'01,C,'00,1,4,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,-,-,-,SIN ACTA,-,-,SIN ACTA,-,SIN ACTA,-,SIN ACTA,-,-,-,SIN ACTA,-,-,-,SIN ACTA,-,SIN ACTA,-,SIN ACTA,-,-,SIN ACTA,-,-,SIN ACTA,SIN ACTA,-,SIN ACTA,SIN ACTA,-,SIN ACTA,-,SIN ACTA,-,SIN ACTA,SIN ACTA,SIN ACTA,0,647,20,SIN ACTA POR PAQUETE NO ENTREGADO,0,N/A,N/A,N/A,N/A,N/A,CATD,ESCANER,N/A
'212771C0200,'212771C02004,'21,PUEBLA,'133,SAN MARTIN TEXMELUCAN,'2771,'02,C,'00,1,4,331,345,7,352,8,4,1,9,17,82,1,74,7,1,113,-,-,-,0,-,-,2,-,0,-,1,-,-,-,0,-,-,-,6,-,0,-,0,-,-,0,-,-,2,5,-,0,0,-,0,-,0,-,0,27,349,360,647,20, - ,1,F,24a5424a9d0da5679573b6e18c9a4fcb07809a1644a4cb8ce4d644cac1a8b43c,03/06/2024 06:08:17,03/06/2024 07:24:27,03/06/2024 08:16:27,CATD,ESCANER,ACTA PREP
'212772B0100,'212772B01004,'21,PUEBLA,'133,SAN MARTIN TEXMELUCAN,'2772,'01,B,'00,1,4,338,383,11,394,14,14,4,14,24,110,2,88,3,1,88,-,-,-,0,-,-,1,-,0,-,0,-,-,-,3,-,-,-,2,-,0,-,0,-,-,0,-,-,0,0,-,0,5,-,0,-,0,-,0,20,393,393,696,20, - ,1,F,5f6547dbc3c8ae986d27305dd5b8ebd701b6750a84017a1452112653436800b8,03/06/2024 01:30:23,03/06/2024 01:34:17,03/06/2024 01:40:11,CASILLA,MOVIL,ACTA PREP
'212772C0100,'212772C01004,'21,PUEBLA,'133,SAN MARTIN TEXMELUCAN,'2772,'01,C,'00,1,4,318,404,9,413,18,10,1,10,15,117,3,85,8,1,104,-,-,-,0,-,-,1,-,0,-,2,-,-,-,4,-,-,-,0,-,1,-,0,-,-,0,-,-,0,1,-,4,0,-,0,-,0,-,0,28,413,413,695,20, - ,1,F,05a15bc1d6caafc7ccadbe33a2b2daf2872fe9ec5bd414c6e7bef699b4838663,03/06/2024 03:12:51,03/06/2024 04:29:55,03/06/2024 04:37:00,CATD,ESCANER,ACTA PREP
'212772C0200,'212772C02004,'21,PUEBLA,'133,SAN MARTIN TEXMELUCAN,'2772,'02,C,'00,1,4,332,391,8,399,7,3,5,10,20,132,5,78,5,2,110,-,-,-,0,-,-,1,-,0,-,0,-,-,-,1,-,-,-,4,-,0,-,0,-,-,0,-,-,0,0,-,0,2,-,0,-,0,-,0,15,400,400,695,20, - ,1,F,1c3d2149f8af80feae7353a8bf621a644f5c522cb97e12458b25172c843b7ca6,03/06/2024 05:58:16,03/06/2024 07:17:39,03/06/2024 07:19:34,CATD,ESCANER,ACTA PREP
'212773B0100,'212773B01004,'21,PUEBLA,'133,SAN MARTIN TEXMELUCAN,'2773,'01,B,'00,1,4,234,301,8,309,22,7,3,14,13,101,0,59,3,0,73,-,-,-,0,-,-,0,-,0,-,0,-,-,-,0,-,-,-,3,-,0,-,0,-,-,0,-,-,0,0,-,0,0,-,0,-,0,-,0,10,309,308,507,20, - ,1,F,e86d4b875fd4cb39e2ed816e9db3fd9da14c3aaf5276718590b010ffbb019136,02/06/2024 22:02:33,02/06/2024 22:03:44,02/06/2024 22:06:26,CASILLA,MOVIL,ACTA PREP
'212773C0100,'212773C01004,'21,PUEBLA,'133,SAN MARTIN TEXMELUCAN,'2773,'01,C,'00,1,4,217,319,6,325,14,0,1,11,9,127,3,57,3,2,63,-,-,-,1,-,-,3,-,0,-,0,-,-,-,0,-,-,-,7,-,0,-,1,-,-,0,-,-,1,1,-,0,0,-,0,-,0,-,0,21,325,325,506,20, - ,1,F,a7d5e86e97d09e99709d6edbced25aba72c73e3e572220afbfb417240350da50,03/06/2024 04:34:59,03/06/2024 05:53:12,03/06/2024 05:55:34,CATD,ESCANER,ACTA PREP
'212773C0200,'212773C02004,'21,PUEBLA,'133,SAN MARTIN TEXMELUCAN,'2773,'02,C,'00,1,4,247,286,9,295,13,5,1,9,7,113,4,49,1,1,70,-,-,-,2,-,-,0,-,0,-,0,-,-,-,1,-,-,-,3,-,0,-,0,-,-,0,-,-,2,0,-,0,1,-,0,-,0,-,0,13,295,295,506,20, - ,1,F,77a71d03986629be50fd9088148b277b3c162f83a21afce672f354eae44a9de0,03/06/2024 04:32:42,03/06/2024 05:51:05,03/06/2024 05:52:44,CATD,ESCANER,ACTA PREP
'212810B0100,'212810B01004,'21,PUEBLA,'076,HUEJOTZINGO,'2810,'01,B,'00,1,4,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,-,-,-,SIN ACTA,-,-,-,SIN ACTA,SIN ACTA,-,SIN ACTA,-,-,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,0,591,20,SIN ACTA POR PAQUETE NO ENTREGADO,0,N/A,N/A,N/A,N/A,N/A,CATD,ESCANER,N/A
'212810C0100,'212810C01004,'21,PUEBLA,'076,HUEJOTZINGO,'2810,'01,C,'00,1,4,237,381,5,386,21,10,1,9,42,123,7,99,7,1,-,-,-,2,-,-,-,1,1,-,0,-,-,3,0,0,0,0,0,5,1,0,0,0,0,1,0,0,0,0,1,0,0,15,1,0,0,4,2,0,16,343,373,591,20, - ,1,F,3f2fef54948e4648b03b8d1cde2b676d0a0be51b16d566f1dc43d4a056c2c7a9,03/06/2024 05:02:17,03/06/2024 06:19:40,03/06/2024 06:54:23,CATD,ESCANER,ACTA PREP
'212810C0200,'212810C02004,'21,PUEBLA,'076,HUEJOTZINGO,'2810,'02,C,'00,1,4,265,357,3,360,22,4,3,10,43,93,7,103,13,1,-,-,-,0,-,-,-,1,1,-,0,-,-,3,1,0,0,0,6,4,0,0,0,0,1,0,0,0,1,1,10,0,0,16,0,0,0,0,0,0,14,360,358,591,20, - ,1,F,650448efdb5594c9bf0838585a3188eba73aba75220ad1ee8702e8c2929d097e,03/06/2024 05:07:06,03/06/2024 06:22:09,03/06/2024 06:28:14,CATD,ESCANER,ACTA PREP
'212811B0100,'212811B01004,'21,PUEBLA,'076,HUEJOTZINGO,'2811,'01,B,'00,1,4,152,268,13,281,59,8,3,6,13,49,8,108,1,5,-,-,-,6,-,-,-,1,0,-,0,-,-,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,6,281,281,399,20, - ,1,F,38d3a7fde2c9ac87b45dce13f4c6424c2aaf86b24a3a3ad6f72389e5603185d9,03/06/2024 01:04:47,03/06/2024 01:12:02,03/06/2024 01:16:30,CATD,ESCANER,ACTA PREP
'212812B0100,'212812B01004,'21,PUEBLA,'076,HUEJOTZINGO,'2812,'01,B,'00,1,4,300,429,9,438,97,18,2,10,8,75,2,180,2,5,-,-,-,8,-,-,-,0,0,-,0,-,-,5,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,1,12,438,437,704,20, - ,1,F,78ca2b603f1ebe7f1eb4346037fba67856998e64b074ff8bce6163100f272eb3,02/06/2024 22:59:53,02/06/2024 23:01:40,03/06/2024 00:16:45,CASILLA,MOVIL,ACTA PREP
'212813B0100,'212813B01004,'21,PUEBLA,'076,HUEJOTZINGO,'2813,'01,B,'00,1,4,343,276,SIN DATO,7,29,2,2,4,29,60,1,101,3,1,-,-,-,4,-,-,-,1,0,-,0,-,-,6,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,4,5,0,0,6,2,0,0,2,3,0,9,283,283,592,20, - ,1,F,e0e30a0983ddc1fd6d2ce849303d34f16317208ef0b4c03f1a1123355e49e8e2,03/06/2024 01:51:39,03/06/2024 01:53:20,03/06/2024 01:55:04,CATD,ESCANER,ACTA PREP
'212813C0100,'212813C01004,'21,PUEBLA,'076,HUEJOTZINGO,'2813,'01,C,'00,1,4,376,240,10,250,20,2,2,2,32,59,2,95,5,3,-,-,-,2,-,-,-,4,0,-,0,-,-,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0,1,1,0,1,5,250,249,592,20, - ,1,F,02b656f65661a31daca1ae873252563d5547cbde1ed1d937f355cf5860b281ea,03/06/2024 01:34:11,03/06/2024 01:41:08,03/06/2024 01:42:46,CASILLA,MOVIL,ACTA PREP
'212813C0200,'212813C02004,'21,PUEBLA,'076,HUEJOTZINGO,'2813,'02,C,'00,1,4,331,288,7,296,27,7,4,8,34,44,4,114,7,3,-,-,-,3,-,-,-,0,0,-,0,-,-,6,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,1,0,1,9,0,0,0,2,5,1,2,296,286,592,20, - ,1,F,e609177e99b14e465cd8edc7ffd257376306d4c5e39f5e494f2eb18b507fb5a7,03/06/2024 01:24:30,03/06/2024 01:25:43,03/06/2024 01:27:00,CASILLA,MOVIL,ACTA PREP
'212814B0100,'212814B01004,'21,PUEBLA,'076,HUEJOTZINGO,'2814,'01,B,'00,1,4,366,319,7,326,29,8,4,8,49,66,5,110,2,4,-,-,-,0,-,-,-,1,2,-,0,-,-,2,0,SIN DATO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,SIN DATO,SIN DATO,SIN DATO,SIN DATO,326,341,658,20,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,a3ff31c49f940e722fb7d13472fb959d80da54ac3a7f3915f7af390158ec756d,03/06/2024 05:23:29,03/06/2024 06:43:29,03/06/2024 07:16:28,CATD,ESCANER,ACTA PREP
'212814C0100,'212814C01004,'21,PUEBLA,'076,HUEJOTZINGO,'2814,'01,C,'00,1,4,356,333,10,343,27,7,1,11,44,69,5,118,3,3,-,-,-,0,-,-,-,2,1,-,0,-,-,3,2,1,0,0,0,4,0,0,0,1,0,0,1,0,1,0,0,0,0,10,2,0,2,4,2,0,11,346,335,658,20, - ,1,F,7c35d9d7ad2a69109abda7fe11efdba8d1506659f2da4006e7e19b67a1a8b441,03/06/2024 05:21:13,03/06/2024 06:41:12,03/06/2024 06:42:34,CATD,ESCANER,ACTA PREP
'212814C0200,'212814C02004,'21,PUEBLA,'076,HUEJOTZINGO,'2814,'02,C,'00,1,4,330,343,12,355,39,2,0,13,57,79,3,120,2,1,-,-,-,0,-,-,-,1,0,-,0,-,-,2,10,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,1,0,0,0,0,0,13,355,349,658,20, - ,1,F,9cb5fd84368c3a19f746e9260009be106fdb1dd23bea82c7aaaea8996893c31a,03/06/2024 05:18:01,03/06/2024 06:31:59,03/06/2024 06:44:38,CATD,ESCANER,ACTA PREP
'212814C0300,'212814C03004,'21,PUEBLA,'076,HUEJOTZINGO,'2814,'03,C,'00,1,4,333,348,11,359,34,10,1,10,47,80,7,123,5,4,-,-,-,3,-,-,-,0,0,-,0,-,-,2,3,0,1,0,0,6,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,2,0,0,9,350,350,658,20, - ,1,F,b3a7361aee1380c790c7e5e3effaf167fe9d8825191a5810043fafe5c3af49c2,03/06/2024 05:19:55,03/06/2024 06:41:42,03/06/2024 07:09:18,CATD,ESCANER,ACTA PREP
'212814C0400,'212814C04004,'21,PUEBLA,'076,HUEJOTZINGO,'2814,'04,C,'00,1,4,342,341,9,350,39,5,3,7,53,89,3,103,7,3,-,-,-,1,-,-,-,0,0,-,0,-,-,3,0,1,0,0,0,8,0,0,0,1,0,0,0,0,1,0,2,0,0,4,1,0,1,5,4,0,13,357,357,658,20, - ,1,F,8e62453b16aa23c663cb55509760567f877ab94d1aea8d0cedd88004c7273c7b,03/06/2024 01:37:38,03/06/2024 01:46:52,03/06/2024 02:16:03,CASILLA,MOVIL,ACTA PREP
'212815B0100,'212815B01004,'21,PUEBLA,'076,HUEJOTZINGO,'2815,'01,B,'00,1,4,321,276,8,284,32,5,0,9,24,50,2,105,2,9,-,-,-,2,-,-,-,2,0,-,0,-,-,1,1,6,0,1,0,0,0,0,0,0,0,1,1,0,0,12,1,0,0,6,1,0,1,2,1,0,7,284,284,571,20, - ,1,F,97b2c7a7b1211f3cd260957f7fe7fc40eab66714488430be5598281bccb804d8,03/06/2024 03:40:32,03/06/2024 05:05:36,03/06/2024 05:15:16,CATD,ESCANER,ACTA PREP
'212815C0100,'212815C01004,'21,PUEBLA,'076,HUEJOTZINGO,'2815,'01,C,'00,1,4,329,265,10,275,27,8,2,6,24,43,0,94,3,6,-,-,-,6,-,-,-,0,0,-,0,-,-,4,0,0,1,0,1,5,0,0,0,0,0,0,1,0,0,11,1,0,0,10,1,0,3,5,0,0,12,275,274,570,20, - ,1,F,656be0c3f279d4b5332799ecba121ad079f7942bb5b66a9b4058f91c92aa710b,03/06/2024 03:39:21,03/06/2024 05:00:08,03/06/2024 05:06:32,CATD,ESCANER,ACTA PREP
'212815C0200,'212815C02004,'21,PUEBLA,'076,HUEJOTZINGO,'2815,'02,C,'00,1,4,317,277,10,287,35,12,0,8,23,40,2,108,6,10,-,-,-,4,-,-,-,0,0,-,0,-,-,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7,2,0,0,6,3,0,0,0,4,0,8,287,287,570,20, - ,1,F,1eb5eef9922c8c251dc4a13ef5d3c396a6d36f9440a6087ff9543beaf97d6e81,03/06/2024 03:42:12,03/06/2024 05:01:39,03/06/2024 05:05:48,CATD,ESCANER,ACTA PREP
'212816B0100,'212816B01004,'21,PUEBLA,'076,HUEJOTZINGO,'2816,'01,B,'00,1,4,296,366,9,375,20,4,SIN DATO,18,46,128,6,80,2,4,-,-,-,1,-,-,-,SIN DATO,SIN DATO,-,SIN DATO,-,-,3,1,SIN DATO,SIN DATO,1,SIN DATO,5,SIN DATO,SIN DATO,1,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,2,5,SIN DATO,1,15,SIN DATO,SIN DATO,1,5,3,SIN DATO,16,375,368,637,20,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,71ac54dd1d79172c81956a1a400a7bd7cc7dd4822ca03fb746880cd77b3cd1d8,03/06/2024 07:29:25,03/06/2024 08:23:51,03/06/2024 08:25:37,CASILLA,MOVIL,ACTA PREP
'212816C0100,'212816C01004,'21,PUEBLA,'076,HUEJOTZINGO,'2816,'01,C,'00,1,4,278,382,7,389,23,1,2,11,34,160,14,73,6,1,-,-,-,1,-,-,-,2,0,-,0,-,-,3,1,1,0,1,0,1,0,2,0,0,3,0,0,0,0,2,2,0,0,9,1,0,10,6,0,SIN DATO,SIN DATO,SIN DATO,370,637,20,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,3ac075b9ab146e072568defa173a0d47a121aabde7285ec0386fb4bd671f741c,03/06/2024 07:15:21,03/06/2024 08:22:41,03/06/2024 08:59:24,CASILLA,MOVIL,ACTA PREP
'212816C0200,'212816C02004,'21,PUEBLA,'076,HUEJOTZINGO,'2816,'02,C,'00,1,4,281,375,SIN DATO,8,22,3,1,12,41,149,7,67,5,5,-,-,-,1,-,-,-,0,0,-,0,-,-,0,1,0,0,0,0,11,1,0,0,0,0,0,0,1,1,4,3,0,0,13,0,0,6,10,1,0,23,388,388,636,20, - ,1,F,824dd83baa33739f9b120548458d12948594199f34bfcc46ba281d9749166501,03/06/2024 06:58:09,03/06/2024 08:05:44,03/06/2024 08:08:03,CASILLA,MOVIL,ACTA PREP
'212817B0100,'212817B01004,'21,PUEBLA,'076,HUEJOTZINGO,'2817,'01,B,'00,1,4,222,439,6,445,20,1,2,11,56,154,13,80,5,8,-,-,-,1,-,-,-,0,0,-,0,-,-,3,0,1,1,1,0,3,0,0,0,2,0,1,1,0,0,2,4,0,0,10,1,1,3,12,0,0,7,20,404,633,20, - ,1,F,dee976ef6eb929bf8d66630b76655baf88c1467390d82c79818bd44c19dd2c48,03/06/2024 03:45:51,03/06/2024 05:02:27,03/06/2024 05:18:41,CASILLA,MOVIL,ACTA PREP
'212817C0100,'212817C01004,'21,PUEBLA,'076,HUEJOTZINGO,'2817,'01,C,'00,1,4,225,431,8,439,20,7,0,6,45,180,21,78,6,5,-,-,-,0,-,-,-,2,0,-,0,-,-,2,1,0,0,0,0,5,0,0,0,0,0,3,0,0,1,2,9,0,0,14,2,0,7,5,0,1,17,439,439,633,20, - ,1,F,fe592b59f19c81df71c3fd5c651397d3ff9c9150c34ddbe1fcd0971b0b93e702,03/06/2024 05:53:49,03/06/2024 07:10:45,03/06/2024 07:16:48,CASILLA,MOVIL,ACTA PREP
'212818B0100,'212818B01004,'21,PUEBLA,'133,SAN MARTIN TEXMELUCAN,'2818,'01,B,'00,1,4,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,-,-,-,SIN DATO,-,-,SIN DATO,-,SIN DATO,-,SIN DATO,-,-,-,SIN DATO,-,-,-,SIN DATO,-,SIN DATO,-,SIN DATO,-,-,SIN DATO,-,-,SIN DATO,SIN DATO,-,SIN DATO,SIN DATO,-,SIN DATO,-,SIN DATO,-,SIN DATO,SIN DATO,SIN DATO,0,618,20,TODOS ILEGIBLES O SIN DATO,0,F,3d8a18df53c02b5658f61e66fab449ecc1903cf6fa2f4d77f9362d8cfdb517b3,03/06/2024 03:45:01,03/06/2024 05:01:41,03/06/2024 05:01:59,CATD,ESCANER,ACTA PREP
'212818C0100,'212818C01004,'21,PUEBLA,'133,SAN MARTIN TEXMELUCAN,'2818,'01,C,'00,1,4,289,361,4,365,9,11,0,6,56,94,3,83,3,1,71,-,-,-,0,-,-,0,-,0,-,0,-,-,-,2,-,-,-,7,-,0,-,0,-,-,0,-,-,1,0,-,1,1,-,0,-,0,-,0,14,366,363,618,20, - ,1,F,78a4a987b58802c31e228982f68ab867fc50de40565948ade9ce691664d08462,03/06/2024 03:21:47,03/06/2024 04:39:42,03/06/2024 04:52:58,CATD,ESCANER,ACTA PREP
'212818C0200,'212818C02004,'21,PUEBLA,'133,SAN MARTIN TEXMELUCAN,'2818,'02,C,'00,1,4,296,353,4,357,6,12,0,12,40,107,0,97,4,2,53,-,-,-,0,-,-,0,-,0,-,0,-,-,-,0,-,-,-,7,-,0,-,0,-,-,0,-,-,0,1,-,0,1,-,0,-,1,-,0,14,357,357,617,20, - ,1,F,e8fb3affd47bf768cf9f3095cf932e4b7a0e618f767e1f239422ef78fed6a456,03/06/2024 03:18:15,03/06/2024 04:37:18,03/06/2024 04:38:08,CATD,ESCANER,ACTA PREP
